flat,school,school_dist,num_school_2km
468C FERNVALE LINK,Sengkang Green Primary School,0.5312399083159229,5
333D YISHUN ST 31,North View Primary School,0.5514882045051244,12
633 CHOA CHU KANG NTH 6,Yew Tee Primary School,0.19278914985619036,9
485 CHOA CHU KANG AVE 5,Chua Chu Kang Primary School,0.547911473432424,6
658A PUNGGOL EAST,Waterway Primary School,0.19258910000765855,11
446 BRIGHT HILL DR,Ai Tong School,0.3100020230824584,4
190 BT BATOK WEST AVE 6,Yuhua Primary School,0.6195198580042655,11
683A WOODLANDS DR 62,Greenwood Primary School,0.18057893076404635,17
311 ANG MO KIO AVE 3,Teck Ghee Primary School,0.26979465363628885,12
550 WOODLANDS DR 44,Woodlands Ring Primary School,0.38461940550074536,19
574 HOUGANG ST 51,Yio Chu Kang Primary School,0.1519207607023312,18
376A HOUGANG ST 32,Holy Innocents' Primary School,0.3892451260505832,12
293 PUNGGOL CTRL,Punggol View Primary School,0.23011963028097482,25
301 HOUGANG AVE 5,Holy Innocents' Primary School,0.09613149441929401,13
273B JURONG WEST AVE 3,Corporation Primary School,0.4456972256730308,10
132 PASIR RIS ST 11,White Sands Primary School,0.5354742523673486,18
19 JLN TENTERAM,Hong Wen School,0.6926119173402628,14
446 ANG MO KIO AVE 10,Teck Ghee Primary School,0.5454516537863837,12
98 BEDOK NTH AVE 4,St. Anthony's Primary School,0.16417360180202104,16
565 CHOA CHU KANG ST 52,De La Salle School,0.23560270474808406,10
493A TAMPINES AVE 9,Tampines Primary School,0.470597958094494,23
295C COMPASSVALE CRES,Compassvale Primary School,0.39785773463682345,27
349 CORPORATION DR,Lakeside Primary School,0.19329031010184108,10
144 PASIR RIS ST 11,White Sands Primary School,0.35072299567444626,17
141 BEDOK RESERVOIR RD,Telok Kurau Primary School,0.5487371660462803,7
495D TAMPINES ST 43,Tampines Primary School,0.5051995715277929,23
158 WOODLANDS ST 13,Marsiling Primary School,0.1283159918992651,11
247 SIMEI ST 5,Changkat Primary School,0.4633643236593123,23
518 JELAPANG RD,Greenridge Primary School,0.1592709306298179,9
335 CLEMENTI AVE 2,Pei Tong Primary School,0.12425401192869197,7
24 MARSILING DR,Marsiling Primary School,0.8642241191321764,6
254 SERANGOON CTRL DR,Yangzheng Primary School,0.6660346872967507,13
332 UBI AVE 1,Maha Bodhi School,0.22665240018143534,8
233 BT BATOK EAST AVE 5,Bukit View Primary School,0.36593689848012245,11
208A COMPASSVALE LANE,North Vista Primary School,0.33492680716772005,22
524 HOUGANG AVE 6,Montfort Junior School,0.11935807327738253,17
9 ST. GEORGE'S RD,Bendemeer Primary School,0.3111880737347631,9
452 SIN MING AVE,Ai Tong School,0.42656930347056615,4
158 TAMPINES ST 12,Tampines Primary School,0.2743226968732498,25
512 WEST COAST DR,Qifa Primary School,0.5304643941508451,6
124 BISHAN ST 12,Guangyang Primary School,0.22045287310958903,18
356 HOUGANG AVE 7,CHIJ Our Lady of the Nativity,0.15850708617175757,14
203E COMPASSVALE RD,Seng Kang Primary School,0.4756280283118042,23
208 NEW UPP CHANGI RD,Fengshan Primary School,0.4595264217351212,12
476C CHOA CHU KANG AVE 5,Concord Primary School,0.34908324236578686,7
339 UBI AVE 1,Maha Bodhi School,0.2358442126109834,8
114 SIMEI ST 1,Changkat Primary School,0.4397923962741753,23
429 TAMPINES ST 41,Tampines Primary School,0.1907360118426309,26
532 PASIR RIS DR 1,Casuarina Primary School,0.7103397449856148,15
406 JURONG WEST ST 42,Shuqun Primary School,0.7429339726787215,8
130 RIVERVALE ST,North Spring Primary School,0.2705632724934602,27
508 JURONG WEST ST 52,Rulang Primary School,0.2217359163537246,8
17 MARSILING LANE,Marsiling Primary School,1.0777765860835484,11
334 BT BATOK ST 32,St. Anthony's Primary School,0.16782936023343467,7
403A FERNVALE LANE,Fernvale Primary School,0.20482160942670713,7
779 PASIR RIS ST 71,Meridian Primary School,0.39411983156879926,10
720 WOODLANDS AVE 6,Admiralty Primary School,0.09863063485198978,18
412 C'WEALTH AVE WEST,Pei Tong Primary School,0.6770313775832797,8
507 WEST COAST DR,Clementi Primary School,0.4204667788291501,6
475A UPP SERANGOON CRES,CHIJ Our Lady of the Nativity,0.4064444637001149,14
759 CHOA CHU KANG NTH 5,Kranji Primary School,0.07886046475675688,12
682A WOODLANDS DR 62,Greenwood Primary School,0.13885691722656365,17
180A MARSILING RD,Marsiling Primary School,0.7604137775638847,12
211A COMPASSVALE LANE,North Vista Primary School,0.4190450607162512,24
317A ANCHORVALE RD,Springdale Primary School,0.23394540257175547,20
404 CHOA CHU KANG AVE 3,Concord Primary School,0.2602314563917536,8
345 YISHUN AVE 11,Huamin Primary School,0.16726640370861062,14
437 FAJAR RD,Zhenghua Primary School,0.3284178092219127,11
470C UPP SERANGOON CRES,CHIJ Our Lady of the Nativity,0.6378102854348063,16
67 MARINE DR,Tao Nan School,0.23115151906407136,8
60 NEW UPP CHANGI RD,Bedok Green Primary School,0.39062127613638387,10
336 TAMPINES ST 32,East Spring Primary School,0.15183137745416936,19
275D COMPASSVALE LINK,North Vista Primary School,0.25038388056689465,19
101 WOODLANDS ST 13,Si Ling Primary School,0.6037682915411111,14
265D COMPASSVALE BOW,North Vista Primary School,0.10896317770981644,20
469B ADMIRALTY DR,Canberra Primary School,0.4321873745696521,12
467 HOUGANG AVE 8,CHIJ Our Lady of the Nativity,0.08388191746950044,15
183 TOA PAYOH CTRL,Kheng Cheng School,0.47527977070090727,16
804 CHAI CHEE RD,Opera Estate Primary School,0.5085296508469352,11
258 SERANGOON CTRL DR,Zhonghua Primary School,0.6460166860965189,11
30 BALAM RD,Canossa Catholic Primary School,0.64418031562154,10
175A YUNG KUANG RD,Lakeside Primary School,0.7933314578845073,8
153 SIMEI ST 1,Angsana Primary School,0.7047587905971596,17
534 JURONG WEST ST 52,Rulang Primary School,0.28876595056791365,9
4 MARINE TER,Ngee Ann Primary School,0.05601792913425522,10
140C CORPORATION DR,Lakeside Primary School,1.365663413821581,4
502 BEDOK NTH ST 3,Fengshan Primary School,0.1673633030785702,10
272D PUNGGOL WALK,Punggol Green Primary School,0.20805065347181476,24
384 TAMPINES ST 32,East Spring Primary School,0.4294837507570401,19
556 PASIR RIS ST 51,Casuarina Primary School,0.7856720583407086,19
896A WOODLANDS DR 50,Woodlands Primary School,0.14316026140130902,19
308 SHUNFU RD,Catholic High School (Primary),0.8238414585505585,9
410 BEDOK NTH AVE 2,Fengshan Primary School,0.21255626607692638,12
445 CHOA CHU KANG AVE 4,Concord Primary School,0.16008817844044027,8
449 BT PANJANG RING RD,Beacon Primary School,0.14070840325029396,7
7 ST. GEORGE'S LANE,Hong Wen School,0.26703149112221186,10
132 GEYLANG EAST AVE 1,Geylang Methodist School (Primary),0.27034135749925936,6
302 SHUNFU RD,Catholic High School (Primary),0.7953647729202943,11
653 WOODLANDS RING RD,Woodlands Ring Primary School,0.38895712299768925,17
149 BEDOK RESERVOIR RD,Telok Kurau Primary School,0.5612292142974862,7
470 TAMPINES ST 44,Tampines Primary School,0.6544255569175628,22
147 YISHUN ST 11,Ahmad Ibrahim Primary School,0.2412119330532949,15
41 TEBAN GDNS RD,Fuhua Primary School,1.7366196297735979,4
342 TAMPINES ST 33,East Spring Primary School,0.1706322635183049,18
417 PASIR RIS DR 6,Casuarina Primary School,0.1838287588235408,13
232B SUMANG LANE,Springdale Primary School,0.8468192898054684,19
612D PUNGGOL DR,Punggol View Primary School,0.27845047297080716,22
53 CHAI CHEE ST,Damai Primary School,0.7870617457059121,10
289A BT BATOK ST 25,Keming Primary School,0.4670397839088783,7
341 BT BATOK ST 34,St. Anthony's Primary School,0.14578371889714778,7
815 JURONG WEST ST 81,West Grove Primary School,0.38559462867922467,12
535 BEDOK NTH ST 3,Damai Primary School,0.39017678526406274,12
176 BT BATOK WEST AVE 8,Princess Elizabeth Primary School,0.3543262790150732,11
221 PASIR RIS ST 21,Pasir Ris Primary School,0.27944167978571055,12
219 PASIR RIS ST 21,Pasir Ris Primary School,0.3701774376848204,13
235 PASIR RIS ST 21,Pasir Ris Primary School,0.12766793520930994,6
8 MARINE TER,Ngee Ann Primary School,0.19794863044471833,10
1D CANTONMENT RD,Cantonment Primary School,0.23315433331734292,5
762 WOODLANDS AVE 6,Evergreen Primary School,0.2656834831826588,17
19 ST. GEORGE'S RD,Bendemeer Primary School,0.3927190424968041,10
802B KEAT HONG CL,Chua Chu Kang Primary School,0.35239175288292535,8
797 WOODLANDS DR 72,Admiralty Primary School,0.33830149984463576,19
625A WOODLANDS DR 52,Woodlands Ring Primary School,0.2829400204726751,17
234 TAMPINES ST 21,Gongshang Primary School,0.18302842760845123,25
611 JURONG WEST ST 65,Jurong West Primary School,0.21877945393092718,14
306 SERANGOON AVE 2,CHIJ Our Lady of Good Counsel,0.48202635847244724,13
443C FERNVALE RD,Fernvale Primary School,0.14179328710112965,7
494H TAMPINES ST 45,White Sands Primary School,0.6879581820534252,22
815 JELLICOE RD,Stamford Primary School,0.6103049170527112,7
6 BEDOK STH AVE 2,Bedok Green Primary School,0.34892173074707217,10
714 BEDOK RESERVOIR RD,Damai Primary School,0.2835127844526884,8
781 YISHUN RING RD,Peiying Primary School,0.5822357859931644,14
461 SEGAR RD,Greenridge Primary School,0.4060350939988498,8
523B TAMPINES CTRL 7,Angsana Primary School,0.4182687101922465,24
293C BT BATOK ST 21,Keming Primary School,0.1093384703190573,10
545 CHOA CHU KANG ST 52,De La Salle School,0.13662999681790505,10
199 PASIR RIS ST 12,White Sands Primary School,0.2302719546251044,13
98 C'WEALTH CRES,New Town Primary School,0.8079475998973208,6
784 CHOA CHU KANG DR,Kranji Primary School,0.1272215204434032,11
102 WOODLANDS ST 13,Si Ling Primary School,0.6742218864545035,14
349 UBI AVE 1,Maha Bodhi School,0.3029147460019257,7
4A BOON TIONG RD,Zhangde Primary School,0.776037622804375,9
100 BEDOK NTH AVE 4,St. Anthony's Primary School,0.24845821550098912,17
787E WOODLANDS CRES,Riverside Primary School,0.23475281095353748,19
106 ANG MO KIO AVE 4,Ang Mo Kio Primary School,0.3746822627843953,8
210 YISHUN ST 21,Xishan Primary School,0.2684445286666976,14
287 CHOA CHU KANG AVE 2,Chua Chu Kang Primary School,0.13300041221665607,9
522 BEDOK NTH AVE 1,Fengshan Primary School,0.5348513551233409,12
101 TAMPINES ST 11,Tampines Primary School,0.2996556558957273,27
511 SERANGOON NTH AVE 4,Rosyth School,0.19974248159979124,10
528 JELAPANG RD,Greenridge Primary School,0.267180502263156,9
19 TECK WHYE LANE,Teck Whye Primary School,0.47211115915607427,15
207C COMPASSVALE LANE,North Vista Primary School,0.2992702281355113,21
19 CHAI CHEE RD,Opera Estate Primary School,0.8213072537904652,11
142 POTONG PASIR AVE 3,St. Andrew's Junior School,0.3279749812872782,15
265 BOON LAY DR,Corporation Primary School,0.5984011602669508,13
289G BT BATOK ST 25,Keming Primary School,0.2653231997834106,8
118 LOR 1 TOA PAYOH,Kheng Cheng School,0.3514185943550814,13
801D KEAT HONG CL,Chua Chu Kang Primary School,0.3192606723766109,8
42 SIMS DR,Geylang Methodist School (Primary),0.8761930585860156,6
232 SIMEI ST 4,Changkat Primary School,0.7162309217775223,13
120A EDGEDALE PLAINS,Mee Toh School,0.07056406246184856,21
522C TAMPINES CTRL 7,Poi Ching School,0.46567903433370883,22
286 BISHAN ST 24,Catholic High School (Primary),0.4491478870236466,13
808D CHOA CHU KANG AVE 1,Chua Chu Kang Primary School,0.5093212624721288,10
513 JURONG WEST ST 52,Shuqun Primary School,0.17447677613469248,8
169B PUNGGOL FIELD,Greendale Primary School,0.4085629215466113,18
263 BISHAN ST 22,Catholic High School (Primary),0.530337423372818,13
103A EDGEFIELD PLAINS,Edgefield Primary School,0.3738046775325289,26
163 STIRLING RD,Queenstown Primary School,0.6843351270989333,5
285 CHOA CHU KANG AVE 3,Chua Chu Kang Primary School,0.2609840939430007,9
6 HOLLAND CL,New Town Primary School,0.9863107045440664,6
202 CHOA CHU KANG AVE 1,South View Primary School,0.35539056680715647,12
63 KALLANG BAHRU,Bendemeer Primary School,0.3368529894162378,9
533 BEDOK NTH ST 3,Damai Primary School,0.38849685204518064,12
618 HOUGANG AVE 8,Xinmin Primary School,0.23568537996242228,16
590A MONTREAL LINK,Wellington Primary School,0.5141923249826423,8
193 RIVERVALE DR,Rivervale Primary School,0.291689156808896,26
662B JURONG WEST ST 64,Frontier Primary School,0.4144700032905444,15
130 ANG MO KIO AVE 3,Ang Mo Kio Primary School,0.27703150469746124,10
637 BEDOK RESERVOIR RD,Maha Bodhi School,0.4012414167790621,6
871B TAMPINES ST 86,Poi Ching School,0.38719136422987366,14
830 JURONG WEST ST 81,West Grove Primary School,0.6529364495013045,10
630 WOODLANDS RING RD,Woodlands Ring Primary School,0.4541110778653812,17
550 CHOA CHU KANG ST 52,De La Salle School,0.09567330750065266,10
691D WOODLANDS DR 73,Greenwood Primary School,0.11514944269831578,17
153 ANG MO KIO AVE 5,Mayflower Primary School,0.12353348035754391,7
218 MARSILING CRES,Marsiling Primary School,1.402596436339171,5
6 JLN BT HO SWEE,Zhangde Primary School,0.7191029201355909,9
38 UPP BOON KENG RD,Bendemeer Primary School,1.0663671232037082,10
348A YISHUN AVE 11,Huamin Primary School,0.3356400239893769,14
728 JURONG WEST AVE 5,West Grove Primary School,0.22229342377084987,12
135 PASIR RIS ST 11,White Sands Primary School,0.3961128599197074,19
367 WOODLANDS AVE 5,Si Ling Primary School,0.13148875645519909,16
258A PUNGGOL FIELD,Punggol Green Primary School,0.3787095545276285,24
205A PUNGGOL FIELD,Punggol Green Primary School,0.5116248981157946,27
460 SEGAR RD,Beacon Primary School,0.40375416003228776,7
101C PUNGGOL FIELD,Edgefield Primary School,0.2622227106595738,25
450 PASIR RIS DR 6,Casuarina Primary School,0.18961394458147704,12
302 CLEMENTI AVE 4,Nan Hua Primary School,0.5088961739883873,8
248 YISHUN AVE 9,Chongfu School,0.45576552623996613,11
416 CLEMENTI AVE 1,Pei Tong Primary School,0.7712703505204958,9
24 HOUGANG AVE 3,Holy Innocents' Primary School,0.27545099949346935,14
62 DAKOTA CRES,Kong Hwa School,0.32827506122750016,7
505 SERANGOON NTH AVE 4,Rosyth School,0.14988494074664077,9
271 PASIR RIS ST 21,White Sands Primary School,0.33901631922461867,11
95 HAVELOCK RD,River Valley Primary School,0.7162260926302375,10
738 PASIR RIS DR 10,Park View Primary School,0.38939727299568755,5
333A YISHUN ST 31,Huamin Primary School,0.5554475398604446,12
135 SIMEI ST 1,Angsana Primary School,0.585713698807232,21
113 BEDOK NTH ST 2,Red Swastika School,0.3293178742291782,13
304B ANCHORVALE LINK,Anchor Green Primary School,0.2970139670903312,23
204A COMPASSVALE DR,North Vista Primary School,0.5745755569662713,24
325 CLEMENTI AVE 5,Pei Tong Primary School,0.12007936552758647,7
122B SENGKANG EAST WAY,North Spring Primary School,0.37095636333120574,25
490B TAMPINES ST 45,White Sands Primary School,0.6457855269486849,22
508B YISHUN AVE 4,Naval Base Primary School,0.25143457764002974,9
458 PASIR RIS DR 4,Casuarina Primary School,0.31336913328107313,12
35 MARSILING DR,Marsiling Primary School,1.2507287529985422,5
93 DAWSON RD,Queenstown Primary School,0.47741080948268677,5
351 JURONG EAST ST 31,Jurong Primary School,0.4786071688414971,11
684A CHOA CHU KANG CRES,Unity Primary School,0.12745122651149265,4
354 WOODLANDS AVE 1,Si Ling Primary School,0.10793407940991155,14
659C PUNGGOL EAST,Waterway Primary School,0.2710285289833945,11
233 YISHUN ST 21,Xishan Primary School,0.16939857078172557,11
848 JURONG WEST ST 81,Xingnan Primary School,0.5719216831925358,10
601 SENJA RD,West View Primary School,0.3179465523732971,12
711 PASIR RIS ST 72,Park View Primary School,0.5055838895490573,4
20 JOO SENG RD,Cedar Primary School,0.661402411224741,10
484 CHOA CHU KANG AVE 5,Concord Primary School,0.4034079806112119,6
197D BOON LAY DR,Boon Lay Garden Primary School,0.08089208918286828,13
113 SIMEI ST 1,Changkat Primary School,0.37950772598779775,24
232 SERANGOON AVE 3,CHIJ Our Lady of Good Counsel,0.6034923508165858,14
148 WOODLANDS ST 13,Marsiling Primary School,0.2170290169694182,11
183 EDGEFIELD PLAINS,Edgefield Primary School,0.26365796948376835,23
805C KEAT HONG CL,Chua Chu Kang Primary School,0.5949404654613931,8
20 BALAM RD,Canossa Catholic Primary School,0.7480488319135722,10
522 ANG MO KIO AVE 5,Jing Shan Primary School,0.09973648802071956,8
412 ANG MO KIO AVE 10,Townsville Primary School,0.4529031371412928,15
871 WOODLANDS ST 81,Qihua Primary School,0.2206193563986517,19
782C WOODLANDS CRES,Riverside Primary School,0.19035108767550815,18
523 HOUGANG AVE 6,Montfort Junior School,0.10797991707472408,15
266C COMPASSVALE BOW,North Vista Primary School,0.1562396320082999,19
232 COMPASSVALE WALK,Seng Kang Primary School,0.16703701156309908,27
147 MEI LING ST,Queenstown Primary School,0.3236136368062786,3
498F TAMPINES ST 45,White Sands Primary School,0.47480542932089786,17
65 JLN MA'MOR,Hong Wen School,0.7135459750866154,14
834 JURONG WEST ST 81,West Grove Primary School,0.6149859162373464,10
646 PASIR RIS DR 10,Park View Primary School,0.17098123144983396,5
309A ANG MO KIO ST 31,Teck Ghee Primary School,0.6325205239706182,10
455 CLEMENTI AVE 3,Pei Tong Primary School,0.4626288623210828,6
296 PUNGGOL CTRL,Edgefield Primary School,0.2800449393146287,25
612 CLEMENTI WEST ST 1,Pei Tong Primary School,1.4151382770522984,8
43 CIRCUIT RD,Canossa Catholic Primary School,0.3695755764399615,11
4B BOON TIONG RD,Zhangde Primary School,0.7174627086885222,9
264 BT BATOK EAST AVE 4,Keming Primary School,0.5638108626726133,8
670 JLN DAMAI,Telok Kurau Primary School,0.33696749032729145,7
733 TAMPINES ST 71,Poi Ching School,0.15393371827897873,17
260 TAMPINES ST 21,Gongshang Primary School,0.293727746020888,25
2 BEDOK STH AVE 1,Bedok Green Primary School,0.5621185510947497,11
408 SIN MING AVE,Ai Tong School,0.36652426322940884,7
755 WOODLANDS AVE 4,Evergreen Primary School,0.19301859598559704,17
1 ST. GEORGE'S RD,Bendemeer Primary School,0.43460303522198557,10
844 TAMPINES ST 82,St. Hilda's Primary School,0.30504260811872425,22
200B SENGKANG EAST RD,Palm View Primary School,0.3955439593622765,22
345 CHOA CHU KANG LOOP,South View Primary School,0.20804826483933567,11
137 LOR AH SOO,Methodist Girls' School (Primary),0.19142846892267545,7
649B JURONG WEST ST 61,Jurong West Primary School,0.15363687507710738,12
638 BEDOK RESERVOIR RD,Maha Bodhi School,0.4706817805023613,7
531 PASIR RIS DR 1,Elias Park Primary School,0.6822132189122946,15
163C RIVERVALE CRES,Mee Toh School,0.5493896845222116,22
539 WOODLANDS DR 16,Innova Primary School,0.1838410136943271,17
388 TAMPINES ST 32,East Spring Primary School,0.4717152130182507,21
462 HOUGANG AVE 10,CHIJ Our Lady of the Nativity,0.3477109533889104,15
313 UBI AVE 1,Maha Bodhi School,0.29335433792688453,8
315 UBI AVE 1,Maha Bodhi School,0.2296343067536547,8
343 WOODLANDS AVE 1,Fuchun Primary School,0.30218138359870067,13
663D JURONG WEST ST 65,Frontier Primary School,0.3829610081310826,15
523 WOODLANDS DR 14,Woodgrove Primary School,0.37685233584059463,19
981A BUANGKOK CRES,Hougang Primary School,0.34340751702982436,15
9 BEDOK STH AVE 2,Bedok Green Primary School,0.1116026933527488,10
158 PASIR RIS ST 13,White Sands Primary School,0.17611417528654616,15
305B ANCHORVALE LINK,Anchor Green Primary School,0.205702106148527,21
889A TAMPINES ST 81,St. Hilda's Primary School,0.623352160747017,14
57 GEYLANG BAHRU,Bendemeer Primary School,0.4473424880530773,9
332 CLEMENTI AVE 2,Pei Tong Primary School,0.16165411660164317,7
971 HOUGANG ST 91,Hougang Primary School,0.1549598047660575,13
747 JURONG WEST ST 73,Westwood Primary School,0.36075921531876004,12
298B COMPASSVALE ST,Rivervale Primary School,0.3502197635261555,28
131 ANG MO KIO AVE 3,Ang Mo Kio Primary School,0.3055499561391443,10
285 TAMPINES ST 22,Chongzheng Primary School,0.17545688086126765,23
250 JURONG EAST ST 24,Yuhua Primary School,0.12669683969333498,9
753 CHOA CHU KANG NTH 5,Kranji Primary School,0.1426955200054348,12
48A DORSET RD,Farrer Park Primary School,0.2356956488431586,11
324 ANG MO KIO AVE 3,Teck Ghee Primary School,0.5460372692024987,10
570 HOUGANG ST 51,Yio Chu Kang Primary School,0.28673251115936255,18
404 SERANGOON AVE 1,Yangzheng Primary School,0.4641757562611771,14
261A PUNGGOL WAY,Valour Primary School,0.2706560051958504,22
453C FERNVALE RD,Sengkang Green Primary School,0.07873598714658528,6
8 KIM TIAN PL,Zhangde Primary School,0.19371506203510208,9
191 BT BATOK WEST AVE 6,Yuhua Primary School,0.5595122546777581,11
161 PASIR RIS ST 13,White Sands Primary School,0.23020933656896042,15
271A PUNGGOL WALK,Punggol Green Primary School,0.2672504887667051,24
32 MARINE CRES,Tao Nan School,0.23468407931380666,8
846 YISHUN RING RD,Peiying Primary School,0.4678740327862572,12
32 MARSILING DR,Marsiling Primary School,1.0576407473976719,6
194 PASIR RIS ST 12,White Sands Primary School,0.13796209034455895,17
680C JURONG WEST CTRL 1,Westwood Primary School,0.5965227217067445,14
450C SENGKANG WEST WAY,Sengkang Green Primary School,0.23240278973843945,6
747B BEDOK RESERVOIR CRES,Damai Primary School,0.13832958819159016,8
230J TAMPINES ST 21,Gongshang Primary School,0.11700946148490955,26
766 PASIR RIS ST 71,Meridian Primary School,0.13213002239108423,5
484 PASIR RIS DR 4,Pasir Ris Primary School,0.2825364926582891,10
638C PUNGGOL DR,Horizon Primary School,0.22154075738463638,17
349 JURONG EAST AVE 1,Jurong Primary School,0.47898330889212265,10
611 BEDOK RESERVOIR RD,Telok Kurau Primary School,0.47094207493595475,11
336A ANCHORVALE CRES,Springdale Primary School,0.32475530635554384,22
308B ANG MO KIO AVE 1,Ang Mo Kio Primary School,0.706644523431811,9
55 JLN BAHAGIA,Hong Wen School,0.7027312850583349,14
292 YISHUN ST 22,Chongfu School,0.3029064400678865,12
774 BEDOK RESERVOIR VIEW,Red Swastika School,0.38564699692037635,16
176 BISHAN ST 13,Kuo Chuan Presbyterian Primary School,0.13614225033242391,17
510 BT BATOK ST 52,Lianhua Primary School,0.1803189045194197,9
411 SERANGOON CTRL,Yangzheng Primary School,0.5959048160453251,12
313B SUMANG LINK,Punggol Cove Primary School,0.38994260516741286,20
485 SEGAR RD,Greenridge Primary School,0.49860362676939785,7
780 YISHUN RING RD,Peiying Primary School,0.6046558484936008,14
252 HOUGANG AVE 3,Xinghua Primary School,0.35258946773283484,10
306 WOODLANDS ST 31,Fuchun Primary School,0.4004181615691753,7
791 CHOA CHU KANG NTH 6,Yew Tee Primary School,0.17323671166424381,10
109 WOODLANDS ST 13,Si Ling Primary School,0.7994887221456457,14
131 POTONG PASIR AVE 1,St. Andrew's Junior School,0.33030602956482535,13
63 JLN MA'MOR,Hong Wen School,0.7523351690111669,14
157 LOR 1 TOA PAYOH,CHIJ Primary (Toa Payoh),0.4057875751917156,13
107 BT BATOK WEST AVE 6,Princess Elizabeth Primary School,0.640784234600543,12
214 TAMPINES ST 23,Yumin Primary School,0.49683286899419715,24
241 BT PANJANG RING RD,Zhenghua Primary School,0.285249694416753,9
217D SUMANG WALK,Punggol Green Primary School,0.29391523150754123,25
782A WOODLANDS CRES,Riverside Primary School,0.09999121123114688,17
24 BENDEMEER RD,Bendemeer Primary School,0.4917569933838353,8
348 ANG MO KIO AVE 3,Teck Ghee Primary School,0.36248667183638383,10
684A WOODLANDS DR 73,Greenwood Primary School,0.13304326445125622,20
158 YUNG LOH RD,Lakeside Primary School,1.1803298123077306,6
1 MARSILING DR,Marsiling Primary School,0.8050289952625905,10
109 BISHAN ST 12,Guangyang Primary School,0.20065409024937297,15
123 BT BATOK CTRL,Princess Elizabeth Primary School,0.7616269187502226,10
927 TAMPINES ST 91,Junyuan Primary School,0.2302724038751473,27
608 ANG MO KIO AVE 5,CHIJ St. Nicholas Girls' School,0.6296930654559562,6
550 HOUGANG ST 51,Punggol Primary School,0.42671602454981533,19
257A COMPASSVALE RD,Compassvale Primary School,0.22840896216347992,24
366 CLEMENTI AVE 2,Pei Tong Primary School,0.6070995788450102,8
334 TAMPINES ST 32,East Spring Primary School,0.07783604829319321,19
2D GEYLANG SERAI,Haig Girls' School,0.7819652952807283,12
141 RIVERVALE ST,North Spring Primary School,0.3120124268236607,28
867A TAMPINES ST 83,Poi Ching School,0.27175526799200744,16
606 ANG MO KIO AVE 5,CHIJ St. Nicholas Girls' School,0.70349267590959,6
619 HOUGANG AVE 8,Xinmin Primary School,0.1845490482711241,16
137 TECK WHYE LANE,Teck Whye Primary School,0.4083628313852626,15
301 UBI AVE 1,Maha Bodhi School,0.3012071888358043,5
615 ELIAS RD,Park View Primary School,0.26546463577825685,10
851 TAMPINES ST 83,St. Hilda's Primary School,0.45619182416170606,20
147 GANGSA RD,Bukit Panjang Primary School,0.5072291553960834,11
1 TECK WHYE AVE,Teck Whye Primary School,0.2145935940695971,14
841 JURONG WEST ST 81,Xingnan Primary School,0.5872986659278491,10
825 TAMPINES ST 81,St. Hilda's Primary School,0.4696100766656084,15
196B PUNGGOL FIELD,Edgefield Primary School,0.15088641421734916,25
101 GANGSA RD,Zhenghua Primary School,0.21286925997987563,11
448 BT PANJANG RING RD,Beacon Primary School,0.17324987285206914,9
205 BOON LAY DR,Boon Lay Garden Primary School,0.32830592583216495,12
234 SERANGOON AVE 3,Zhonghua Primary School,0.5980591342470731,14
133 RIVERVALE ST,North Spring Primary School,0.18134771165163516,26
274C JURONG WEST ST 25,Corporation Primary School,0.4695766202453191,10
914 JURONG WEST ST 91,Xingnan Primary School,0.12077689027179864,9
526 HOUGANG AVE 6,Montfort Junior School,0.12598089474368193,18
472 SEMBAWANG DR,Canberra Primary School,0.05657681646887097,10
640 WOODLANDS RING RD,Greenwood Primary School,0.32653204144882453,17
31 BEDOK STH AVE 2,Bedok Green Primary School,0.05734275125435695,10
513 CHOA CHU KANG ST 51,De La Salle School,0.5527945669579153,10
452 YISHUN RING RD,Northland Primary School,0.5143054413777808,14
494J TAMPINES ST 45,White Sands Primary School,0.7191886948948822,22
879A TAMPINES AVE 8,St. Hilda's Primary School,0.9222711989476707,8
128 LOR AH SOO,Methodist Girls' School (Primary),0.3006647940509267,6
678B PUNGGOL DR,Oasis Primary School,0.27039346380503465,21
143 MARSILING RD,Marsiling Primary School,0.47017334752408063,11
138B LOR 1A TOA PAYOH,Kheng Cheng School,0.203095154153675,12
306A ANCHORVALE LINK,Anchor Green Primary School,0.21063759572533902,21
769 CHOA CHU KANG ST 54,Yew Tee Primary School,0.28713285608016914,10
497F TAMPINES ST 45,White Sands Primary School,0.6749229172796264,17
226 SERANGOON AVE 4,Zhonghua Primary School,0.3931777840816328,14
311 BT BATOK ST 32,Dazhong Primary School,0.10087394432435512,8
654B JURONG WEST ST 61,Frontier Primary School,0.19804137433379543,12
748 PASIR RIS ST 71,Meridian Primary School,0.3295097770235315,5
10B LOR 7 TOA PAYOH,Pei Chun Public School,0.3089483238027886,19
945 TAMPINES AVE 4,St. Hilda's Primary School,0.3535569610157934,24
132 BISHAN ST 12,Guangyang Primary School,0.2365476147144958,18
102 JLN DUSUN,CHIJ Primary (Toa Payoh),0.6006305450299815,14
881 WOODLANDS ST 82,Evergreen Primary School,0.2929451172985986,17
907 JURONG WEST ST 91,Xingnan Primary School,0.25303382316159667,9
234B SUMANG LANE,Punggol Green Primary School,0.7931400026427283,20
586 PASIR RIS ST 53,Elias Park Primary School,0.2915028388564937,14
768 YISHUN AVE 3,Jiemin Primary School,0.5369609087200263,14
