flat,school,school_dist,num_school_2km
816B KEAT HONG LINK,South View Primary School,0.667846443928646,11
313A ANCHORVALE RD,Anchor Green Primary School,0.14007963060138715,20
637 HOUGANG AVE 8,Xinmin Primary School,0.42538157829198303,13
104 JLN DUSUN,CHIJ Primary (Toa Payoh),0.5423986542743706,14
553 SERANGOON NTH AVE 3,Rosyth School,0.43914405528139294,8
831 WOODLANDS ST 83,Woodlands Primary School,0.3090603655114698,19
739 PASIR RIS DR 10,Park View Primary School,0.32989392269754336,5
640A YISHUN ST 61,Northland Primary School,0.199438343045505,14
414 BEDOK NTH AVE 2,Fengshan Primary School,0.1996570229946217,11
59 CIRCUIT RD,Canossa Catholic Primary School,0.5271849564617738,10
933 TAMPINES ST 91,Junyuan Primary School,0.29102630171665644,25
236 TAMPINES ST 21,Gongshang Primary School,0.23153347480721573,25
105 ANG MO KIO AVE 4,CHIJ St. Nicholas Girls' School,0.39416482129152497,8
168 BEDOK STH AVE 3,Temasek Primary School,0.2814402002318723,7
445 TAMPINES ST 42,Gongshang Primary School,0.20823954884938442,26
124B BT MERAH VIEW,Zhangde Primary School,0.3392742231056395,10
608 YISHUN ST 61,Naval Base Primary School,0.6345395520310163,12
345 TAMPINES ST 33,East Spring Primary School,0.10710346372997215,17
405C FERNVALE LANE,Fernvale Primary School,0.16608750092398175,7
319 UBI AVE 1,Maha Bodhi School,0.25640208674329384,8
408 PANDAN GDNS,Qifa Primary School,1.0267325398250786,4
433 YISHUN AVE 6,Northland Primary School,0.7083460310896497,9
314A PUNGGOL WAY,Valour Primary School,0.19695088957250953,21
43 TEBAN GDNS RD,Fuhua Primary School,1.8284870686349801,4
65 MARINE DR,Tao Nan School,0.2901268007347126,8
271C PUNGGOL WALK,Punggol Green Primary School,0.3378118554430964,24
118 PENDING RD,Zhenghua Primary School,0.317884994362389,11
380 CLEMENTI AVE 5,Pei Tong Primary School,0.18624428830497364,7
701 PASIR RIS DR 10,Park View Primary School,0.33734059210217776,5
60 STRATHMORE AVE,Queenstown Primary School,0.5565838414584853,7
961 HOUGANG AVE 9,Hougang Primary School,0.24163958704493735,12
313 JURONG EAST ST 32,Jurong Primary School,0.1435833263579619,10
643 PUNGGOL CTRL,Waterway Primary School,0.33427418259783015,16
6 LOR 7 TOA PAYOH,Pei Chun Public School,0.22328092653706008,16
505 BT BATOK ST 52,Lianhua Primary School,0.26259315320051557,9
121 YISHUN ST 11,Ahmad Ibrahim Primary School,0.33932566989229684,12
375 BT BATOK ST 31,Dazhong Primary School,0.20737058689140073,9
673 WOODLANDS DR 71,Admiralty Primary School,0.3720577991949793,17
214 JURONG EAST ST 21,Fuhua Primary School,0.43847540612514807,8
664A PUNGGOL DR,Waterway Primary School,0.14051961409211433,11
81B LOR 4 TOA PAYOH,Kheng Cheng School,0.3275582750481036,14
39 UPP BOON KENG RD,St. Margaret's Primary School,1.0347513612170978,10
247 COMPASSVALE RD,Seng Kang Primary School,0.29266077884429886,25
257C COMPASSVALE RD,Compassvale Primary School,0.24226745240181588,22
423 YISHUN AVE 11,North View Primary School,0.5175653905801051,9
634 YISHUN ST 61,Naval Base Primary School,0.29210016026729985,12
466 JURONG WEST ST 41,Shuqun Primary School,0.2742919925033273,8
616 ANG MO KIO AVE 4,Mayflower Primary School,0.5025443254991387,8
417 ANG MO KIO AVE 10,Teck Ghee Primary School,0.476945203802318,15
201A PUNGGOL FIELD,Edgefield Primary School,0.43408895610687126,25
283 TAMPINES ST 22,Angsana Primary School,0.11664622198795065,21
113 DEPOT RD,Blangah Rise Primary School,0.6016295795489731,4
698C JURONG WEST CTRL 3,Boon Lay Garden Primary School,0.6501669285230303,13
114 BEDOK RESERVOIR RD,Telok Kurau Primary School,0.13315581110141994,9
216 ANG MO KIO AVE 1,Ang Mo Kio Primary School,0.40361179065912867,10
334 SEMBAWANG CL,Canberra Primary School,0.4336923081448674,12
307A ANG MO KIO AVE 1,Ang Mo Kio Primary School,0.6506963485306949,9
446C JLN KAYU,Sengkang Green Primary School,0.19258349934802377,6
492 ADMIRALTY LINK,Endeavour Primary School,0.2708435843695437,7
572 PASIR RIS ST 53,Elias Park Primary School,0.12242233439511409,15
428 WOODLANDS ST 41,Fuchun Primary School,0.7347816792087674,4
826 YISHUN ST 81,Peiying Primary School,0.40721887870511075,7
246 BT BATOK EAST AVE 5,Keming Primary School,0.47360962751938634,11
717 CLEMENTI WEST ST 2,Qifa Primary School,1.2775900957140225,6
114 LENGKONG TIGA,St. Stephen's School,0.7532086635079759,13
203 BT BATOK ST 21,Bukit View Primary School,0.5452521242467931,12
316C PUNGGOL WAY,Valour Primary School,0.32895789488956445,19
622 HOUGANG AVE 8,Xinmin Primary School,0.1504469848695161,15
899A WOODLANDS DR 50,Woodlands Ring Primary School,0.26046244577269834,19
324 YISHUN CTRL,Huamin Primary School,0.30974666739180184,14
615 ANG MO KIO AVE 4,Mayflower Primary School,0.46429295331459297,8
611 ELIAS RD,Elias Park Primary School,0.29492909899568914,10
579 HOUGANG AVE 4,Yio Chu Kang Primary School,0.13090038219279448,19
324 BT BATOK ST 33,St. Anthony's Primary School,0.28173649659027505,7
219 BT BATOK ST 21,Bukit View Primary School,0.2102229544359849,11
711 CLEMENTI WEST ST 2,Qifa Primary School,1.0488077841585977,6
119 HO CHING RD,Lakeside Primary School,0.8040636936712139,9
856C TAMPINES ST 82,St. Hilda's Primary School,0.3508440576673876,20
159 PASIR RIS ST 13,White Sands Primary School,0.20457549217414026,16
132 BEDOK NTH ST 2,Bedok Green Primary School,0.49371001712866164,11
543 JURONG WEST ST 42,Rulang Primary School,0.6392787117653238,10
819 TAMPINES ST 81,St. Hilda's Primary School,0.11158381386286488,27
166 BISHAN ST 13,Kuo Chuan Presbyterian Primary School,0.0634744538039656,17
133 MARSILING RISE,Marsiling Primary School,0.6401065421343474,12
22 MARSILING DR,Marsiling Primary School,0.8947454455221265,6
984C BUANGKOK LINK,Hougang Primary School,0.5581588151642934,15
311 UBI AVE 1,Maha Bodhi School,0.2681695605535698,7
141 BISHAN ST 12,Guangyang Primary School,0.4395875044640969,18
291 BISHAN ST 24,Catholic High School (Primary),0.198556479246693,11
391 BT BATOK WEST AVE 5,St. Anthony's Primary School,0.43182315363601986,9
327 WOODLANDS ST 32,Fuchun Primary School,0.22689570751635668,13
214 BT BATOK ST 21,Bukit View Primary School,0.18087123028471572,11
194B BT BATOK WEST AVE 6,Yuhua Primary School,0.4910710952078072,11
850 YISHUN ST 81,Naval Base Primary School,0.2859593078839753,12
61A STRATHMORE AVE,Queenstown Primary School,0.4882502757892952,7
105 WOODLANDS ST 13,Si Ling Primary School,0.6974473737403402,14
443A BT BATOK WEST AVE 8,Princess Elizabeth Primary School,0.8760526971806291,7
172 BEDOK STH RD,Temasek Primary School,0.3425747868845994,7
720 PASIR RIS ST 72,Park View Primary School,0.5988382880633105,4
546 JURONG WEST ST 42,Rulang Primary School,0.7514112729133045,9
651 PUNGGOL CTRL,Greendale Primary School,0.3449321599909556,18
343 BT BATOK ST 34,St. Anthony's Primary School,0.19171495069493252,7
121B RIVERVALE DR,North Spring Primary School,0.19781208589006297,21
417 EUNOS RD 5,Haig Girls' School,0.9371084259322763,12
133 LOR AH SOO,Methodist Girls' School (Primary),0.32027631975113197,6
332 SEMBAWANG CL,Sembawang Primary School,0.47990914683742836,12
654 WOODLANDS RING RD,Woodlands Ring Primary School,0.3638008647740141,17
288C COMPASSVALE CRES,Punggol Green Primary School,0.37766515005797946,27
566 CHOA CHU KANG ST 52,Kranji Primary School,0.21239014578355964,10
467 ADMIRALTY DR,Canberra Primary School,0.19257559814390549,12
818C CHOA CHU KANG AVE 1,South View Primary School,0.5852042638862536,11
26 NEW UPP CHANGI RD,Bedok Green Primary School,0.40879714134304546,12
126 BT MERAH VIEW,Zhangde Primary School,0.22856248919813538,10
104C CANBERRA ST,Wellington Primary School,1.0820698942908722,9
313 SHUNFU RD,Catholic High School (Primary),0.8392904909936951,10
420 HOUGANG AVE 10,Punggol Primary School,0.22265187473633818,16
918 HOUGANG AVE 9,Yio Chu Kang Primary School,0.3513776463477272,15
114 TAMPINES ST 11,Tampines Primary School,0.5208063930875009,26
635 WOODLANDS RING RD,Greenwood Primary School,0.4630110089183395,17
304 WOODLANDS ST 31,Marsiling Primary School,0.4370127379192641,7
648 WOODLANDS RING RD,Greenwood Primary School,0.3930358099147093,17
807A CHOA CHU KANG AVE 1,Chua Chu Kang Primary School,0.3939664071525089,11
953 JURONG WEST ST 91,Xingnan Primary School,0.32613014096042,9
421 PASIR RIS DR 6,Casuarina Primary School,0.28172247031614944,14
412 EUNOS RD 5,Haig Girls' School,0.8591635274652714,12
238 JURONG EAST ST 21,Yuhua Primary School,0.23811954516990555,9
34 JLN BAHAGIA,Hong Wen School,0.5775913709490347,14
646 JURONG WEST ST 61,Jurong West Primary School,0.19105764378318332,12
711 WOODLANDS DR 70,Admiralty Primary School,0.3348326951602408,17
682 CHOA CHU KANG CRES,Unity Primary School,0.1746308849522957,4
424 SERANGOON CTRL,Maris Stella High School,0.7159412273773216,13
340 HOUGANG AVE 7,CHIJ Our Lady of the Nativity,0.35092620503043703,13
221A BEDOK CTRL,Bedok Green Primary School,0.3966386163357885,11
404 SIN MING AVE,Ai Tong School,0.2685836376662733,7
102 SIMEI ST 1,Changkat Primary School,0.14740431846812943,19
413 JURONG WEST ST 42,Shuqun Primary School,0.7388947086653415,10
840 WOODLANDS ST 82,Evergreen Primary School,0.2451387262642752,17
326 UBI AVE 1,Eunos Primary School,0.30911751890970407,8
145 BEDOK RESERVOIR RD,Telok Kurau Primary School,0.3828477968616238,7
322 BT BATOK ST 33,Dazhong Primary School,0.2873609161571359,7
192 PASIR RIS ST 12,White Sands Primary School,0.2119261128478457,17
153A LOR 1 TOA PAYOH,CHIJ Primary (Toa Payoh),0.39151402937382085,13
56 STIRLING RD,Queenstown Primary School,0.3847637798964577,3
814 JURONG WEST ST 81,West Grove Primary School,0.39859272482976194,12
226 TAMPINES ST 23,Gongshang Primary School,0.5694624335396341,24
18 HOUGANG AVE 3,Holy Innocents' Primary School,0.47801837559437194,13
976 HOUGANG ST 91,Hougang Primary School,0.06100360899950313,16
349 WOODLANDS AVE 3,Si Ling Primary School,0.41052853265038197,14
163 WOODLANDS ST 13,Marsiling Primary School,0.09992517224812793,10
891A WOODLANDS DR 50,Woodlands Primary School,0.13911292289003657,20
127 ANG MO KIO AVE 3,Ang Mo Kio Primary School,0.4885330075726548,10
765 JURONG WEST ST 74,Westwood Primary School,0.3992048376658073,12
9 JLN BATU,Pei Hwa Presbyterian Primary School,1.317211743358508,1
210 PASIR RIS ST 21,White Sands Primary School,0.17624221375585902,11
356C ADMIRALTY DR,Canberra Primary School,0.3085717595958631,10
219 TAMPINES ST 24,Yumin Primary School,0.4477000182406232,25
241 COMPASSVALE WALK,Seng Kang Primary School,0.23678486183887573,25
112 TECK WHYE LANE,Teck Whye Primary School,0.6984972434624341,13
302 YISHUN CTRL,Xishan Primary School,0.43599358778452635,14
363 YUNG AN RD,Lakeside Primary School,0.29381344872791165,9
111 ANG MO KIO AVE 4,Ang Mo Kio Primary School,0.3377596339280279,9
850 JURONG WEST ST 81,Xingnan Primary School,0.6177479133477586,10
126 BISHAN ST 12,Guangyang Primary School,0.2997932313470006,18
611 ANG MO KIO AVE 5,CHIJ St. Nicholas Girls' School,0.6283726522595157,6
456 HOUGANG AVE 10,Punggol Primary School,0.12102902802091789,17
332 TAH CHING RD,Lakeside Primary School,0.6366639899644341,10
119 SIMEI ST 1,Changkat Primary School,0.39041168052345865,23
303 SHUNFU RD,Catholic High School (Primary),0.8173944963938555,11
325 BT BATOK ST 33,St. Anthony's Primary School,0.26364623499582024,7
218 PETIR RD,Bukit Panjang Primary School,0.48006148840456625,9
146 YISHUN ST 11,Ahmad Ibrahim Primary School,0.24361866033095392,14
308 JURONG EAST ST 32,Jurong Primary School,0.20215304823931998,8
62 CHAI CHEE RD,Opera Estate Primary School,0.6635346019586774,11
257 BOON LAY DR,Corporation Primary School,0.5771791093049912,13
201 PETIR RD,Bukit Panjang Primary School,0.6798248970451666,6
667A PUNGGOL DR,Horizon Primary School,0.34312621704096447,20
680 WOODLANDS AVE 6,Greenwood Primary School,0.27155396961103273,18
182 JELEBU RD,West View Primary School,0.551252674469205,12
207 BOON LAY PL,Boon Lay Garden Primary School,0.3781467974055605,13
815C CHOA CHU KANG AVE 7,South View Primary School,0.6073624913947925,11
805 WOODLANDS ST 81,Qihua Primary School,0.1900548560890199,20
245 SERANGOON AVE 2,Yangzheng Primary School,0.4246108881668952,16
482 SEGAR RD,Beacon Primary School,0.5952619127940204,7
104 BT BATOK CTRL,Princess Elizabeth Primary School,0.6946663689807903,12
650 SENJA LINK,West Spring Primary School,0.4259439820554126,12
421 ANG MO KIO AVE 10,Teck Ghee Primary School,0.22480073031717504,14
651 JLN TENAGA,Telok Kurau Primary School,0.41709351952813767,7
40 CAMBRIDGE RD,St. Joseph's Institution Junior,0.3501041671865387,11
151 SERANGOON NTH AVE 2,Rosyth School,0.3902767734221216,10
755 PASIR RIS ST 71,Meridian Primary School,0.2520446127936162,5
3A UPP BOON KENG RD,Bendemeer Primary School,1.175713614952781,7
520 HOUGANG AVE 6,Montfort Junior School,0.06768296781659071,15
308B PUNGGOL WALK,Valour Primary School,0.11644809226511924,23
107A CANBERRA ST,Wellington Primary School,1.2087372386968136,9
631 HOUGANG AVE 8,Xinmin Primary School,0.17609359865433685,15
542 HOUGANG AVE 8,Punggol Primary School,0.32079841635596856,18
676A YISHUN RING RD,Northland Primary School,0.27230589249658765,14
129 BEDOK RESERVOIR RD,Telok Kurau Primary School,0.35936511038342756,7
897C WOODLANDS DR 50,Woodlands Primary School,0.27671989195032975,19
326 TAH CHING RD,Lakeside Primary School,0.5766826378642498,9
670A JURONG WEST ST 65,West Grove Primary School,0.4070636116005977,15
20 ST. GEORGE'S RD,Bendemeer Primary School,0.3939485330745746,10
24 NEW UPP CHANGI RD,Bedok Green Primary School,0.5007566029369627,12
508C WELLINGTON CIRCLE,Wellington Primary School,0.14399091170268014,6
61 TELOK BLANGAH HTS,Blangah Rise Primary School,0.3788018774502052,7
667B PUNGGOL DR,Horizon Primary School,0.32935672691888207,16
219B BEDOK CTRL,Fengshan Primary School,0.5264501915976514,12
75 TELOK BLANGAH DR,Blangah Rise Primary School,0.13552237608994772,4
659C JURONG WEST ST 65,Frontier Primary School,0.2405693368671822,14
688E WOODLANDS DR 75,Greenwood Primary School,0.5599074232073228,17
268B COMPASSVALE LINK,North Vista Primary School,0.183463792387751,23
107C EDGEFIELD PLAINS,Mee Toh School,0.2473165851438023,25
512 JELAPANG RD,Greenridge Primary School,0.16756350241508328,9
102 SERANGOON NTH AVE 1,Rosyth School,0.48438943759467623,8
477 JURONG WEST ST 41,Shuqun Primary School,0.39662307791618484,13
328 BT BATOK ST 33,St. Anthony's Primary School,0.23296408490431333,6
932A HOUGANG AVE 9,Hougang Primary School,0.2566439950844864,15
893D WOODLANDS DR 50,Woodlands Primary School,0.18239325237734835,20
729 CLEMENTI WEST ST 2,Clementi Primary School,1.1215603815638535,6
186 PASIR RIS ST 11,White Sands Primary School,0.16853760925816774,17
642 BEDOK RESERVOIR RD,Maha Bodhi School,0.5622971652695364,7
590B MONTREAL LINK,Wellington Primary School,0.5675657144372467,9
743 JURONG WEST ST 73,Westwood Primary School,0.1494957046795613,12
554 SERANGOON NTH AVE 3,Rosyth School,0.5228283527862743,8
744 WOODLANDS CIRCLE,Evergreen Primary School,0.2101213909654486,17
576 ANG MO KIO AVE 10,Jing Shan Primary School,0.3156487686055814,8
274B PUNGGOL PL,Punggol View Primary School,0.3902618764764835,25
756 CHOA CHU KANG NTH 5,Kranji Primary School,0.22179297437278642,12
455 CHOA CHU KANG AVE 4,Concord Primary School,0.13274724024684895,5
750 JURONG WEST ST 73,Westwood Primary School,0.17099729970907865,12
347 ANG MO KIO AVE 3,Teck Ghee Primary School,0.32814284228786617,9
925 JURONG WEST ST 92,Pioneer Primary School,0.197522035838384,9
157 BT BATOK ST 11,Princess Elizabeth Primary School,0.2828410996691603,12
307C ANCHORVALE RD,Anchor Green Primary School,0.05204597613353933,21
120 LOR 2 TOA PAYOH,Kheng Cheng School,0.2657860565596611,13
329 SERANGOON AVE 3,Yangzheng Primary School,0.12352383375447278,18
690A CHOA CHU KANG CRES,Unity Primary School,0.525044691731721,4
812 TAMPINES AVE 4,Junyuan Primary School,0.23337006506382355,28
661 JLN DAMAI,Telok Kurau Primary School,0.5089881482833849,6
83 REDHILL LANE,Gan Eng Seng Primary School,0.45509674044378845,10
102 HOUGANG AVE 1,Xinghua Primary School,0.3283509195240663,4
153 MEI LING ST,Queenstown Primary School,0.5288280311015879,3
105 BT BATOK CTRL,Princess Elizabeth Primary School,0.6864861938368613,12
561 HOUGANG ST 51,Palm View Primary School,0.4456463353204765,20
5A MARSILING DR,Marsiling Primary School,0.7120459578543392,10
178D RIVERVALE CRES,Mee Toh School,0.6607072070763611,19
402 ADMIRALTY LINK,Endeavour Primary School,0.18624514330262998,10
105C EDGEFIELD PLAINS,Edgefield Primary School,0.35476210414002796,26
146 BISHAN ST 11,First Toa Payoh Primary School,0.44362715200865316,19
860B TAMPINES AVE 5,Poi Ching School,0.3195078103633913,20
266C PUNGGOL WAY,Valour Primary School,0.23374739390168306,23
107C CANBERRA ST,Chongfu School,1.2576904326401397,8
404B FERNVALE LANE,Fernvale Primary School,0.243324530770523,7
308 CHOA CHU KANG AVE 4,South View Primary School,0.5817801717567177,12
166 BEDOK STH AVE 3,Temasek Primary School,0.2617823767916412,7
524 WOODLANDS DR 14,Woodgrove Primary School,0.3459029210416529,19
596B ANG MO KIO ST 52,Jing Shan Primary School,0.17768252949724703,8
156 YISHUN ST 11,Ahmad Ibrahim Primary School,0.15624270171537302,14
117 BT MERAH CTRL,Gan Eng Seng Primary School,0.2153617512494249,9
319 ANG MO KIO AVE 1,Teck Ghee Primary School,0.4016816310406483,12
99 WHAMPOA DR,Hong Wen School,0.4383448716615088,16
648 JLN TENAGA,Telok Kurau Primary School,0.6186169746571224,7
211B COMPASSVALE LANE,North Vista Primary School,0.3976126466485419,24
988C JURONG WEST ST 93,Frontier Primary School,0.44301731073349326,9
661B EDGEDALE PLAINS,Waterway Primary School,0.4548507356354374,13
498G TAMPINES ST 45,White Sands Primary School,0.4778362190777831,18
874 YISHUN ST 81,Naval Base Primary School,0.319973053112013,10
508 WEST COAST DR,Clementi Primary School,0.4065971573950816,6
927 HOUGANG ST 91,Hougang Primary School,0.08394356110565675,16
318 JURONG EAST ST 31,Jurong Primary School,0.30666264818393024,11
402 SERANGOON AVE 1,Yangzheng Primary School,0.527515404352575,13
347 BT BATOK ST 34,St. Anthony's Primary School,0.297437263642246,9
297B COMPASSVALE ST,Compassvale Primary School,0.35233474597746917,28
726 TAMPINES ST 71,Poi Ching School,0.102585483650701,19
320A ANCHORVALE DR,Nan Chiau Primary School,0.20858131621952802,21
185B RIVERVALE CRES,Mee Toh School,0.2666391876112576,22
7 TECK WHYE AVE,Teck Whye Primary School,0.2748734412673112,13
3 PINE CL,Kong Hwa School,0.7366231935224794,5
650C JURONG WEST ST 61,Jurong West Primary School,0.28171080284935296,12
255 TAMPINES ST 21,Yumin Primary School,0.15895246786033823,25
185A RIVERVALE CRES,Mee Toh School,0.21776105943161408,22
206 YISHUN ST 21,Xishan Primary School,0.26940869741832013,14
936 TAMPINES AVE 5,Junyuan Primary School,0.3053992493263277,27
80B TELOK BLANGAH ST 31,Blangah Rise Primary School,0.3555250097405422,4
158A RIVERVALE CRES,North Spring Primary School,0.44734878325910643,26
343 JURONG EAST ST 31,Jurong Primary School,0.3647607577518872,10
147 PASIR RIS ST 13,White Sands Primary School,0.29764582261963624,17
711 BEDOK RESERVOIR RD,Damai Primary School,0.27522830631375245,10
267 BT BATOK EAST AVE 4,Keming Primary School,0.5276951310313769,7
402 FAJAR RD,Zhenghua Primary School,0.16175930247245515,11
427 ANG MO KIO AVE 3,Jing Shan Primary School,0.42042923245780317,10
788C WOODLANDS CRES,Admiralty Primary School,0.23208939538620307,18
131 RIVERVALE ST,North Spring Primary School,0.2527781309297222,27
541 BEDOK NTH ST 3,Damai Primary School,0.49343856454849744,10
116 BISHAN ST 12,Guangyang Primary School,0.23387850419839332,18
348 TAMPINES ST 33,East Spring Primary School,0.1889013115239042,17
166 GANGSA RD,Zhenghua Primary School,0.49265383620783565,11
55 STIRLING RD,Queenstown Primary School,0.39121402174319003,3
547D SEGAR RD,West Spring Primary School,0.31810166599171064,9
276 YISHUN ST 22,Chongfu School,0.15432905978441605,11
746 JURONG WEST ST 73,Westwood Primary School,0.29047150552357665,12
566 HOUGANG ST 51,Palm View Primary School,0.4263657791852266,21
496C TAMPINES ST 43,Tampines Primary School,0.2564893798326796,24
252 KIM KEAT LINK,Pei Chun Public School,0.6505576492689029,14
737 TAMPINES ST 72,Poi Ching School,0.1984622817740475,15
155 GANGSA RD,Bukit Panjang Primary School,0.5186426840456528,11
248 HOUGANG AVE 3,Xinghua Primary School,0.2854764441359703,9
66 LOR 4 TOA PAYOH,Pei Chun Public School,0.44195740419679264,15
507 SERANGOON NTH AVE 4,Rosyth School,0.10736314195404663,9
663 BUFFALO RD,St. Margaret's Primary School,0.5609818020331295,9
988C BUANGKOK GREEN,Hougang Primary School,0.5088765182231768,12
318 WOODLANDS ST 31,Fuchun Primary School,0.1827375099399366,11
162 WOODLANDS ST 13,Marsiling Primary School,0.10598631708616177,9
460 TAMPINES ST 42,Gongshang Primary School,0.6653096142086253,20
647 JLN TENAGA,Telok Kurau Primary School,0.5868611238833891,7
459 JURONG WEST ST 41,Shuqun Primary School,0.3036256890248186,8
132 YISHUN ST 11,Ahmad Ibrahim Primary School,0.19566351362478265,14
175C YUNG KUANG RD,Lakeside Primary School,0.7174948274793592,8
693 HOUGANG ST 61,Yio Chu Kang Primary School,0.2514448981119369,16
769 PASIR RIS ST 71,Meridian Primary School,0.0548027131070168,6
236 SERANGOON AVE 3,Yangzheng Primary School,0.6334657623081836,14
24 BALAM RD,Canossa Catholic Primary School,0.7063778852114,11
97 ALJUNIED CRES,Geylang Methodist School (Primary),0.45781606342350545,9
389 TAMPINES ST 32,East Spring Primary School,0.49187313768580715,20
547B SEGAR RD,Greenridge Primary School,0.3251838598547867,9
407 JURONG WEST ST 42,Shuqun Primary School,0.8012634943430061,8
675C YISHUN AVE 4,Northland Primary School,0.22024205540648992,12
27 DOVER CRES,Fairfield Methodist School (Primary),0.6711789352029138,5
702 WOODLANDS DR 40,Evergreen Primary School,0.33230967737123596,17
152 SERANGOON NTH AVE 1,Rosyth School,0.47340886260030945,10
113 BISHAN ST 12,Guangyang Primary School,0.18494079921790685,15
685B CHOA CHU KANG CRES,Unity Primary School,0.17378939421774778,4
107 LOR 1 TOA PAYOH,Kheng Cheng School,0.4294578397227393,14
56 LOR 4 TOA PAYOH,Kheng Cheng School,0.36155949222267525,15
288 TAMPINES ST 22,Angsana Primary School,0.32404566155948156,23
789 YISHUN AVE 2,Peiying Primary School,0.5550468799160367,12
612B PUNGGOL DR,Oasis Primary School,0.30942895506453666,22
700C ANG MO KIO AVE 6,Teck Ghee Primary School,0.654925923777638,10
492G TAMPINES ST 45,White Sands Primary School,0.6610949665008683,21
416 PANDAN GDNS,Qifa Primary School,1.262080078087447,4
501D WELLINGTON CIRCLE,Wellington Primary School,0.09721368271178372,6
555 JURONG WEST ST 42,Shuqun Primary School,0.7285403663517509,8
834 TAMPINES ST 82,St. Hilda's Primary School,0.16714106231326342,25
281 TOH GUAN RD,Yuhua Primary School,0.6726221104960152,10
1 LOR 7 TOA PAYOH,First Toa Payoh Primary School,0.25237630426226654,16
393 BT BATOK WEST AVE 5,St. Anthony's Primary School,0.5034791786131128,10
365 BT BATOK ST 31,Dazhong Primary School,0.18804879895372206,8
122 SENGKANG EAST WAY,North Spring Primary School,0.39783995343581224,21
468 HOUGANG AVE 8,CHIJ Our Lady of the Nativity,0.06131892070130927,15
410 TAMPINES ST 41,Tampines Primary School,0.3315502193528701,26
233C SUMANG LANE,Springdale Primary School,0.7907638345086613,20
224B SUMANG LANE,Punggol Green Primary School,0.6035043772286363,23
895A TAMPINES ST 81,St. Hilda's Primary School,0.5404438671552296,15
175 BT BATOK WEST AVE 8,Yuhua Primary School,0.3086263433847063,11
115 BT PURMEI RD,CHIJ (Kellock),0.13058825651599693,7
43 MARINE CRES,Tao Nan School,0.1654937167341311,10
926 HOUGANG ST 91,Hougang Primary School,0.1426064667644015,16
215 CHOA CHU KANG CTRL,South View Primary School,0.1801955370654418,11
719 YISHUN ST 71,Jiemin Primary School,0.1535428790287685,12
202A COMPASSVALE DR,Nan Chiau Primary School,0.4786197929215575,22
837 YISHUN ST 81,Peiying Primary School,0.3249341015570064,10
474 CHOA CHU KANG AVE 3,Concord Primary School,0.2844042108845172,9
92 C'WEALTH DR,New Town Primary School,0.6735977578242368,6
488B TAMPINES ST 45,White Sands Primary School,0.6989201800358253,19
134 PETIR RD,Bukit Panjang Primary School,0.08475573932230682,9
101 BEDOK RESERVOIR RD,Telok Kurau Primary School,0.30780927931178664,10
18A HOLLAND DR,Henry Park Primary School,1.0485488174265971,5
573 PASIR RIS ST 53,Elias Park Primary School,0.10813888583797071,15
113 LOR 1 TOA PAYOH,Kheng Cheng School,0.51999536698124,13
58 JLN MA'MOR,Hong Wen School,0.7316698492176044,14
546 PASIR RIS ST 51,Casuarina Primary School,0.6235296771766466,16
842G TAMPINES ST 82,St. Hilda's Primary School,0.29779529688630363,22
141 JLN BT MERAH,CHIJ (Kellock),0.24348956296087937,7
11 HOLLAND DR,Henry Park Primary School,0.3260686694385219,5
752 WOODLANDS CIRCLE,Evergreen Primary School,0.16465253297606666,17
56 GEYLANG BAHRU,Bendemeer Primary School,0.3641146397011238,9
227D COMPASSVALE DR,North Spring Primary School,0.19918616968490852,24
423 HOUGANG AVE 6,Punggol Primary School,0.4061129761540269,16
530A PASIR RIS DR 1,Elias Park Primary School,0.6443894617054026,15
116 POTONG PASIR AVE 1,St. Andrew's Junior School,0.661272427270134,19
526A PASIR RIS ST 51,Elias Park Primary School,0.8016199074161648,22
317 TAMPINES ST 33,East Spring Primary School,0.5467302457998122,20
617 YISHUN RING RD,Naval Base Primary School,0.5085324202124545,12
288G BT BATOK ST 25,Keming Primary School,0.3548672234586248,8
734 YISHUN AVE 5,Jiemin Primary School,0.18866194819687215,14
668C JURONG WEST ST 64,Jurong West Primary School,0.5648218648035194,15
504 SERANGOON NTH AVE 4,Rosyth School,0.1514152564375592,9
433 ANG MO KIO AVE 10,Teck Ghee Primary School,0.46749926045371015,11
827 WOODLANDS ST 81,Qihua Primary School,0.2646773050642106,20
509 WOODLANDS DR 14,Woodgrove Primary School,0.12406294582342751,18
673C JURONG WEST ST 65,West Grove Primary School,0.22630586204781325,14
237 BISHAN ST 22,Catholic High School (Primary),0.6453858437207047,14
610 WOODLANDS AVE 4,Woodlands Ring Primary School,0.1299395771371309,17
7 MARSILING DR,Marsiling Primary School,0.9316085072413691,10
206 SERANGOON CTRL,Yangzheng Primary School,0.7550661783465695,13
461 JURONG WEST ST 41,Shuqun Primary School,0.22529224781522358,8
202 MARSILING DR,Marsiling Primary School,1.0435261831124418,8
126 RIVERVALE ST,North Spring Primary School,0.23836019485228854,27
81 BEDOK NTH RD,St. Anthony's Primary School,0.6472057016203061,10
13 MARSILING LANE,Qihua Primary School,1.0139786152349572,12
270A SENGKANG CTRL,North Vista Primary School,0.3755192908851657,22
123 SIMEI ST 1,Angsana Primary School,0.38920513376467086,23
810 YISHUN RING RD,Peiying Primary School,0.2072863897947951,9
