flat,mrt,mrt_dist,num_mrt_2km
222 ANG MO KIO AVE 1,ANG MO KIO MRT STATION,1.214058730612442,5
172 WOODLANDS ST 13,MARSILING MRT STATION,0.4120370892930454,6
573 ANG MO KIO AVE 3,ANG MO KIO MRT STATION,0.5905432881957737,2
674A JURONG WEST ST 65,BOON LAY MRT STATION,0.7725454309636751,2
902 JURONG WEST ST 91,PIONEER MRT STATION,1.2081264786407786,2
677 CHOA CHU KANG CRES,YEW TEE MRT STATION,0.4901496686816234,3
316C ANCHORVALE LINK,FARMWAY LRT STATION,0.45484943011119405,18
470A UPP SERANGOON CRES,KANGKAR LRT STATION,0.5450631039123075,10
92 PIPIT RD,MACPHERSON MRT STATION,0.38776948582958676,12
202 ANG MO KIO AVE 3,ANG MO KIO MRT STATION,0.5839469384460584,4
168 WOODLANDS ST 11,MARSILING MRT STATION,0.29872284020593715,5
278 BISHAN ST 24,BISHAN MRT STATION,0.8901592247959675,5
18 BEDOK STH RD,BEDOK MRT STATION,0.6481334650360008,3
674A CHOA CHU KANG CRES,YEW TEE MRT STATION,0.46458958987490434,3
440A BT BATOK WEST AVE 8,BUKIT BATOK MRT STATION,1.3849767962891482,3
390 BT BATOK WEST AVE 5,BUKIT GOMBAK MRT STATION,0.7311940795320161,11
525C PASIR RIS ST 51,PASIR RIS MRT STATION,0.3887353351517234,4
501 WOODLANDS DR 14,WOODLANDS MRT STATION,0.5701001438688575,6
301 ANG MO KIO AVE 3,ANG MO KIO MRT STATION,0.4920846953386368,4
875 YISHUN ST 81,KHATIB MRT STATION,0.4683834659561916,2
92B TELOK BLANGAH ST 31,LABRADOR PARK MRT STATION,0.625851090847547,6
313C SUMANG LINK,NIBONG LRT STATION,0.19610982520527462,15
6 HOUGANG AVE 3,HOUGANG MRT STATION,0.9654104997665952,2
401 SERANGOON AVE 1,SERANGOON MRT STATION,0.38273498926748756,6
40 CIRCUIT RD,MATTAR MRT STATION,0.3486845173056844,11
335 WOODLANDS ST 32,MARSILING MRT STATION,0.7852697034486039,4
753 YISHUN ST 72,YISHUN MRT STATION,0.2747984747560464,3
283 CHOA CHU KANG AVE 3,SOUTH VIEW LRT STATION,0.2799168038423492,7
39 TELOK BLANGAH RISE,HARBOURFRONT MRT STATION,0.7038146735251931,4
871A TAMPINES ST 84,TAMPINES WEST MRT STATION,1.2365762062300154,4
889 TAMPINES ST 81,TAMPINES WEST MRT STATION,0.9524446825706927,4
115 YISHUN RING RD,CANBERRA MRT STATION,0.9631292366037133,4
796 WOODLANDS DR 72,ADMIRALTY MRT STATION,0.3681807704399902,4
361 YISHUN RING RD,YISHUN MRT STATION,1.2197116992284813,2
60 TEBAN GDNS RD,JURONG EAST MRT STATION,1.2194547662873265,2
210 BISHAN ST 23,BISHAN MRT STATION,0.5002043632387242,6
809A CHOA CHU KANG AVE 1,SOUTH VIEW LRT STATION,0.5636457688861763,9
632 WOODLANDS RING RD,ADMIRALTY MRT STATION,0.5369013571357694,4
295 CHOA CHU KANG AVE 2,SOUTH VIEW LRT STATION,0.5383769718788595,6
541 JURONG WEST AVE 1,LAKESIDE MRT STATION,0.9337824416515594,2
102 C'WEALTH CRES,COMMONWEALTH MRT STATION,0.648938610485744,7
481 TAMPINES ST 44,TAMPINES EAST MRT STATION,0.6197833031951906,4
614 BEDOK RESERVOIR RD,BEDOK NORTH MRT STATION,0.28880147154790364,6
528 BT BATOK ST 51,BUKIT GOMBAK MRT STATION,0.2507507865144497,3
15 TECK WHYE LANE,TECK WHYE LRT STATION,0.29291181946905676,17
517 WOODLANDS DR 14,WOODLANDS MRT STATION,0.48365608615513056,6
239 BT BATOK EAST AVE 5,BUKIT BATOK MRT STATION,0.6276038256633762,3
513 WOODLANDS DR 14,WOODLANDS MRT STATION,0.2967956015769974,6
279 YISHUN ST 22,CANBERRA MRT STATION,1.0022578008155851,2
260 BT BATOK EAST AVE 4,BUKIT BATOK MRT STATION,1.069927592554794,3
21 TEBAN GDNS RD,JURONG EAST MRT STATION,1.1046516139606546,2
327 ANG MO KIO AVE 3,ANG MO KIO MRT STATION,0.4277710696694678,4
120 HOUGANG AVE 1,KOVAN MRT STATION,0.6911828842140958,5
587 ANG MO KIO AVE 3,ANG MO KIO MRT STATION,0.32130832682738986,2
115 CLEMENTI ST 13,CLEMENTI MRT STATION,1.1618878386524412,3
63 TEBAN GDNS RD,JURONG EAST MRT STATION,1.3764299323031266,2
54 JLN MA'MOR,TOA PAYOH MRT STATION,1.0910621476390499,8
373 TAMPINES ST 34,TAMPINES EAST MRT STATION,0.4655781909955716,5
325 TAMPINES ST 32,TAMPINES EAST MRT STATION,0.6359452048820895,6
121B EDGEDALE PLAINS,RUMBIA LRT STATION,0.38770413266701376,19
258C PUNGGOL FIELD,SOO TECK LRT STATION,0.1393646294485006,20
463 HOUGANG AVE 10,HOUGANG MRT STATION,0.31282122963997083,6
128 KIM TIAN RD,TIONG BAHRU MRT STATION,0.5636782566866007,9
525 HOUGANG AVE 6,HOUGANG MRT STATION,0.4058878148874881,9
589A MONTREAL DR,SEMBAWANG MRT STATION,0.6402390703243923,2
131 BEDOK RESERVOIR RD,KAKI BUKIT MRT STATION,0.4173974014030841,5
416A FERNVALE LINK,LAYAR LRT STATION,0.16241526964763836,11
371 JURONG EAST ST 32,CHINESE GARDEN MRT STATION,0.6631837266588515,3
215A JURONG EAST ST 21,CHINESE GARDEN MRT STATION,0.7066140268737812,5
853 WOODLANDS ST 83,WOODLANDS MRT STATION,0.6833901839527264,5
251 JURONG EAST ST 24,CHINESE GARDEN MRT STATION,0.7899537095940581,4
94 HAVELOCK RD,TIONG BAHRU MRT STATION,0.7265791831042002,15
351 TAMPINES ST 33,TAMPINES EAST MRT STATION,1.0078757593598198,5
101A PUNGGOL FIELD,COVE LRT STATION,0.14770888708003335,23
108 TAMPINES ST 11,TAMPINES MRT STATION,0.7127891313261814,6
295A COMPASSVALE CRES,COMPASSVALE LRT STATION,0.4384046283196601,27
86 DAWSON RD,QUEENSTOWN MRT STATION,0.4907166140033266,3
505 WEST COAST DR,CLEMENTI MRT STATION,0.663671351784731,1
19 HOUGANG AVE 3,HOUGANG MRT STATION,0.8318653564334921,2
329 JURONG EAST AVE 1,CHINESE GARDEN MRT STATION,0.9115310602977077,2
749 YISHUN ST 72,YISHUN MRT STATION,0.15412724284938462,3
170A PUNGGOL FIELD,RIVIERA LRT STATION,0.1779552483778784,13
242 BISHAN ST 22,ANG MO KIO MRT STATION,1.0833354336995598,4
448 YISHUN RING RD,YISHUN MRT STATION,1.3437958237820455,2
693B WOODLANDS AVE 6,ADMIRALTY MRT STATION,0.4287742265098511,4
839 YISHUN ST 81,KHATIB MRT STATION,0.2059643355681847,2
207 JURONG EAST ST 21,JURONG EAST MRT STATION,0.5240383455520414,4
688B CHOA CHU KANG DR,YEW TEE MRT STATION,0.728251433776358,1
53 JLN MA'MOR,TOA PAYOH MRT STATION,1.0711294361111452,8
33 BEDOK STH AVE 2,TANAH MERAH MRT STATION,0.9337730968294412,3
285 YISHUN AVE 6,CANBERRA MRT STATION,1.1327370330082853,2
8 TELOK BLANGAH CRES,TIONG BAHRU MRT STATION,1.2620628736737116,6
525 WOODLANDS DR 14,WOODLANDS SOUTH MRT STATION,0.5639609340362883,5
407A FERNVALE RD,FERNVALE LRT STATION,0.41590088307173845,7
314A ANCHORVALE LINK,TONGKANG LRT STATION,0.41019883633356247,17
508A WELLINGTON CIRCLE,SEMBAWANG MRT STATION,0.38647089528174805,2
160 YUNG PING RD,LAKESIDE MRT STATION,1.6738705562762972,2
144 TECK WHYE LANE,KEAT HONG LRT STATION,0.45101656558358777,14
711 TAMPINES ST 71,TAMPINES MRT STATION,0.7632457714584872,4
186 PUNGGOL CTRL,MERIDIAN LRT STATION,0.30295140136658094,21
655 HOUGANG AVE 8,HOUGANG MRT STATION,1.176620867217639,5
615 YISHUN RING RD,KHATIB MRT STATION,0.3714561635474687,2
537 JURONG WEST AVE 1,LAKESIDE MRT STATION,0.8533495708035638,2
439 YISHUN AVE 11,YISHUN MRT STATION,1.4886826037506624,2
608 WOODLANDS RING RD,ADMIRALTY MRT STATION,0.6957061194946852,5
117 BT BATOK WEST AVE 6,BUKIT BATOK MRT STATION,0.2912382894114702,5
516 JURONG WEST ST 52,LAKESIDE MRT STATION,0.14541850766019485,3
362 YISHUN RING RD,YISHUN MRT STATION,1.1054118676168465,2
892A TAMPINES AVE 8,TAMPINES WEST MRT STATION,1.0345998895963704,4
236 LOR 1 TOA PAYOH,BRADDELL MRT STATION,0.5892193480440981,7
64 JLN MA'MOR,BOON KENG MRT STATION,1.0963687399467994,9
111 LOR 3 GEYLANG,KALLANG MRT STATION,0.2804733590330536,11
172 ANG MO KIO AVE 4,YIO CHU KANG MRT STATION,1.2249746683926808,2
309 CANBERRA RD,SEMBAWANG MRT STATION,0.30434533447773005,2
118 EDGEFIELD PLAINS,MERIDIAN LRT STATION,0.3191157331979532,23
326 JURONG EAST ST 31,CHINESE GARDEN MRT STATION,0.8101782494480282,2
107 BISHAN ST 12,BISHAN MRT STATION,0.4895005659585049,7
533 JURONG WEST ST 52,LAKESIDE MRT STATION,0.719604222374107,3
58 GEYLANG BAHRU,GEYLANG BAHRU MRT STATION,0.4759218497306423,10
239 COMPASSVALE WALK,SENGKANG MRT STATION,0.3024805033492406,20
172 YISHUN AVE 7,CANBERRA MRT STATION,0.735096844700204,3
241 HOUGANG ST 22,KOVAN MRT STATION,0.8577801193279927,2
222 JURONG EAST ST 21,CHINESE GARDEN MRT STATION,0.38763476452963036,5
641 PASIR RIS DR 1,PASIR RIS MRT STATION,1.1380653236567695,1
75A REDHILL RD,REDHILL MRT STATION,0.2395471561963754,3
293B BT BATOK ST 21,BUKIT BATOK MRT STATION,0.6205774133228597,4
6 BOON KENG RD,BOON KENG MRT STATION,0.2691285229605703,15
686C WOODLANDS DR 73,ADMIRALTY MRT STATION,0.6758244611548605,2
641A PUNGGOL DR,KADALOOR LRT STATION,0.12876113826410612,14
549 HOUGANG ST 51,BUANGKOK MRT STATION,0.5626379763404366,10
541 SERANGOON NTH AVE 4,FERNVALE LRT STATION,1.9884748085217778,1
289C BT BATOK ST 25,BUKIT BATOK MRT STATION,1.2990272024514,3
252 BISHAN ST 22,ANG MO KIO MRT STATION,1.0852773421972035,4
4 CHANGI VILLAGE RD,CHANGI AIRPORT MRT STATION,3.5155690429253013,0
262A COMPASSVALE ST,CHENG LIM LRT STATION,0.15274661654614258,24
82 LOR 4 TOA PAYOH,TOA PAYOH MRT STATION,0.39165231712786586,8
45 CIRCUIT RD,MATTAR MRT STATION,0.32100679855549635,11
515 BEDOK NTH AVE 2,BEDOK RESERVOIR MRT STATION,0.5808730681693728,5
426 BEDOK NTH RD,BEDOK MRT STATION,0.6526651947190868,4
374 TAMPINES ST 34,TAMPINES EAST MRT STATION,0.4485945057599638,5
160 HOUGANG ST 11,SERANGOON MRT STATION,0.665136503541989,6
472B FERNVALE ST,KUPANG LRT STATION,0.16007999208530055,10
628 PASIR RIS DR 3,PASIR RIS MRT STATION,1.1333413879322545,1
186C RIVERVALE DR,RUMBIA LRT STATION,0.1828165021277967,23
795 YISHUN RING RD,KHATIB MRT STATION,0.25994926051486494,2
842H TAMPINES ST 82,TAMPINES WEST MRT STATION,0.6908834936801711,4
215 JURONG EAST ST 21,CHINESE GARDEN MRT STATION,0.7079980844317613,4
490 JURONG WEST AVE 1,LAKESIDE MRT STATION,0.912488033570996,2
229 SERANGOON AVE 4,SERANGOON MRT STATION,0.6390405594563677,6
426 FAJAR RD,SEGAR LRT STATION,0.17212612215948522,12
381 TAMPINES ST 32,TAMPINES EAST MRT STATION,0.5420257552201544,5
626 WOODLANDS AVE 6,ADMIRALTY MRT STATION,0.7908735025346788,4
446 YISHUN AVE 11,YISHUN MRT STATION,1.3340592235096487,2
116 CLEMENTI ST 13,CLEMENTI MRT STATION,1.251526875404806,4
227 SIMEI ST 4,SIMEI MRT STATION,0.3483378821535797,7
553 CHOA CHU KANG NTH 6,YEW TEE MRT STATION,0.4725741378567303,4
214 BOON LAY PL,LAKESIDE MRT STATION,1.111843138019615,2
771 BEDOK RESERVOIR VIEW,BEDOK RESERVOIR MRT STATION,0.7447632661688596,5
143 PETIR RD,PETIR LRT STATION,0.16779715695856295,14
683C EDGEDALE PLAINS,OASIS LRT STATION,0.29307765974128797,18
174 BOON LAY DR,BOON LAY MRT STATION,0.92118966113314,3
103 RIVERVALE WALK,KANGKAR LRT STATION,0.15810958591209923,15
684B JURONG WEST ST 64,BOON LAY MRT STATION,0.6157146857459498,3
42 TANGLIN HALT RD,COMMONWEALTH MRT STATION,0.4398377639318207,7
132 LOR AH SOO,KOVAN MRT STATION,1.0410269182539809,5
313 BT BATOK ST 32,BUKIT GOMBAK MRT STATION,0.48855542932639223,3
662C JURONG WEST ST 64,BOON LAY MRT STATION,0.26300352059748916,2
730 WOODLANDS CIRCLE,ADMIRALTY MRT STATION,0.42499439768876557,5
12 MARSILING LANE,WOODLANDS MRT STATION,0.9646606527083633,4
950 HOUGANG ST 91,HOUGANG MRT STATION,1.588796527172509,7
261 TAMPINES ST 21,TAMPINES EAST MRT STATION,0.4552278897330714,6
573C WOODLANDS DR 16,WOODLANDS SOUTH MRT STATION,0.5560530092124437,4
214 MARSILING LANE,WOODLANDS NORTH MRT STATION,1.4959082288128858,3
8B BOON TIONG RD,TIONG BAHRU MRT STATION,0.376477275538495,10
54 CHAI CHEE ST,BEDOK NORTH MRT STATION,0.6794371645254476,5
508 ANG MO KIO AVE 8,ANG MO KIO MRT STATION,0.43045311376750534,2
122 MCNAIR RD,BOON KENG MRT STATION,0.5422513437463427,13
160B PUNGGOL CTRL,RIVIERA LRT STATION,0.07905900829262216,13
14 TECK WHYE LANE,PHOENIX LRT STATION,0.2653561988660209,17
12 HOLLAND AVE,HOLLAND VILLAGE MRT STATION,0.3117219923983854,7
548 JURONG WEST ST 42,LAKESIDE MRT STATION,1.1732643198038557,1
32 JLN BT HO SWEE,TIONG BAHRU MRT STATION,0.2062033233854334,9
205 TOA PAYOH NTH,BRADDELL MRT STATION,0.2184382393613033,6
287B COMPASSVALE CRES,CHENG LIM LRT STATION,0.37867802025286024,26
639 ANG MO KIO AVE 6,YIO CHU KANG MRT STATION,0.3417850421220994,2
339A SEMBAWANG CL,SEMBAWANG MRT STATION,0.2672067470403875,2
36 MARSILING DR,MARSILING MRT STATION,1.4320468690545105,3
125 PASIR RIS ST 11,PASIR RIS MRT STATION,0.9413459573140922,4
230F TAMPINES ST 24,TAMPINES EAST MRT STATION,0.42827171241507533,7
346 YISHUN AVE 11,YISHUN MRT STATION,0.9592663195774912,2
625 YISHUN ST 61,KHATIB MRT STATION,0.36779825256734233,2
631 WOODLANDS RING RD,ADMIRALTY MRT STATION,0.583730271000671,4
311 JURONG EAST ST 32,CHINESE GARDEN MRT STATION,0.5875898660114759,5
241 JURONG EAST ST 24,JURONG EAST MRT STATION,0.9240282017002927,4
97 C'WEALTH CRES,COMMONWEALTH MRT STATION,0.5429260463968983,7
414 PASIR RIS DR 6,PASIR RIS MRT STATION,0.7718661671879843,2
1 TOH YI DR,BEAUTY WORLD MRT STATION,0.2239027817260149,2
990A JURONG WEST ST 93,PIONEER MRT STATION,0.36136722710940333,2
41 SIMS DR,GEYLANG BAHRU MRT STATION,0.6560655649277705,15
778 WOODLANDS DR 60,ADMIRALTY MRT STATION,0.7529536114342213,4
158 BEDOK STH AVE 3,TANAH MERAH MRT STATION,0.944464393759676,2
71 BEDOK STH RD,TANAH MERAH MRT STATION,0.8483207411679266,2
716 PASIR RIS ST 72,PASIR RIS MRT STATION,1.7797092996007464,1
485 ADMIRALTY LINK,SEMBAWANG MRT STATION,0.939451610714667,1
204A PUNGGOL FIELD,COVE LRT STATION,0.34170217016165993,25
322A ANCHORVALE DR,SENGKANG LRT STATION,0.34630431002867607,22
638 HOUGANG AVE 8,KOVAN MRT STATION,1.3772696169318355,2
225 ANG MO KIO AVE 1,ANG MO KIO MRT STATION,1.2997080468295341,2
575 PASIR RIS ST 53,PASIR RIS MRT STATION,0.33122341813071665,1
219 PETIR RD,PENDING LRT STATION,0.2700937134825259,13
248 PASIR RIS ST 21,PASIR RIS MRT STATION,1.5564891790159412,2
261 YISHUN ST 22,YISHUN MRT STATION,0.762547735040851,2
668 CHANDER RD,ROCHOR MRT STATION,0.22178996720277383,26
431 CLEMENTI AVE 3,CLEMENTI MRT STATION,0.33594408397617675,2
202 CLEMENTI AVE 6,CLEMENTI MRT STATION,0.6974287680029366,1
689 HOUGANG ST 61,HOUGANG MRT STATION,0.9320459265878419,9
286D TOH GUAN RD,JURONG EAST MRT STATION,0.7549969642666167,4
642 PASIR RIS DR 10,PASIR RIS MRT STATION,1.3064212263596504,1
326B ANCHORVALE RD,FARMWAY LRT STATION,0.2496266323231005,17
215 BISHAN ST 23,BISHAN MRT STATION,0.6417696518143555,6
253 BANGKIT RD,BANGKIT LRT STATION,0.24431250419984699,12
353A ADMIRALTY DR,SEMBAWANG MRT STATION,0.19337970190128909,2
13 FARRER PK RD,FARRER PARK MRT STATION,0.3196710728909132,20
165 BT BATOK WEST AVE 8,BUKIT BATOK MRT STATION,0.8684063714055685,5
326A ANCHORVALE RD,FARMWAY LRT STATION,0.28771103185330976,18
880 WOODLANDS ST 82,WOODLANDS NORTH MRT STATION,0.9350085416622727,5
607 CLEMENTI WEST ST 1,CLEMENTI MRT STATION,1.2183600397808412,2
27 TELOK BLANGAH WAY,HARBOURFRONT MRT STATION,0.9695049368358827,5
517E JURONG WEST ST 52,LAKESIDE MRT STATION,0.22092278109563723,3
119 MARSILING RISE,WOODLANDS MRT STATION,0.7205341762901905,5
282B SENGKANG EAST AVE,BUANGKOK MRT STATION,0.2422727405877366,16
453 SIN MING AVE,MARYMOUNT MRT STATION,1.5588196802570078,1
653 YISHUN AVE 4,YISHUN MRT STATION,0.8742299059610831,2
96 BEDOK NTH AVE 4,TANAH MERAH MRT STATION,0.9458964534494001,5
211D COMPASSVALE LANE,KANGKAR LRT STATION,0.30645439001720975,16
693 JURONG WEST CTRL 1,BOON LAY MRT STATION,0.4751568245452129,3
183D RIVERVALE CRES,RUMBIA LRT STATION,0.31059971734196307,19
172A EDGEDALE PLAINS,CORAL EDGE LRT STATION,0.20118527802440095,18
34 MARINE CRES,KEMBANGAN MRT STATION,1.869599181061957,2
59B GEYLANG BAHRU,GEYLANG BAHRU MRT STATION,0.43885125964373156,10
161 LOR 1 TOA PAYOH,TOA PAYOH MRT STATION,0.36330236041165526,5
154 MEI LING ST,QUEENSTOWN MRT STATION,0.2759889067990806,4
705 PASIR RIS DR 10,PASIR RIS MRT STATION,1.5299588062397425,1
312B CLEMENTI AVE 4,CLEMENTI MRT STATION,0.5286453971991292,2
233 HOUGANG ST 21,KOVAN MRT STATION,0.4187181536248777,5
691A WOODLANDS DR 73,ADMIRALTY MRT STATION,0.6308862958561746,2
509 BEDOK NTH ST 3,BEDOK RESERVOIR MRT STATION,0.3937708627974211,5
302B PUNGGOL PL,PUNGGOL LRT STATION,0.2813052642329745,23
140 BISHAN ST 12,BISHAN MRT STATION,0.8418539824287466,7
286A TOH GUAN RD,JURONG EAST MRT STATION,0.714798109546937,4
329 WOODLANDS ST 32,MARSILING MRT STATION,0.5760308465586668,5
416C FERNVALE LINK,LAYAR LRT STATION,0.2616657669748915,12
10C BEDOK STH AVE 2,BEDOK MRT STATION,0.7277314536686778,3
185 BOON LAY AVE,BOON LAY MRT STATION,1.0075386937792223,3
567 CHOA CHU KANG ST 52,YEW TEE MRT STATION,0.31710918553558876,5
647 PASIR RIS DR 10,PASIR RIS MRT STATION,1.2816124503039974,1
134 RIVERVALE ST,BAKAU LRT STATION,0.08665966563402698,20
404 ANG MO KIO AVE 10,ANG MO KIO MRT STATION,1.079221856682475,4
221 BOON LAY PL,LAKESIDE MRT STATION,0.9752213360265998,3
620 WOODLANDS DR 52,ADMIRALTY MRT STATION,0.8265898196972089,4
820 WOODLANDS ST 82,WOODLANDS MRT STATION,0.6170257585370688,5
681C JURONG WEST CTRL 1,BOON LAY MRT STATION,0.6681860190547049,3
928 TAMPINES ST 91,TAMPINES WEST MRT STATION,0.20690601746587764,6
313 SEMBAWANG DR,SEMBAWANG MRT STATION,0.5388070651270362,2
209 TAMPINES ST 21,TAMPINES EAST MRT STATION,0.5119363534929064,6
610 ANG MO KIO AVE 4,YIO CHU KANG MRT STATION,0.6949029115762505,2
633 YISHUN ST 61,KHATIB MRT STATION,0.7765443018495033,2
271 YISHUN ST 22,YISHUN MRT STATION,1.0991959209680933,2
270 BISHAN ST 24,BISHAN MRT STATION,0.945019761046703,5
466B SEMBAWANG DR,SEMBAWANG MRT STATION,1.0062472137454754,1
627 BEDOK RESERVOIR RD,BEDOK NORTH MRT STATION,0.2760364259251476,6
725 JURONG WEST AVE 5,PIONEER MRT STATION,0.870706970497154,2
102 CLEMENTI ST 14,CLEMENTI MRT STATION,0.918733695450862,2
134 EDGEDALE PLAINS,CORAL EDGE LRT STATION,0.31660328202495597,17
659D JURONG WEST ST 65,BOON LAY MRT STATION,0.4703384953443443,2
602 ANG MO KIO AVE 5,YIO CHU KANG MRT STATION,1.0719242691469106,2
832 JURONG WEST ST 81,PIONEER MRT STATION,0.750518020063096,2
112 ANG MO KIO AVE 4,ANG MO KIO MRT STATION,1.5415145255981388,2
811 JURONG WEST ST 81,PIONEER MRT STATION,0.9999722625610935,2
127 GEYLANG EAST AVE 1,PAYA LEBAR MRT STATION,0.4911633198412747,13
173B PUNGGOL FIELD,MERIDIAN LRT STATION,0.1325286151954096,21
857 WOODLANDS ST 83,ADMIRALTY MRT STATION,0.7781094080646653,5
162 SIMEI RD,UPPER CHANGI MRT STATION,0.47094975752829404,6
437 YISHUN AVE 6,YISHUN MRT STATION,1.6394931007560447,2
355 BT BATOK ST 31,BUKIT GOMBAK MRT STATION,0.36775055047855415,6
206A COMPASSVALE LANE,RANGGUNG LRT STATION,0.25317023685733214,17
520 BEDOK NTH AVE 1,BEDOK MRT STATION,0.7452322066345624,4
831 TAMPINES ST 83,TAMPINES WEST MRT STATION,0.6864535636145572,4
509 WEST COAST DR,CLEMENTI MRT STATION,0.636538321466122,2
131 BEDOK NTH AVE 3,BEDOK MRT STATION,0.7348316149352222,3
486 CHOA CHU KANG AVE 5,SOUTH VIEW LRT STATION,0.9427114464728792,5
223 YISHUN ST 21,YISHUN MRT STATION,0.5493534365469552,3
316 HOUGANG AVE 7,HOUGANG MRT STATION,0.8559576468040464,2
266 YISHUN ST 22,YISHUN MRT STATION,0.9378811780462678,2
150 BISHAN ST 11,BISHAN MRT STATION,1.0088040750861396,8
515 CHOA CHU KANG ST 51,CHOA CHU KANG MRT STATION,0.5402338987796653,6
121D CANBERRA ST,CANBERRA MRT STATION,0.6406976824332092,3
515D TAMPINES CTRL 7,TAMPINES MRT STATION,0.4675382726952279,4
17 JOO SENG RD,BARTLEY MRT STATION,0.7459459670468648,10
633 BEDOK RESERVOIR RD,KAKI BUKIT MRT STATION,0.6201431488908238,9
327B ANCHORVALE RD,FARMWAY LRT STATION,0.18352807823040448,20
616 HOUGANG AVE 8,KOVAN MRT STATION,0.9769720397609853,3
557 HOUGANG ST 51,BUANGKOK MRT STATION,0.4391141578976745,13
330B ANCHORVALE ST,FARMWAY LRT STATION,0.1257736809199047,21
815A CHOA CHU KANG AVE 7,KEAT HONG LRT STATION,0.36958737921716206,11
104 BEDOK RESERVOIR RD,KAKI BUKIT MRT STATION,0.6539139649994306,5
466A SEMBAWANG DR,SEMBAWANG MRT STATION,0.9897328330950568,1
157 MEI LING ST,QUEENSTOWN MRT STATION,0.3086185088509872,4
812 YISHUN RING RD,KHATIB MRT STATION,0.09187776114792552,2
130 POTONG PASIR AVE 1,POTONG PASIR MRT STATION,0.5151863824061846,8
858B TAMPINES AVE 5,TAMPINES MRT STATION,0.495018019533484,4
415 ANG MO KIO AVE 10,ANG MO KIO MRT STATION,0.7586304075680377,4
717 PASIR RIS ST 72,PASIR RIS MRT STATION,1.7614936268199795,1
105B EDGEFIELD PLAINS,COVE LRT STATION,0.22960420205418883,23
29 CHAI CHEE AVE,BEDOK MRT STATION,0.6278987024331011,4
223D COMPASSVALE WALK,SENGKANG LRT STATION,0.35399302485202155,19
342 UBI AVE 1,UBI MRT STATION,0.4451690490117278,10
475 JURONG WEST ST 41,LAKESIDE MRT STATION,0.6237693406008347,2
93 BEDOK NTH AVE 4,TANAH MERAH MRT STATION,0.8413872875417282,5
121D SENGKANG EAST WAY,BAKAU LRT STATION,0.25404547391486554,16
250 BT BATOK EAST AVE 5,BUKIT BATOK MRT STATION,0.863032700037583,3
38 CIRCUIT RD,MATTAR MRT STATION,0.33855648159024915,11
465 CHOA CHU KANG AVE 4,SOUTH VIEW LRT STATION,1.0317996217954049,5
655 YISHUN AVE 4,YISHUN MRT STATION,0.9105680479469165,2
224 CHOA CHU KANG CTRL,SOUTH VIEW LRT STATION,0.0897265906902016,10
351 WOODLANDS AVE 1,WOODLANDS MRT STATION,0.5966137982174627,5
270 TOH GUAN RD,BUKIT BATOK MRT STATION,0.9454609678849338,4
651 WOODLANDS RING RD,ADMIRALTY MRT STATION,0.29632164612188655,5
271A JURONG WEST ST 24,BOON LAY MRT STATION,1.3763713592568336,2
455 YISHUN ST 41,KHATIB MRT STATION,1.301183958307861,2
112 BISHAN ST 12,BISHAN MRT STATION,0.4566239406094055,7
35 BEDOK STH AVE 2,TANAH MERAH MRT STATION,0.9052828587414411,3
613 HOUGANG AVE 8,HOUGANG MRT STATION,0.8662732724572264,3
122 ANG MO KIO AVE 3,ANG MO KIO MRT STATION,0.6839209210821292,2
280A SENGKANG EAST AVE,RENJONG LRT STATION,0.20506143363041077,16
34 BEDOK STH AVE 2,BEDOK MRT STATION,0.9582935445072642,3
861 YISHUN AVE 4,KHATIB MRT STATION,0.7327381623531669,2
298 TAMPINES ST 22,TAMPINES EAST MRT STATION,0.487281821601467,6
622 SENJA RD,JELAPANG LRT STATION,0.35563004679475835,17
114 JURONG EAST ST 13,CHINESE GARDEN MRT STATION,0.4114612213090562,5
143 LOR AH SOO,KOVAN MRT STATION,0.9123346117555448,6
319 WOODLANDS ST 31,MARSILING MRT STATION,0.38479713879020916,5
348 KANG CHING RD,LAKESIDE MRT STATION,0.42497453270178037,3
649A JURONG WEST ST 61,PIONEER MRT STATION,0.04882764156705026,2
782 PASIR RIS ST 71,PASIR RIS MRT STATION,1.1513006095961247,1
430 ANG MO KIO AVE 3,ANG MO KIO MRT STATION,0.37182762930084273,3
529 JELAPANG RD,JELAPANG LRT STATION,0.08683466267602279,14
343 UBI AVE 1,UBI MRT STATION,0.406351808368968,10
139 BT BATOK WEST AVE 6,BUKIT BATOK MRT STATION,0.6451286611315218,5
99 C'WEALTH CRES,COMMONWEALTH MRT STATION,0.6358573261765044,7
668D JURONG WEST ST 64,BOON LAY MRT STATION,0.4527862178954365,2
501 HOUGANG AVE 8,HOUGANG MRT STATION,0.6544758388329924,6
267 BISHAN ST 24,BISHAN MRT STATION,0.9575899655693942,5
225 TAMPINES ST 23,TAMPINES EAST MRT STATION,0.13160968583207944,5
750 WOODLANDS AVE 4,ADMIRALTY MRT STATION,0.8875792194108184,5
58 LOR 4 TOA PAYOH,TOA PAYOH MRT STATION,0.5663317937222617,7
46 BENDEMEER RD,BENDEMEER MRT STATION,0.22394558474544674,13
167A SIMEI LANE,UPPER CHANGI MRT STATION,0.3035418844122987,6
639 ROWELL RD,JALAN BESAR MRT STATION,0.2612431408605958,25
645A YISHUN ST 61,KHATIB MRT STATION,0.819738174445597,2
472 SEGAR RD,SEGAR LRT STATION,0.3292534090052995,11
