flat,mrt,mrt_dist,num_mrt_2km
476D CHOA CHU KANG AVE 5,SOUTH VIEW LRT STATION,0.8372422039122317,5
16 TELOK BLANGAH CRES,TIONG BAHRU MRT STATION,1.0894947916237216,6
434A FERNVALE RD,FERNVALE LRT STATION,0.2751016896289179,8
135 RIVERVALE ST,BAKAU LRT STATION,0.04437710039027816,19
291D COMPASSVALE ST,COMPASSVALE LRT STATION,0.3370253892008011,26
437 ANG MO KIO AVE 10,ANG MO KIO MRT STATION,0.5102107674342127,4
60 C'WEALTH DR,COMMONWEALTH MRT STATION,0.48253595805479005,7
45 JLN TIGA,MOUNTBATTEN MRT STATION,0.35876640110055247,8
288A COMPASSVALE CRES,CHENG LIM LRT STATION,0.44429646536460066,26
422 SERANGOON CTRL,SERANGOON MRT STATION,0.287330478551407,6
831 JURONG WEST ST 81,PIONEER MRT STATION,0.8514783881267879,2
253 KIM KEAT AVE,TOA PAYOH MRT STATION,1.1563340016094998,7
407 CHOA CHU KANG AVE 3,SOUTH VIEW LRT STATION,0.499730129215732,6
265E COMPASSVALE BOW,RANGGUNG LRT STATION,0.26344771531425004,13
612 YISHUN ST 61,KHATIB MRT STATION,0.42658193618709384,2
334C YISHUN ST 31,YISHUN MRT STATION,1.314120845531939,1
548 SERANGOON NTH AVE 3,KOVAN MRT STATION,2.1293919561666605,0
656 HOUGANG AVE 8,HOUGANG MRT STATION,1.2057775928064653,5
266B PUNGGOL WAY,SOO TECK LRT STATION,0.09790234143993341,19
495C TAMPINES ST 43,TAMPINES EAST MRT STATION,0.8466999374497723,4
138A YUAN CHING RD,LAKESIDE MRT STATION,1.8395921094156371,2
273B PUNGGOL PL,PUNGGOL MRT STATION,0.2876271726569649,24
658 YISHUN AVE 4,KHATIB MRT STATION,0.8794643900482207,2
114 LOR 3 GEYLANG,KALLANG MRT STATION,0.29550247748378333,11
974 HOUGANG ST 91,TONGKANG LRT STATION,1.462322040168305,6
509 SERANGOON NTH AVE 4,KOVAN MRT STATION,1.6238912753899508,2
277 TAMPINES ST 22,SIMEI MRT STATION,0.5099591432068462,8
436 FAJAR RD,FAJAR LRT STATION,0.2576505227087054,13
76 LOR LIMAU,BOON KENG MRT STATION,1.0364375131407655,7
111 TAMPINES ST 11,TAMPINES MRT STATION,0.7511194075745693,6
454 PASIR RIS DR 6,PASIR RIS MRT STATION,0.9912629592270682,2
412 PANDAN GDNS,JURONG EAST MRT STATION,1.5888059024484882,2
121 POTONG PASIR AVE 1,POTONG PASIR MRT STATION,0.6180433946427676,8
410C FERNVALE RD,FERNVALE LRT STATION,0.2162230408334212,7
476A CHOA CHU KANG AVE 5,SOUTH VIEW LRT STATION,0.9126856869433784,5
234A SUMANG LANE,FARMWAY LRT STATION,0.5755384226050773,21
264 YISHUN ST 22,YISHUN MRT STATION,0.8107559362545678,2
315C ANCHORVALE RD,TONGKANG LRT STATION,0.4133524976168312,17
757 CHOA CHU KANG NTH 5,YEW TEE MRT STATION,0.5450522771076272,6
426 WOODLANDS ST 41,MARSILING MRT STATION,0.6039273506156568,4
265 YISHUN ST 22,YISHUN MRT STATION,0.8776119675239724,2
7 BOON KENG RD,BOON KENG MRT STATION,0.28843875103641564,14
455B ANG MO KIO ST 44,ANG MO KIO MRT STATION,1.0108174891101176,2
58 MARINE TER,KEMBANGAN MRT STATION,1.6543429239163652,2
769 WOODLANDS DR 60,ADMIRALTY MRT STATION,0.7757020166721689,4
22 DOVER CRES,DOVER MRT STATION,0.7287836613072158,7
945 HOUGANG ST 92,HOUGANG MRT STATION,1.303760618279695,6
204 BOON LAY DR,LAKESIDE MRT STATION,0.6548181879933089,3
107 POTONG PASIR AVE 1,POTONG PASIR MRT STATION,0.3748706780205895,9
250 KIM KEAT LINK,TOA PAYOH MRT STATION,1.0210295388124218,6
243 SERANGOON AVE 2,SERANGOON MRT STATION,0.4676237936822331,6
108 BISHAN ST 12,BISHAN MRT STATION,0.4634159915356715,7
540 PASIR RIS ST 51,PASIR RIS MRT STATION,0.42801857981339997,4
440A CLEMENTI AVE 3,CLEMENTI MRT STATION,0.171004208613674,2
33 MARINE CRES,KEMBANGAN MRT STATION,2.0350748203625626,0
168C SIMEI LANE,UPPER CHANGI MRT STATION,0.33268544781580456,6
302D ANCHORVALE LINK,RENJONG LRT STATION,0.18646801342287195,17
453 PASIR RIS DR 6,PASIR RIS MRT STATION,0.9143924990561395,2
38 JLN BAHAGIA,BOON KENG MRT STATION,1.011706666260097,8
201 MARSILING DR,MARSILING MRT STATION,1.1362200318022935,4
846 JURONG WEST ST 81,PIONEER MRT STATION,1.068759937111131,2
290 BISHAN ST 24,BISHAN MRT STATION,0.6881001665646057,5
426 JURONG WEST AVE 1,LAKESIDE MRT STATION,0.9073126003451414,2
211D PUNGGOL WALK,PUNGGOL MRT STATION,0.5101733032276955,26
292B BT BATOK EAST AVE 6,BUKIT BATOK MRT STATION,0.6767743583490444,4
623 BT BATOK CTRL,BUKIT BATOK MRT STATION,0.20022400427060164,2
250 TAMPINES ST 21,TAMPINES MRT STATION,0.3873144996435924,6
285 BT BATOK EAST AVE 3,BUKIT BATOK MRT STATION,0.9703917925548505,2
763 BEDOK RESERVOIR VIEW,BEDOK RESERVOIR MRT STATION,0.29785206659988356,5
214 ANG MO KIO AVE 3,ANG MO KIO MRT STATION,0.9788534094900596,4
124 TECK WHYE LANE,KEAT HONG LRT STATION,0.17711062987784587,13
461 ANG MO KIO AVE 10,ANG MO KIO MRT STATION,0.9138508647977543,2
307B ANG MO KIO AVE 1,ANG MO KIO MRT STATION,0.7106576504050619,5
43 STIRLING RD,QUEENSTOWN MRT STATION,0.5121999085362571,7
96B HENDERSON RD,REDHILL MRT STATION,0.5240203641657303,3
165 SIMEI RD,UPPER CHANGI MRT STATION,0.484935177323757,6
4 JOO CHIAT RD,EUNOS MRT STATION,0.6796770512593242,9
7 C'WEALTH AVE,BUONA VISTA MRT STATION,0.456433686583122,9
150 JLN TECK WHYE,PHOENIX LRT STATION,0.1844284083433989,17
414 C'WEALTH AVE WEST,DOVER MRT STATION,0.7822971553492138,2
281 BISHAN ST 24,BISHAN MRT STATION,0.8120574346721949,5
214 BISHAN ST 23,BISHAN MRT STATION,0.6923512604259794,6
236A SERANGOON AVE 2,SERANGOON MRT STATION,0.4816894594331963,6
763 CHOA CHU KANG NTH 5,YEW TEE MRT STATION,0.53315494867234,10
333 HOUGANG AVE 5,HOUGANG MRT STATION,0.741772448263084,5
450D TAMPINES ST 42,TAMPINES EAST MRT STATION,0.21867914210981423,6
332 JURONG EAST AVE 1,CHINESE GARDEN MRT STATION,1.056679792859855,2
293 YISHUN ST 22,YISHUN MRT STATION,0.7924107516697666,2
777 YISHUN AVE 2,KHATIB MRT STATION,0.5332910005154822,2
13 DOVER CL EAST,BUONA VISTA MRT STATION,0.500777843556311,7
406 SEMBAWANG DR,SEMBAWANG MRT STATION,0.5485477193126445,2
282A SENGKANG EAST AVE,RENJONG LRT STATION,0.22111743526900868,16
213C PUNGGOL WALK,SOO TECK LRT STATION,0.5325051811051487,27
422 FAJAR RD,FAJAR LRT STATION,0.14499754919815308,13
520 SERANGOON NTH AVE 4,KOVAN MRT STATION,1.8186386413949733,1
529 SERANGOON NTH AVE 4,KOVAN MRT STATION,2.0055405144914467,0
635A SENJA RD,SENJA LRT STATION,0.7179199760362515,17
812C CHOA CHU KANG AVE 7,KEAT HONG LRT STATION,0.7355909638257885,10
526 BEDOK NTH ST 3,BEDOK RESERVOIR MRT STATION,0.43278970210327916,4
141 MARSILING RD,MARSILING MRT STATION,0.6310730702235967,4
602B PUNGGOL CTRL,DAMAI LRT STATION,0.3112833694684276,22
864 WOODLANDS ST 83,ADMIRALTY MRT STATION,0.669110988607624,5
45 KIM CHENG ST,TIONG BAHRU MRT STATION,0.554716662014788,11
8 BOON KENG RD,KALLANG MRT STATION,0.19606316031932583,11
799 YISHUN RING RD,KHATIB MRT STATION,0.199027013017318,2
272B SENGKANG CTRL,BUANGKOK MRT STATION,0.22795072928541144,14
601 ELIAS RD,PASIR RIS MRT STATION,0.8349131372962239,1
217 PASIR RIS ST 21,PASIR RIS MRT STATION,1.3737021889803418,2
223 LOR 8 TOA PAYOH,BRADDELL MRT STATION,0.9786698865967836,9
110 RIVERVALE WALK,KANGKAR LRT STATION,0.2118841062895803,16
488C CHOA CHU KANG AVE 5,SOUTH VIEW LRT STATION,0.7241247321199343,5
258 ANG MO KIO AVE 4,ANG MO KIO MRT STATION,1.4498811741909934,2
268C PUNGGOL FIELD,SOO TECK LRT STATION,0.19697201526871327,22
426B YISHUN AVE 11,YISHUN MRT STATION,1.4667255982087006,2
203 TAMPINES ST 21,TAMPINES EAST MRT STATION,0.5005131876699174,6
632 PASIR RIS DR 3,PASIR RIS MRT STATION,1.2169646290582312,1
470C FERNVALE LINK,KUPANG LRT STATION,0.26300203642125375,10
156 TAMPINES ST 12,TAMPINES MRT STATION,0.18572606422204846,5
37 TELOK BLANGAH RISE,HARBOURFRONT MRT STATION,0.8118741575599734,5
251 YISHUN RING RD,YISHUN MRT STATION,0.921232579384292,2
714 YISHUN ST 71,YISHUN MRT STATION,0.8599692821570909,3
15 JOO SENG RD,BARTLEY MRT STATION,0.8119821219714715,10
346 ANG MO KIO AVE 3,ANG MO KIO MRT STATION,0.3139684536402372,4
803 YISHUN RING RD,KHATIB MRT STATION,0.1790232064818,2
150 TAMPINES ST 12,TAMPINES MRT STATION,0.3324940448076,5
168 PETIR RD,BUKIT PANJANG LRT STATION,0.15651465696769953,15
317C ANCHORVALE RD,FARMWAY LRT STATION,0.427024608824915,17
658A JURONG WEST ST 65,PIONEER MRT STATION,0.41746151777554796,2
306 JURONG EAST ST 32,CHINESE GARDEN MRT STATION,0.504521107932547,5
877 TAMPINES ST 84,TAMPINES WEST MRT STATION,1.0874441375215984,4
319 TAMPINES ST 33,TAMPINES EAST MRT STATION,0.6219289797213999,7
65 C'WEALTH DR,COMMONWEALTH MRT STATION,0.35949234851883266,7
249 PASIR RIS ST 21,PASIR RIS MRT STATION,1.5948129657914067,2
427 JURONG WEST AVE 1,LAKESIDE MRT STATION,0.9340409402584666,2
747 WOODLANDS CIRCLE,ADMIRALTY MRT STATION,0.7254115968580024,5
650 JLN TENAGA,KAKI BUKIT MRT STATION,0.35598192632973635,5
131 JLN BT MERAH,TIONG BAHRU MRT STATION,0.6762694673702139,8
656 JLN TENAGA,KAKI BUKIT MRT STATION,0.17159569773214328,5
726 JURONG WEST AVE 5,PIONEER MRT STATION,0.9243193264874081,2
404 BEDOK NTH AVE 3,BEDOK MRT STATION,0.7422264267025578,5
449 CHOA CHU KANG AVE 4,SOUTH VIEW LRT STATION,1.016614011650939,5
484A CHOA CHU KANG AVE 5,SOUTH VIEW LRT STATION,1.0268165256690183,5
497G TAMPINES ST 45,TAMPINES EAST MRT STATION,0.7316330598471156,4
134 TECK WHYE LANE,KEAT HONG LRT STATION,0.2783111597008396,14
121B CANBERRA ST,CANBERRA MRT STATION,0.7160242560748274,2
687 HOUGANG ST 61,HOUGANG MRT STATION,0.9776875819309568,8
134 PASIR RIS ST 11,TAMPINES EAST MRT STATION,1.0097971963231172,4
88 C'WEALTH CL,COMMONWEALTH MRT STATION,0.28736567719924283,7
258C COMPASSVALE RD,SENGKANG MRT STATION,0.30059035158759895,24
406 BT BATOK WEST AVE 7,BUKIT GOMBAK MRT STATION,0.9822023479999251,5
50 TELOK BLANGAH DR,TELOK BLANGAH MRT STATION,0.2620394116638828,5
316A ANCHORVALE LINK,FARMWAY LRT STATION,0.5064628914923281,19
213A PUNGGOL WALK,SOO TECK LRT STATION,0.5375951031122655,25
117 EDGEFIELD PLAINS,MERIDIAN LRT STATION,0.2855630059329905,23
314 BT BATOK ST 32,BUKIT GOMBAK MRT STATION,0.5769777559724618,3
518 BEDOK NTH AVE 2,BEDOK RESERVOIR MRT STATION,0.6555934799812017,5
942 TAMPINES AVE 5,TAMPINES WEST MRT STATION,0.5314241670831229,6
712 HOUGANG AVE 2,KOVAN MRT STATION,0.6821304936437341,3
490A TAMPINES ST 45,TAMPINES EAST MRT STATION,0.6885099646195005,4
577 HOUGANG AVE 4,BUANGKOK MRT STATION,1.012070017501159,10
136 BT BATOK WEST AVE 6,BUKIT BATOK MRT STATION,0.5656465413587194,5
3 HAIG RD,PAYA LEBAR MRT STATION,0.8573418162381077,8
675B YISHUN AVE 4,KHATIB MRT STATION,1.1236713328835564,2
335 TAMPINES ST 32,TAMPINES EAST MRT STATION,0.7817579319620077,7
421 TAMPINES ST 41,TAMPINES MRT STATION,0.5384403468187476,6
3 UPP ALJUNIED LANE,MATTAR MRT STATION,0.8703207822983533,10
786 YISHUN RING RD,KHATIB MRT STATION,0.453707111193339,2
413B FERNVALE LINK,LAYAR LRT STATION,0.3008739952896269,11
112B DEPOT RD,LABRADOR PARK MRT STATION,1.1517510364527646,5
884 TAMPINES ST 83,TAMPINES WEST MRT STATION,0.9118569387706899,4
913 TAMPINES ST 91,TAMPINES WEST MRT STATION,0.37638783229018163,6
526C PASIR RIS ST 51,PASIR RIS MRT STATION,0.5629272850540284,4
79 MARINE DR,EUNOS MRT STATION,2.0808681706478547,0
756 YISHUN ST 72,YISHUN MRT STATION,0.3734046204077206,3
502 PASIR RIS ST 52,PASIR RIS MRT STATION,0.4278003355188472,1
785 YISHUN AVE 2,KHATIB MRT STATION,0.45859275428056123,2
503A CANBERRA LINK,SEMBAWANG MRT STATION,0.24613582313692264,2
350 TAMPINES ST 33,TAMPINES EAST MRT STATION,0.9787653001348767,3
570A WOODLANDS AVE 1,WOODLANDS SOUTH MRT STATION,0.49779519834606867,5
530C PASIR RIS DR 1,PASIR RIS MRT STATION,0.17917931239298251,3
62B STRATHMORE AVE,QUEENSTOWN MRT STATION,0.5679396605568029,3
173 BISHAN ST 13,BISHAN MRT STATION,0.6913203378530455,7
347 WOODLANDS AVE 3,WOODLANDS MRT STATION,0.6810787343296265,5
768 BEDOK RESERVOIR VIEW,BEDOK RESERVOIR MRT STATION,0.5786149366901255,5
506A WELLINGTON CIRCLE,SEMBAWANG MRT STATION,0.5414290358485834,2
619 WOODLANDS DR 52,WOODLANDS SOUTH MRT STATION,0.827134709881856,4
603 ELIAS RD,PASIR RIS MRT STATION,0.7481551055965553,1
29 LIM LIAK ST,TIONG BAHRU MRT STATION,0.38670270723181815,10
127 BEDOK NTH ST 2,TANAH MERAH MRT STATION,0.9357708133024772,4
170 STIRLING RD,QUEENSTOWN MRT STATION,0.5356427543981066,4
270 BANGKIT RD,PENDING LRT STATION,0.3274945048366561,13
514 BEDOK NTH AVE 2,BEDOK RESERVOIR MRT STATION,0.6068251699748224,4
268C COMPASSVALE LINK,RANGGUNG LRT STATION,0.14785013409419298,16
470 SEMBAWANG DR,SEMBAWANG MRT STATION,0.6119353647050233,3
202 COMPASSVALE DR,RENJONG LRT STATION,0.3690594162127595,19
308B ANCHORVALE RD,TONGKANG LRT STATION,0.10388616171756596,14
128 ANG MO KIO AVE 3,ANG MO KIO MRT STATION,0.6758002942894544,2
605 CHOA CHU KANG ST 62,YEW TEE MRT STATION,0.4358106340047043,4
433 JURONG WEST ST 42,LAKESIDE MRT STATION,0.9650759841943695,2
294 PUNGGOL CTRL,PUNGGOL MRT STATION,0.36103644362279186,23
296 CHOA CHU KANG AVE 2,SOUTH VIEW LRT STATION,0.5989112365117418,6
754 YISHUN ST 72,YISHUN MRT STATION,0.3011126484839096,3
471 PASIR RIS DR 6,PASIR RIS MRT STATION,0.9639318688412021,1
318A YISHUN AVE 9,YISHUN MRT STATION,1.0824286310432345,2
101 ANG MO KIO AVE 3,ANG MO KIO MRT STATION,1.1229924315640727,2
159 BEDOK STH AVE 3,TANAH MERAH MRT STATION,0.9032341768348937,2
127 SERANGOON NTH AVE 1,KOVAN MRT STATION,1.589723901728143,4
106 JLN RAJAH,TOA PAYOH MRT STATION,0.9236099258065384,8
9A BOON TIONG RD,TIONG BAHRU MRT STATION,0.19535198882119445,10
142 LOR 2 TOA PAYOH,TOA PAYOH MRT STATION,0.43978544519278456,8
504 HOUGANG AVE 8,HOUGANG MRT STATION,0.5242244262263688,7
191 PASIR RIS ST 12,TAMPINES EAST MRT STATION,1.1847897995135617,2
261C SENGKANG EAST WAY,SENGKANG MRT STATION,0.1910473552483318,21
125 BISHAN ST 12,BISHAN MRT STATION,0.5349315558673448,7
113B MCNAIR RD,BOON KENG MRT STATION,0.23296029641464708,10
145 MEI LING ST,QUEENSTOWN MRT STATION,0.16061880593486902,3
848 TAMPINES ST 82,TAMPINES WEST MRT STATION,0.8129002289734062,4
410 YISHUN RING RD,YISHUN MRT STATION,1.3322030103313052,2
2B GEYLANG SERAI,PAYA LEBAR MRT STATION,0.5321705368920537,10
67 TELOK BLANGAH DR,TELOK BLANGAH MRT STATION,0.4296170200835182,5
275B JURONG WEST ST 25,BOON LAY MRT STATION,1.629540830848661,2
733 YISHUN AVE 5,YISHUN MRT STATION,0.45848448949303106,3
448 PASIR RIS DR 6,PASIR RIS MRT STATION,1.0223752000224635,2
114 SERANGOON NTH AVE 1,KOVAN MRT STATION,1.7881520146525793,1
474 ANG MO KIO AVE 10,ANG MO KIO MRT STATION,1.2313813394288218,4
414B FERNVALE LINK,LAYAR LRT STATION,0.2330466946106274,11
157 TAMPINES ST 12,TAMPINES MRT STATION,0.2466924819388847,5
801 WOODLANDS ST 81,WOODLANDS MRT STATION,0.5346338422751156,6
296D CHOA CHU KANG AVE 2,SOUTH VIEW LRT STATION,0.4772788430567434,7
414 ANG MO KIO AVE 10,ANG MO KIO MRT STATION,0.824517597939508,4
462 CRAWFORD LANE,LAVENDER MRT STATION,0.37744573227619505,23
4 LOR LEW LIAN,SERANGOON MRT STATION,0.33083712200110926,6
549 BEDOK NTH AVE 1,BEDOK RESERVOIR MRT STATION,0.8114903233659233,4
110 JURONG EAST ST 13,CHINESE GARDEN MRT STATION,0.5551793001987622,5
468B ADMIRALTY DR,SEMBAWANG MRT STATION,0.6694030966490015,3
329 YISHUN RING RD,YISHUN MRT STATION,0.8525838061292694,2
673A JURONG WEST ST 65,BOON LAY MRT STATION,0.826543603670751,2
334 UBI AVE 1,UBI MRT STATION,0.5809330761519181,10
656 WOODLANDS RING RD,ADMIRALTY MRT STATION,0.4496237278751246,5
473 SEGAR RD,SEGAR LRT STATION,0.2859341533375525,11
130 BISHAN ST 12,BISHAN MRT STATION,0.632163240029698,7
236 COMPASSVALE WALK,COMPASSVALE LRT STATION,0.4576545595760022,22
549 PASIR RIS ST 51,PASIR RIS MRT STATION,0.7390973527081084,4
484 ADMIRALTY LINK,SEMBAWANG MRT STATION,1.03197985863782,1
113 PENDING RD,PETIR LRT STATION,0.3053720395887562,14
728 ANG MO KIO AVE 6,ANG MO KIO MRT STATION,0.523796593174639,2
440C BT BATOK WEST AVE 8,BUKIT BATOK MRT STATION,1.4694661234944415,3
281 YISHUN ST 22,CANBERRA MRT STATION,0.9811551699267815,2
108 POTONG PASIR AVE 1,POTONG PASIR MRT STATION,0.3897538496878209,9
69 CIRCUIT RD,MACPHERSON MRT STATION,0.23890018876227676,11
107 BEDOK NTH RD,BEDOK RESERVOIR MRT STATION,0.6577329530730679,4
255 SIMEI ST 1,SIMEI MRT STATION,0.19556817484125058,9
185 EDGEFIELD PLAINS,MERIDIAN LRT STATION,0.1880439709606673,21
805A KEAT HONG CL,SOUTH VIEW LRT STATION,0.8737659083181978,7
652B JURONG WEST ST 61,PIONEER MRT STATION,0.1258732865344221,2
496D TAMPINES AVE 9,TAMPINES EAST MRT STATION,0.7699531667561248,4
315 WOODLANDS ST 31,MARSILING MRT STATION,0.22665214516375531,4
262 BISHAN ST 22,BISHAN MRT STATION,1.1137622333577502,4
334D YISHUN ST 31,YISHUN MRT STATION,1.3226469767420557,1
723 PASIR RIS ST 72,PASIR RIS MRT STATION,1.643975425972746,1
421 SERANGOON CTRL,SERANGOON MRT STATION,0.20799156201362196,6
527 HOUGANG AVE 6,HOUGANG MRT STATION,0.4297023590002785,9
150 ANG MO KIO AVE 5,YIO CHU KANG MRT STATION,0.6368096181014679,2
495 JURONG WEST ST 41,LAKESIDE MRT STATION,0.7087856610527521,2
108 PASIR RIS ST 12,PASIR RIS MRT STATION,1.0586478840214704,2
405 YISHUN AVE 6,YISHUN MRT STATION,1.6138040412844328,1
108 JLN BT MERAH,TIONG BAHRU MRT STATION,0.7908584731757259,7
33 GHIM MOH LINK,BUONA VISTA MRT STATION,0.6745456479650922,7
230 PENDING RD,PENDING LRT STATION,0.10230979878403997,13
498J TAMPINES ST 45,TAMPINES EAST MRT STATION,0.8196358942665264,4
350 BT BATOK ST 34,BUKIT GOMBAK MRT STATION,0.4268659186913677,5
477C UPP SERANGOON VIEW,KANGKAR LRT STATION,0.562581281691196,11
346 BT BATOK ST 34,BUKIT GOMBAK MRT STATION,0.43703543389794663,7
680A JURONG WEST CTRL 1,BOON LAY MRT STATION,0.6683483364040174,3
465 JURONG WEST ST 41,LAKESIDE MRT STATION,0.6945370141674713,2
859 YISHUN AVE 4,KHATIB MRT STATION,0.7018954409791355,2
207 PASIR RIS ST 21,TAMPINES EAST MRT STATION,1.407859461759341,2
614 ANG MO KIO AVE 4,YIO CHU KANG MRT STATION,0.7625590013947846,2
309A ANCHORVALE RD,TONGKANG LRT STATION,0.2627816259039619,15
425 BT BATOK WEST AVE 2,BUKIT GOMBAK MRT STATION,0.8183261172866989,4
111 RIVERVALE WALK,KANGKAR LRT STATION,0.15637909136184075,16
109 ANG MO KIO AVE 4,ANG MO KIO MRT STATION,1.3206359433639916,2
215 PASIR RIS ST 21,PASIR RIS MRT STATION,1.4968605704320186,2
28 TANGLIN HALT RD,COMMONWEALTH MRT STATION,0.4654308356786129,7
79A TOA PAYOH CTRL,TOA PAYOH MRT STATION,0.21048278710991597,8
419 JURONG WEST ST 42,LAKESIDE MRT STATION,1.00977855525314,2
399 YISHUN AVE 6,YISHUN MRT STATION,1.3608995213616437,2
491C TAMPINES ST 45,TAMPINES EAST MRT STATION,0.6542540074776098,4
440 CHOA CHU KANG AVE 4,CHOA CHU KANG MRT STATION,0.5950228207437069,6
416 BEDOK NTH AVE 2,BEDOK MRT STATION,0.4957984705300528,4
50 TEBAN GDNS RD,JURONG EAST MRT STATION,1.4759384182022626,2
63 SIMS PL,ALJUNIED MRT STATION,0.37296142567975965,12
152 BT BATOK ST 11,BUKIT BATOK MRT STATION,0.5989709625437217,5
312C CLEMENTI AVE 4,CLEMENTI MRT STATION,0.5251833448305873,2
427 HOUGANG AVE 6,HOUGANG MRT STATION,0.36066721830601317,9
129 POTONG PASIR AVE 1,POTONG PASIR MRT STATION,0.5402434849752633,8
662 BUFFALO RD,ROCHOR MRT STATION,0.08661357860968284,26
530 CHOA CHU KANG ST 51,YEW TEE MRT STATION,0.8290723437823752,5
612 ELIAS RD,PASIR RIS MRT STATION,0.8228458312510661,1
721 WOODLANDS CIRCLE,ADMIRALTY MRT STATION,0.3939172210628446,5
116 BT MERAH VIEW,TIONG BAHRU MRT STATION,0.6140729844076228,3
254 TAMPINES ST 21,TAMPINES MRT STATION,0.4722568185276454,6
947 JURONG WEST ST 91,PIONEER MRT STATION,0.9979594004209468,2
898B WOODLANDS DR 50,WOODLANDS MRT STATION,0.8149610569726925,5
158 LOR 1 TOA PAYOH,TOA PAYOH MRT STATION,0.2958328267129467,5
137 JLN BT MERAH,TIONG BAHRU MRT STATION,0.8897263084183142,7
632 ANG MO KIO AVE 4,YIO CHU KANG MRT STATION,0.43890685940789415,2
138C LOR 1A TOA PAYOH,TOA PAYOH MRT STATION,0.4946536363520731,8
227 SERANGOON AVE 4,SERANGOON MRT STATION,0.6639810211640986,6
703 CHOA CHU KANG ST 53,CHOA CHU KANG MRT STATION,0.6811869885488138,8
44 CHAI CHEE ST,BEDOK MRT STATION,0.7334323060380582,4
174 LOR 1 TOA PAYOH,TOA PAYOH MRT STATION,0.6576118513491398,6
231 PENDING RD,PENDING LRT STATION,0.16698251042273507,13
258 BISHAN ST 22,BISHAN MRT STATION,1.163024905690348,4
444 SIN MING AVE,MARYMOUNT MRT STATION,1.3447873653678593,2
274B COMPASSVALE BOW,BUANGKOK MRT STATION,0.2695514757988194,15
893C WOODLANDS DR 50,WOODLANDS MRT STATION,0.2812616974606051,6
447 BRIGHT HILL DR,MARYMOUNT MRT STATION,1.342134105901386,2
96 GEYLANG BAHRU,GEYLANG BAHRU MRT STATION,0.2612621682919015,9
233 SERANGOON AVE 3,SERANGOON MRT STATION,0.6166494583259048,6
503 PASIR RIS ST 52,PASIR RIS MRT STATION,0.5150140302870437,1
35 LIM LIAK ST,TIONG BAHRU MRT STATION,0.4627641141628314,11
301 CLEMENTI AVE 4,CLEMENTI MRT STATION,0.7998408014515819,2
916 TAMPINES ST 91,TAMPINES WEST MRT STATION,0.40321784592058785,6
160 YISHUN ST 11,YISHUN MRT STATION,0.3769386484524508,3
321 WOODLANDS ST 32,MARSILING MRT STATION,0.5533240236006512,5
112 SERANGOON NTH AVE 1,KOVAN MRT STATION,1.7997972794827974,1
320 JURONG EAST ST 31,CHINESE GARDEN MRT STATION,0.7396301740837933,2
433 CLEMENTI AVE 3,CLEMENTI MRT STATION,0.4019597452063845,2
506 BEDOK NTH AVE 3,BEDOK RESERVOIR MRT STATION,0.5216253522126624,5
18 TELOK BLANGAH CRES,TIONG BAHRU MRT STATION,1.043133886439591,7
666 JLN DAMAI,KAKI BUKIT MRT STATION,0.1594779407169529,5
90 TANGLIN HALT RD,COMMONWEALTH MRT STATION,0.22492883795663965,7
124B RIVERVALE DR,BAKAU LRT STATION,0.2524307765254573,22
220 PETIR RD,PENDING LRT STATION,0.2505003300771025,13
678 HOUGANG AVE 8,HOUGANG MRT STATION,0.9262127938181253,4
264E COMPASSVALE BOW,BUANGKOK MRT STATION,0.2992323975318514,13
367 CLEMENTI AVE 2,CLEMENTI MRT STATION,0.7390209646704038,2
104 LENGKONG TIGA,KEMBANGAN MRT STATION,0.6151218726137856,5
209C COMPASSVALE LANE,RANGGUNG LRT STATION,0.22387579423678627,16
684D EDGEDALE PLAINS,OASIS LRT STATION,0.21622747065320636,19
323 BT BATOK ST 33,BUKIT GOMBAK MRT STATION,0.4941898078354799,4
116 MARSILING RISE,WOODLANDS MRT STATION,0.6851531784851496,5
459 YISHUN AVE 11,KHATIB MRT STATION,1.539957787530467,2
307 CHOA CHU KANG AVE 4,CHOA CHU KANG MRT STATION,0.1855088396499235,7
38D BENDEMEER RD,GEYLANG BAHRU MRT STATION,0.5703299994378641,10
965 JURONG WEST ST 93,PIONEER MRT STATION,0.6825058975561163,2
357B ADMIRALTY DR,SEMBAWANG MRT STATION,0.33155430771803773,2
253 COMPASSVALE ST,COMPASSVALE LRT STATION,0.06367963900707167,25
450A BT BATOK WEST AVE 6,BUKIT BATOK MRT STATION,0.6992234574434861,3
63 C'WEALTH DR,COMMONWEALTH MRT STATION,0.42254201035976385,7
47 LENGKOK BAHRU,REDHILL MRT STATION,0.6158526533969242,5
537 WOODLANDS DR 16,WOODLANDS SOUTH MRT STATION,0.3009949996808292,4
573 CHOA CHU KANG ST 52,YEW TEE MRT STATION,0.41027567361580225,5
103 BISHAN ST 12,BRADDELL MRT STATION,0.5824889972695818,7
9 JLN RUMAH TINGGI,QUEENSTOWN MRT STATION,0.7162956814119864,4
405 ADMIRALTY LINK,SEMBAWANG MRT STATION,0.6403861933995708,2
332 HOUGANG AVE 5,HOUGANG MRT STATION,0.686040225674133,5
128 BEDOK RESERVOIR RD,KAKI BUKIT MRT STATION,0.36964738044005313,5
539 BT PANJANG RING RD,SENJA LRT STATION,0.0996518273091369,14
9B BOON TIONG RD,TIONG BAHRU MRT STATION,0.22309058517041025,10
