SEARCHVAL,LATITUDE,LONGITUDE
UOB ANG MO KIO BRANCH,1.369259502,103.8484977
ABUNDANT LIFE FAMILY CHURCH,1.369235614,103.8486932
AMK HUB,1.369389227,103.848478
CATHAY CINEPLEX AMK HUB,1.369193179,103.8484648
DBS NTUC AMK HUB,1.369225221,103.8484932
OCBC AMK HUB,1.369255114,103.8484641
OCBC NUH - FAIRPRICE,1.293512877,103.7846856
ONE@KENTRIDGE,1.29277432,103.784084
LEARNING VISION @ WORK PTE. LTD.,1.292774327,103.784084
NUH MEDICAL CENTRE,1.293512877,103.7846856
DBS NTUC NUH,1.293512877,103.7846856
DBS PPT LODGE 1A,1.418331386,103.8964479
PPT LODGE 1A,1.419227531,103.8965504
3 YUAN CHING ROAD SINGAPORE 618642,1.32554466,103.7255746
OCBC YUAN CHING ROAD - SHENG SIONG SUPERMARKET,1.325468075,103.7252215
KRANJI SANCTUARY RESORT,1.419278162,103.7184257
615 BUKIT TIMAH ROAD SINGAPORE 269716,1.324373542,103.8093578
5 BANDA STREET SINGAPORE 050005,1.28119737,103.8434373
BOON LAY SHOPPING CENTRE,1.346335525,103.7124304
RAINBOW CHILDCARE PTE LTD,1.346396047,103.7123877
OCBC BOON LAY SHOPPING CENTRE,1.346373764,103.7124728
OCBC BOON LAY SHOPPING CENTRE FAIRPRICE,1.346373764,103.7124728
DBS NTUC BOON LAY PLACE,1.346373764,103.7124728
UOB BOON LAY PLACE,1.346373764,103.7124728
DESKER ROAD CONSERVATION AREA,1.308877881,103.8551556
DESKER ROAD CONSERVATION AREA,1.308878029,103.8551555
SPRINTECS INDUSTRIAL BUILDING,1.308089956,103.6315477
GOLDEN VILLAGE (GV TIONG BAHRU),1.286463454,103.8269351
DBS POSB TIONG BAHRU PLAZA,1.286331772,103.8275508
UOB TIONG BAHRU BRANCH AUTO LOBBY,1.286458894,103.8270153
OCBC TIONG BAHRU PLAZA BRANCH,1.286440217,103.8274507
DBS NTUC TIONG BAHRU PLAZA,1.286331772,103.8275508
TIONG BAHRU PLAZA,1.286458895,103.8270153
DBS PASIR RIS DRIVE 4,1.368998011,103.9586476
440 PASIR RIS DRIVE 4 SINGAPORE 510440,1.369008093,103.9586966
OCBC PASIR RIS DRIVE 4 - GIANT,1.368998011,103.9586476
510 BEDOK NORTH STREET 3 SINGAPORE 460510,1.332123133,103.9310515
UOB BEDOK NORTH STREET 3,1.332336556,103.9304968
CARING HUT,1.332446732,103.9304767
DBS WESTLITE DORMITORY (JALAN PAPAN),1.322072015,103.7275458
ASPRI-WESTLITE PAPAN,1.322089959,103.7274982
OCBC SENJA ROAD - FAIRPRICE,1.385096025,103.7602184
DBS NTUC SENJA ROAD,1.385096025,103.7602184
SENJA CENTRE,1.385128674,103.7604106
AMARA SINGAPORE,1.274934748,103.8435524
100 AM,1.274682815,103.8434884
UNION SQUARE,1.274814437,103.8435156
MCNAIR SPRING,1.321619038,103.8593827
ORCHARD HOTEL GALLERIA,1.307442533,103.8287767
ORCHARD HOTEL SHOPPING ARCADE,1.307630004,103.8286261
CLAYMORE CONNECT,1.307668609,103.8281644
MAPLE BEAR EDUCARE PTE. LTD.,1.307668615,103.8281644
ORCHARD HOTEL SINGAPORE,1.307622826,103.8285904
684 RACE COURSE ROAD SINGAPORE 210684,1.314307076,103.8566595
OCBC WEST COAST PLAZA,1.303818114,103.7662664
DBS WEST COAST PLAZA,1.303586225,103.7661038
UOB WEST COAST PLAZA,1.303582681,103.7652845
WEST COAST PLAZA,1.30369749,103.7661313
MINDCHAMPS PRESCHOOL @ WEST COAST PLAZA PTE. LIMITED,1.303624575,103.7658584
925 YISHUN CENTRAL 1 SINGAPORE 760925,1.427505497,103.8371253
EAGER BEAVER SCHOOLHOUSE 1 PTE. LTD.,1.427505489,103.8371253
GUTHRIE HOUSE,1.330817401,103.7956924
DBS GUTHRIE HOUSE,1.330774928,103.7957134
HILLCREST PARK,1.331491293,103.806809
THE LITTLE SKOOL-HOUSE INTERNATIONAL PTE LTD,1.411035991,103.8440399
OCBC ORCHID COUNTRY CLUB - FAIRPRICE,1.411459129,103.8451309
DBS NTUC ORCHID COUNTRY CLUB,1.411198191,103.8444383
ORCHID COUNTRY CLUB,1.411055347,103.8441861
SINGAPORE ORCHID COUNTRY CLUB,1.415590703,103.8473342
PINE GREEN,1.307827368,103.8847638
OCBC JALAN TIGA - FAIRPRICE,1.307807962,103.8847676
355 SEMBAWANG WAY SINGAPORE 750355,1.449544856,103.8187276
DBS SEMBAWANG WAY,1.44947593,103.8186948
HDB SEMBAWANG BRANCH,1.449543108,103.8187263
OCBC SEMBAWANG WAY - FAIRPRICE,1.449624956,103.8187225
STAR LEARNERS MONTESSORI @ SEMBAWANG PTE. LTD.,1.449566486,103.8186411
345 CLEMENTI AVENUE 5 SINGAPORE 120345,1.317702812,103.7690767
OCBC TAMPINES STREET 44,1.360323324,103.953126
475 TAMPINES STREET 44 SINGAPORE 520475,1.360323319,103.9531296
OCBC TAMPINES STREET 44 - FAIRPRICE,1.360323324,103.953126
CITADINES ROCHOR SINGAPORE,1.305122222,103.8514388
TEKKA PLACE,1.304628719,103.852227
MULTI STOREY CAR PARK,1.351893366,103.8794445
FOOD CENTRE,1.352090604,103.8793146
OCBC TAMAN JURONG SHOPPING CENTRE - FAIRPRICE,1.334844875,103.720462
IMAN CHILDCARE (JURONG) PTE. LTD.,1.335042029,103.720268
JURONG-CLEMENTI TOWN COUNCIL (TAMAN JURONG COLLECTION & SERVICE CENTRE),1.334665446,103.7206855
TAMAN JURONG SHOPPING CENTRE,1.334844874,103.720462
UOB TAMAN JURONG SHOPPING CENTRE,1.334844875,103.720462
OCBC TAMAN JURONG SHOPPING CENTRE,1.334844875,103.720462
JUST KIDS @ TAMAN JURONG PTE. LTD.,1.335042029,103.720268
DBS NTUC TAMAN JURONG SHOPPING CENTRE,1.334844875,103.720462
DBS TAMAN JURONG SHOPPING CENTRE,1.334764225,103.7204608
DBS NTUC TELOK BLANGAH STREET 32,1.27332806,103.808952
MULTI STOREY CAR PARK,1.273387515,103.8089806
PCF SPARKLETOTS PRESCHOOL @ TELOK BLANGAH BLK 78A (KN),1.27338252,103.8089348
OCBC TELOK BLANGAH STREET 32 - FAIRPRICE,1.273339659,103.8089901
JURONG PENJURU DORMITORY 2,1.316211135,103.7325272
"PANDAN VALLEY, ACACIA COURT",1.320441712,103.7789725
OCBC TAMPINES CENTRAL COUMMUNITY CENTRE - FAIRPRICE,1.355393063,103.9344293
DBS NTUC TAMPINES CENTRAL COMMUNITY CLUB,1.355393063,103.9344293
TAMPINES CENTRAL COMMUNITY COMPLEX,1.355364542,103.9344779
OCBC TAMPINES CENTRAL COUMMUNITY CENTRE - CHEERS,1.355393063,103.9344293
EILEEN'S LEARNING CENTRE PTE. LTD.,1.355421773,103.9343152
TECK GHEE VISTA,1.364625403,103.847677
DEMPSEY CLUSTER (TANGLIN VILLAGE),1.304175116,103.8095261
NEW WORLD CENTRE,1.307304641,103.8577061
1 JALAN BERSEH SINGAPORE 209037,1.307785095,103.857011
OCBC NEW WORLD CENTRE,1.30740645,103.8574784
KINDERLAND PRESCHOOL,1.357546869,103.8839624
KOVAN CITY,1.357586118,103.8840493
DBS NTUC HOUGANG STREET 21,1.357527728,103.8840289
OCBC HOUGANG ST 21 - FAIRPRICE,1.357527727,103.884086
ASIA SQUARE TOWER 2,1.2782295,103.8508125
THE WESTIN SINGAPORE,1.278363046,103.8509574
803 KING GEORGE'S AVENUE SINGAPORE 200803,1.308117491,103.8611886
DBS AVERY LODGE,1.321245723,103.7299698
AVERY LODGE,1.320787909,103.7297513
YISHUN RIVERGREEN,1.430071099,103.8423964
682 HOUGANG AVENUE 4 SINGAPORE 530682,1.373618304,103.8857489
OCBC HOUGANG AVE 4 - FAIRPRICE,1.373615877,103.8857589
DBS NTUC HOUGANG AVENUE 4,1.373615877,103.8857589
DBS BUKIT PANJANG PLAZA,1.380522395,103.7640514
E-BRIDGE PRE-SCHOOL PTE. LTD.,1.38050297,103.7640047
UOB BUKIT PANJANG BRANCH,1.380517331,103.7639618
BUKIT PANJANG PLAZA,1.379920452,103.7643572
BUKIT PANJANG PUBLIC LIBRARY,1.37948804,103.764595
OCBC BUKIT PANJANG PLAZA,1.379882914,103.7643778
CITIBANK BUKIT PANJANG PLAZA,1.379894944,103.7644599
DBS NTUC BUKIT PANJANG PLAZA,1.380569054,103.7640336
OCBC PARCO BUGIS JUNCTION,1.299816399,103.8559236
DBS BUGIS JUNCTION,1.299888182,103.8560234
INTERNATIONAL ENTERPRISE SINGAPORE (IE),1.299563771,103.8559926
BUGIS JUNCTION TOWERS,1.299812608,103.8559554
DBS BUGIS MRT STATION,1.300307183,103.855928
UOB BUGIS JUNCTION,1.299816397,103.8560947
DEMPSEY CLUSTER (TANGLIN VILLAGE),1.306792403,103.8101858
829 TAMPINES STREET 81 SINGAPORE 520829,1.349224196,103.9349125
UOB TAMPINES ST 81,1.349221002,103.9349143
OCBC CIRCUIT ROAD - FAIRPRICE,1.328556562,103.8853499
DBS NTUC CIRCUIT ROAD,1.328633731,103.8853726
77 CIRCUIT ROAD SINGAPORE 370077,1.328556562,103.8853499
UE SQUARE,1.29216191,103.8427029
CITIBANK UE SQUARE,1.292259585,103.842561
KEAT HONG SHOPPING CENTRE,1.377366074,103.7443936
JUST KIDS @ CHOA CHU KANG PTE. LTD.,1.377439626,103.7443832
CHOA CHU KANG MARKET,1.376777495,103.7445489
DBS CHOA CHU KANG AVENUE 1,1.377439635,103.7443832
UOB CHOA CHU KANG AVENUE 1,1.377439635,103.7443832
25A CHAI CHEE ROAD SINGAPORE 461025,1.323289599,103.9241496
UOB CHAI CHEE ROAD,1.323290228,103.9241518
DBS CHAI CHEE ROAD,1.323290228,103.9241518
OCBC CHAI CHEE ROAD - PRIME SUPERMARKET,1.323290228,103.9241518
DBS SENGKANG WEST AVENUE,1.391368809,103.876157
SHAW THEATRES SELETAR,1.39130623,103.8760851
THE SELETAR MALL,1.391470154,103.8761255
OCBC SELETAR MALL - FAIRPRICE,1.391406419,103.8761657
DBS SELETAR MALL BRANCH,1.391315491,103.8762132
UOB THE SELETAR MALL,1.391501926,103.8761716
OCBC RIVERVALE MALL,1.392217327,103.9044731
OCBC RIVERVALE MALL - FAIRPRICE,1.392217327,103.9044731
RIVERVALE MALL,1.392197778,103.9044716
11 RIVERVALE CRESCENT SINGAPORE 545082,1.39250411,103.9044837
DBS RIVERVALE MALL,1.392217327,103.9044731
UOB RIVERVALE MALL,1.392217327,103.9044731
MY FIRST SKOOL,1.441752968,103.8247917
OCBC SEMBAWANG SHOPPING CENTRE,1.441853253,103.8248324
SEMBAWANG SHOPPING CENTRE,1.441824707,103.8248452
DBS SEMBAWANG SHOPPING CENTRE,1.441853079,103.8249704
UOB SEMBAWANG SHOPPING CENTRE,1.441767152,103.8244951
BEDOK INTEGRATED TRANSPORT HUB,1.324736328,103.9292563
CITIBANK BEDOK MALL,1.324793613,103.9291821
DBS BEDOK MALL 1,1.324750542,103.9291892
BEDOK MALL,1.324736328,103.9292563
UOB BEDOK MALL,1.324772074,103.9292677
OCBC BEDOK MALL - FAIRPRICE,1.324793606,103.9293604
NEX,1.350769353,103.8722961
OCBC NEX - FAIRPRICE,1.350438181,103.8717045
SHAW THEATRRES NEX,1.350731854,103.8723132
SERANGOON BUS INTERCHANGE,1.350769352,103.8722961
SERANGOON PUBLIC LIBRARY,1.350313084,103.8729295
THE VETERINARY CLINIC PTE LTD (NEX MALL BRANCH),1.350888822,103.8721157
OCBC NEX BRANCH,1.350438181,103.8717045
STANDARD CHARTERED BANK NEX SERANGOON,1.350783497,103.8725653
CITIBANK NEX MALL,1.350645795,103.8725905
CS MONTESSORI KINDERGARTEN @ SERANGOON,1.350675514,103.8718616
WOODLANDS RECREATION CENTRE,1.450749733,103.7968465
HILLCREST PARK,1.331832465,103.8064925
KAKI BUKIT RECREATION CENTRE,1.337204634,103.9068736
DBS KAKI BUKIT RECREATION CENTRE,1.337217119,103.9066573
TECK WHYE HEIGHTS III,1.378297688,103.7540714
MULTI STOREY CAR PARK,1.282634376,103.8255958
CHENG SAN CENTRE,1.372626669,103.8539767
INTEMEDICAL 24 HR CLINIC,1.372645696,103.8538907
159 BUKIT BATOK STREET 11 SINGAPORE 650159,1.34857538,103.7427086
JUST KIDS LEARNING PLACE PTE LTD,1.348575377,103.7427086
THE SCOTTS,1.305870853,103.8331204
OCBC SCOTTS SQUARE,1.305806097,103.8330596
OCBC SCOTTS SQUARE - FAIRPRICE,1.305806097,103.8330596
DBS NTUC SCOTTS SQUARE,1.305855826,103.8329844
SCOTTS SQUARE,1.30579943,103.8330747
HDB SENGKANG BRANCH,1.385553097,103.9019607
FC/MARKET,1.384932021,103.901558
UOB RIVERVALE PLAZA,1.38548326,103.9018705
RIVERVALE PLAZA,1.385337361,103.901841
DBS NTUC RIVERVALE PLAZA,1.385504208,103.9019884
DBS RIVERVALE PLAZA BRANCH,1.385504208,103.9019884
OCBC RIVERVALE PLAZA,1.385448338,103.901926
OCBC RIVERVALE PLAZA - FAIRPRICE,1.385448338,103.901926
OCBC KIM TIAN ROAD - FAIRPRICE,1.284807338,103.829298
KAI FOOK MANSION,1.284811639,103.8293068
KAI FOOK MANSION,1.284811638,103.8293068
KAI FOOK MANSION,1.284811638,103.8293068
KAI FOOK MANSION,1.284811638,103.8293068
KAI FOOK MANSION,1.284811638,103.8293068
PRO-TEACH EDUCATION (BUKIT BATOK EAST),1.346702286,103.7572425
284 BUKIT BATOK EAST AVENUE 3 SINGAPORE 650284,1.346699052,103.7572767
THE SAIL @ MARINA BAY,1.280769435,103.8526586
EMBASSY OF ROMANIA,1.307562369,103.8293522
ORCHARD TOWERS,1.307580795,103.8294767
390 MANDAI ROAD SINGAPORE 729759,1.411244581,103.7763184
CDPL (TUAS) DORMITORY,1.270677115,103.6361448
DBS CDPL DORMITORY (TUAS),1.272693819,103.6372626
KINDERLAND PRESCHOOL,1.445622899,103.798141
CENTRAL 24-HR CLINIC (WOODLANDS),1.445717841,103.7981663
DBS WOODLANDS MART,1.44564787,103.7981623
SINGAPORE VETERINARY ANIMAL CLINIC,1.445812977,103.7982191
UOB WOODLANDS MART,1.44564787,103.7981623
GRACELAND STUDENT CARE CENTRE (WOODLANDS),1.445750777,103.7981198
WOODLANDS MART,1.445622907,103.798141
OCBC WOODLANDS MART,1.44564787,103.7981623
OCBC KIM KEAT AVENUE,1.332112915,103.8574166
DBS KIM KEAT AVENUE,1.331999623,103.8573785
MULTI STOREY CAR PARK,1.332112774,103.8573781
MULTI STOREY CAR PARK,1.452387573,103.8174401
FC,1.452736243,103.8172493
ESSO EAST COAST,1.308377307,103.9080092
CITIBANK ESSO EAST COAST,1.308361647,103.9079888
KITS4KIDS SPECIAL SCHOOL,1.366487721,103.8418534
ANG MO KIO 22,1.366558302,103.8416241
OCBC ANG MO KIO AVE 1 - FAIRPRICE,1.36650736,103.8417924
DBS NTUC ANG MO KIO AVENUE 1,1.366505757,103.8418112
310 GEYLANG ROAD SINGAPORE 389349,1.312451315,103.8796221
310A GEYLANG ROAD SINGAPORE 389349,1.312451315,103.8796221
310B GEYLANG ROAD SINGAPORE 389349,1.312451315,103.8796221
6 HOUGANG AVENUE 3 SINGAPORE 530006,1.362714463,103.8939805
WOODLANDS LODGE TWO,1.451234071,103.7979003
PALM ISLES,1.356790867,103.9636976
LIBRARY@CHINATOWN,1.285338949,103.8450156
OCBC CHINATOWN POINT - FAIRPRICE,1.285185161,103.8449429
CHINATOWN POINT,1.284998828,103.8446971
DBS NTUC CHINATOWN POINT,1.285185161,103.8449429
LAWNET & CRIMSONLOGIC SERVICE BUREAU,1.285269679,103.8450378
UOB CHINATOWN POINT,1.285185161,103.8449429
OCBC PASIR RIS WEST PLAZA - FAIRPRICE,1.379698021,103.9362708
PASIR RIS WEST PLAZA,1.379767543,103.9362076
OCBC ALEXANDRA RD - FAIRPRICE,1.27355689,103.8017141
PUBLIC TRANSPORT COUNCIL (PTC),1.273573092,103.8013265
MARITIME AND PORT AUTHORITY OF SINGAPORE (MPA),1.273751549,103.8011794
PSA BUILDING (N.K.A MTOWER),1.27360823,103.8013776
SHIPPING DIVISION,1.273716122,103.8012009
HSBC ALEXANDRA BRANCH,1.2741762,103.8015201
EDUCAZION PTE. LTD.,1.27367658,103.8011269
GAMBLING REGULATORY AUTHORITY (GRA),1.27364137,103.8013479
GEOWORKS (SINGAPORE LAND AUTHORITY),1.273625583,103.8012223
ALEXANDRA RETAIL CENTRE (ARC),1.274148936,103.8013994
MINISTRY OF TRANSPORT (MOT),1.273666538,103.8012059
MTOWER,1.2739864,103.8012641
DBS ALEXANDRA BRANCH,1.273450248,103.8016828
DBS NTUC ALEXANDRA RETAIL CENTRE,1.273842639,103.801375
UOB ALEXANDRA RETAIL CENTRE,1.273621827,103.8012789
KHATIB VALE,1.422138653,103.8328827
HOME TEAM ACADEMY (BLK 10),1.371872048,103.7208708
HOME TEAM ACADEMY (BLK 12A),1.373778837,103.7215471
HOME TEAM ACADEMY (BLK 12B),1.373728656,103.7222598
HOME TEAM ACADEMY (BLK 14),1.371856914,103.7202119
HOME TEAM ACADEMY (BLK 15),1.372306855,103.7201726
HOME TEAM ACADEMY (BLK 17),1.373208202,103.7200776
HOME TEAM ACADEMY (BLK 18),1.373626175,103.7200227
HOME TEAM ACADEMY (BLK 24),1.370318806,103.7203855
HOME TEAM ACADEMY (BLK 4),1.373980278,103.7238761
HOME TEAM ACADEMY (BLK 6),1.371727586,103.7232096
HOME TEAM ACADEMY BLK 16),1.372757141,103.7201247
PRISON STAFF TRAINING SCHOOL,1.373772634,103.7218815
HOME TEAM ACADEMY,1.373765049,103.7217817
HOME TEAM ACADEMY (BLK 1),1.372827697,103.7224145
HOME TEAM ACADEMY (BLK 11),1.372848202,103.7207508
HOME TEAM ACADEMY (BLK 13),1.371410425,103.720263
HOME TEAM ACADEMY (BLK 20),1.370843162,103.7214745
HOME TEAM ACADEMY (BLK 22),1.370974751,103.7202095
HOME TEAM ACADEMY (BLK 23),1.370601569,103.720271
HOME TEAM ACADEMY (BLK 7),1.37169851,103.7228276
TANJONG PAGAR CONSERVATION AREA,1.278173664,103.8439289
1 COVE AVENUE SINGAPORE 098537,1.247150405,103.839555
OCBC SENTOSA COVE,1.246940686,103.8399861
OCBC HOUGANG ST 91 - FAIRPRICE,1.375605071,103.879455
DBS HOUGANG 1,1.375614641,103.8794835
VILLAGE RESIDENCE HOUGANG,1.375849982,103.8793
HOUGANG 1,1.375715307,103.8794723
DBS NTUC HOUGANG POINT,1.375643354,103.8795121
UOB HOUGANG 1,1.375609857,103.8794075
BEDOK MARKET PLACE,1.331426847,103.9482571
DBS SHOP N SAVE BEDOK MARKET PLACE,1.331436231,103.9482603
UOB BEDOK ROAD,1.331436231,103.9482603
DBS NTUC EAST COAST ROAD,1.312307522,103.9252345
934 EAST COAST ROAD SINGAPORE 459125,1.312307573,103.9252345
OCBC EAST COAST ROAD - FAIRPRICE,1.312307522,103.9252345
DBS TANGLIN MALL,1.304853421,103.8238835
TANGLIN MALL,1.304843442,103.8238528
UOB TANGLIN MALL,1.304853421,103.8238835
OCBC TANGLIN MALL,1.304853421,103.8238835
SENGKANG TOWN COUNCIL (SENGKANG OFFICE),1.381997031,103.8970311
266 COMPASSVALE BOW SINGAPORE 540266,1.381877713,103.8970399
STAR LEARNERS @ SENGKANG PTE. LTD.,1.381979084,103.8970881
DBS GHIM MOH ROAD,1.308118863,103.7860494
GHIM MOH VALLEY,1.308147469,103.7862552
"LOT ONE, SHOPPERS' MALL",1.384974597,103.7450118
CHOA CHU KANG PUBLIC LIBRARY,1.38493874,103.7450225
DBS LOT 1,1.385068365,103.7449504
DBS NTUC LOT 1 SHOPPERS' MALL,1.385068365,103.7449504
SHAW THEATRES LOT ONE,1.385069923,103.7452389
OCBC LOT 1 SHOPPERS MALL,1.38511155,103.7450362
720 CLEMENTI WEST STREET 2 SINGAPORE 120720,1.302464088,103.763751
VELOCITY @ NOVENA SQUARE,1.319789492,103.8440336
NOVENA SQUARE,1.319967484,103.8438506
DBS NOVENA MRT STATION,1.320211007,103.8436568
UOB NOVENA MRT STATION,1.320458518,103.8438404
OCBC POTONG PASIR - FAIRPRICE,1.332606896,103.8671665
DBS POTONG PASIR BRANCH,1.332582969,103.8671398
POTONG PASIR POST OFFICE,1.332535916,103.8670368
POTONG PASIR COMMUNITY CLUB,1.332633815,103.8671517
PENJURU RECREATION CENTRE,1.319238114,103.7328825
DBS PENJURU RECREATION CLUB,1.318657284,103.7331521
DBS BUKIT BATOK MRT STATION,1.348710811,103.7493345
DBS NTUC BUKIT BATOK MRT STATION,1.348710811,103.7493345
UOB BUKIT BATOK MRT STATION,1.349034109,103.7495668
BUKIT BATOK MRT STATION (NS2),1.349033312,103.7495665
OCBC BUKIT BATOK MRT,1.349035348,103.749526
OCBC BUKIT BATOK MRT STATION - FAIRPRICE,1.348932281,103.7494922
HILLCREST PARK,1.331760921,103.8065867
CHANCERY COURT,1.316177418,103.837815
UOB WOODLANDS NORTH PLAZA,1.442852222,103.7909133
WOODLANDS NORTH PLAZA,1.442753343,103.790548
OCBC WOODLANDS NORTH PLAZA,1.442855482,103.7909651
DBS WOODLANDS NORTH PLAZA,1.442835921,103.7907708
LINK@896,1.336675737,103.7837092
EMBASSY OF THE REPUBLIC OF COSTA RICA,1.336603792,103.7838767
CHILDFIRST@DUNEARN PTE. LTD.,1.336697264,103.7837234
CONSULATE-GENERAL OF GREECE,1.336640232,103.7837431
YEWTEE POINT,1.396969923,103.7464432
DBS NTUC YEW TEE POINT,1.397084324,103.746598
UOB YEW TEE POINT,1.397057415,103.7466621
RESERVOIR VILLAGE,1.338242032,103.9233039
OCBC UBI AVENUE 1 - GIANT,1.329872195,103.9019297
306 UBI AVENUE 1 SINGAPORE 400306,1.329871172,103.9019304
SPRING BRAINY KIDZ GROUP PTE. LTD.,1.329872197,103.9019297
AMAZING STAR MONTESSORI HOUSE (UBI),1.329872197,103.9019297
BAO TA STUDENT CARE CENTRE (PTE) LTD,1.329872197,103.9019297
WESTLITE JUNIPER,1.406312054,103.7605617
DBS SIGLAP V,1.312753297,103.9236579
SIGLAP V,1.312847064,103.9237886
UOB SIGLAP V,1.312753297,103.9236579
DBS TUAS RECREATION CLUB,1.321108264,103.727325
1 JALAN PAPAN SINGAPORE 619392,1.320876359,103.727546
TERUSAN RECREATION CENTRE,1.320484258,103.7267228
CASA CLEMENTI,1.309791021,103.7686577
DBS CLEMENTI AVENUE 1/420A,1.309733312,103.7686373
PCF SPARKLETOTS PRESCHOOL @ CLEMENTI 420A (CC),1.309647916,103.7686674
SUNSET WAY RESIDENCE,1.322123929,103.7702659
WATERWAY TERRACES I,1.408006949,103.8990744
TOH GUAN DORMITORY,1.338332829,103.7535352
EDUCA-ZION GROUP PTE. LTD.,1.281122269,103.8100313
DBS NTUC DEPOT ROAD,1.280966807,103.8102982
DEPOT HEIGHTS SHOPPING CENTRE,1.280844695,103.8102926
OCBC DEPOT HEIGHTS SHOPPING CENTRE,1.280966807,103.8102982
86 REDHILL CLOSE SINGAPORE 150086,1.286920062,103.8186736
CHERIE HEARTS KIDZ CAMPUS PTE. LTD.,1.37860239,103.9419782
ELIAS MALL,1.378602398,103.9419782
MONTE KIDZ WORLD (PASIR RIS),1.378607179,103.9419164
OCBC WOODLANDS DRIVE 50 - FAIRPRICE,1.437118561,103.7953161
FC,1.437679198,103.7951367
888 PLAZA,1.437123015,103.7953144
MAYBANK MAYBANK@WOODLANDS888,1.437448497,103.7951515
MAYBANK OFFSITE@WOODLANDS888,1.437448497,103.7951515
CHAMPKIDS' ACADEMY PTE. LTD.,1.43767919,103.7951367
DBS NTUC 888 PLAZA,1.437118561,103.7953161
UOB WOODLANDS 888 PLAZA,1.437118561,103.7953161
683 HOUGANG AVENUE 8 SINGAPORE 530683,1.373312701,103.8863678
DBS HOUGANG AVENUE 8,1.373321226,103.8863655
UOB HOUGANG NORTH AUTOLOBBY,1.373321226,103.8863655
LEAP SCHOOLHOUSE @ CITY SQUARE MALL PTE LTD,1.311393494,103.8564871
CITIBANK CITY SQUARE MALL,1.311351699,103.8567241
CITY SQUARE MALL,1.311421031,103.856624
CITY SQUARE POST OFFICE,1.311273247,103.8566483
GOLDEN VILLAGE (GV CITY SQUARE),1.311305171,103.8564218
DBS CITY SQUARE MALL,1.311196033,103.8566481
MINDCHAMPS PRESCHOOL @ CITY SQUARE PTE. LTD,1.311393494,103.8564871
OCBC CITY SQUARE MALL - FAIRPRICE,1.311382719,103.8566269
UOB CITY SQUARE MALL AUTOLOBBY,1.31138865,103.8566262
OCBC CITY SQUARE MALL - BRANCH,1.311382719,103.8566269
OCBC TAMPINES MALL,1.352593614,103.944786
UOB TAMPINES MALL,1.352672322,103.944388
UOB TAMPINES MALL AUTOLOBBY,1.352672322,103.944388
TAMPINES MALL,1.352527373,103.9446988
GOLDEN VILLAGE (GV TAMPINES),1.352504683,103.9446826
DBS PUNGGOL FIELD,1.396526185,103.9088508
108 PUNGGOL FIELD SINGAPORE 820108,1.396498616,103.9088663
UOB PUNGGOL FIELD,1.396498616,103.9088663
AGAPE LITTLE UNI (KALLANG) PTE. LTD.,1.312640145,103.8724919
DBS NTUC UPPER BOON KENG ROAD,1.312619852,103.8725251
KALLANG HEIGHTS,1.312654496,103.8725418
OCBC UPPER BOON KENG ROAD - FAIRPRICE,1.312654496,103.8725418
WOODLANDS LODGE ONE,1.450258758,103.794824
686C WOODLANDS DRIVE 73 SINGAPORE 733686,1.442144832,103.80687
DBS WOODLANDS BRANCH,1.435150244,103.7868161
UOB WOODLANDS BRANCH,1.435150246,103.7868838
WOODLANDS CIVIC CENTRE,1.435018296,103.7869309
NORTH WEST COMMUNITY DEVELOPMENT COUNCIL,1.435044948,103.7868262
SATA COMMHEALTH WOODLANDS MEDICAL CENTRE,1.434949802,103.786675
CPF WOODLANDS SERVICE CENTRE,1.435056989,103.7870043
DBS NTUC WOODLANDS CIVIC CENTRE,1.435150244,103.7868161
KINDERLAND KINDERGARTEN (WOODLANDS),1.435077894,103.7866196
KINDERLAND PRESCHOOL,1.435077894,103.7866196
HDB WOODLANDS BRANCH,1.434990016,103.7869821
WOODLANDS CENTRAL POST OFFICE,1.435077904,103.7866196
WOODLANDS REGIONAL LIBRARY,1.43496647,103.7868574
STANDARD CHARTERED BANK WOODLANDS,1.435010997,103.7869189
WESTLINK TECHPARK,1.30071425,103.6283153
CM CENTRAL PTE LTD,1.374239517,103.8394892
161 ANG MO KIO AVENUE 4 SINGAPORE 560161,1.374164454,103.8395491
ANG MO KIO TOWN COUNCIL (KEBUN BARU OFFICE),1.374140215,103.8396733
DBS NTUC GRAND COURT,1.297275314,103.8385339
CGH BUILDING,1.297316167,103.8385413
OCBC KILLINEY ROAD - FAIRPRICE,1.297275314,103.8385339
DBS NTUC KANG KAR MALL,1.371779961,103.8941654
KANG KAR MALL,1.371735083,103.8942348
OCBC HOUGANG AVE 10 - FAIRPRICE,1.371710178,103.8942478
HOMETEAMNS BUKIT BATOK,1.36588359,103.7502192
DBS NTUC HOMETEAM BUKIT BATOK,1.365773912,103.7485209
OCBC BUKIT BATOK WEST AVE 7 - FAIRPRICE,1.365773912,103.7485209
HOMETEAMNS ADVENTURE CENTRE BUKIT BATOK,1.366167116,103.7469517
HOMETEAMNS BUKIT BATOK GOLF DRIVING RANGE,1.365748017,103.74848
SAFARI HOUSE PRESCHOOL BT BATOK,1.366506991,103.7468471
OCBC IMM BUILDING - NEAR FOOD KIOSK SECTION,1.334917588,103.7468771
IMM BUILDING,1.334875261,103.7468948
MAYBANK OFFSITE@IMM,1.334666619,103.7469566
