flat,supermarket_dist,num_supermarket_2km
277D COMPASSVALE LINK,0.061621887997203945,17
164 STIRLING RD,0.09528427883537854,15
836 JURONG WEST ST 81,0.23073553184979506,8
226 PENDING RD,0.2617511400991893,10
82 C'WEALTH CL,0.3581960598279763,14
668A EDGEFIELD PLAINS,0.08500133229808948,13
693A WOODLANDS AVE 6,0.29978653709741904,15
673A YISHUN AVE 4,0.715877827369648,15
679C JURONG WEST CTRL 1,0.4954455424412471,11
634 ANG MO KIO AVE 6,0.914632472973993,10
110B PUNGGOL FIELD,0.1289610012186973,15
6 KIM TIAN RD,0.2267095437628768,22
804 KING GEORGE'S AVE,0.05163778090122897,28
532 ANG MO KIO AVE 10,0.14779618781214965,13
272 BANGKIT RD,0.21952721471622685,8
745 PASIR RIS ST 71,0.16545108617430737,5
248 KIM KEAT LINK,0.19082158069202063,20
4 SAGO LANE,0.0,25
806 YISHUN RING RD,0.20871077225453333,12
658 JLN TENAGA,0.40579041126470605,10
441A BT BATOK WEST AVE 8,0.9291736317884707,12
220 BISHAN ST 23,0.562927634143366,16
352 ANG MO KIO ST 32,0.2569558806499165,17
5 GHIM MOH RD,0.28988791142947645,13
492C TAMPINES ST 45,0.35472026378349225,17
265 TOH GUAN RD,0.6845051734738306,17
273D JURONG WEST AVE 3,0.3855087477516876,8
312B ANCHORVALE LANE,0.7028731257011097,15
329 BT BATOK ST 33,0.4360030348130173,14
111 ALJUNIED CRES,0.30953440275387706,26
265 BISHAN ST 24,0.22066218757834416,15
545 BEDOK NTH ST 3,0.30207227818949833,20
159A RIVERVALE CRES,0.5747774523892419,14
897 TAMPINES ST 81,0.1210715464178237,17
55 PIPIT RD,0.2891271627420771,26
240 YISHUN RING RD,0.10848365200235426,15
504A MONTREAL DR,0.582092971348815,10
335 SEMBAWANG CL,0.3302491323329474,17
55 CHAI CHEE DR,0.6390846339544803,21
438 YISHUN AVE 11,0.32004328004792587,15
880A TAMPINES AVE 8,0.42596723301886064,11
135 LOR AH SOO,0.6130560220296005,12
411 BEDOK NTH AVE 2,0.2613599760651145,23
310C ANG MO KIO AVE 1,0.31447909339903063,18
307 CANBERRA RD,0.3502244429939148,10
66 TELOK BLANGAH DR,0.11687329190571837,12
120 GEYLANG EAST CTRL,0.3514898194093474,26
329 TAMPINES ST 32,0.16158469851486215,15
739 YISHUN AVE 5,0.32060103582492905,15
242 BT BATOK EAST AVE 5,0.3713946945648748,16
154 YISHUN ST 11,0.2412991371005466,15
502 JURONG WEST AVE 1,0.1948320695338398,10
21 TELOK BLANGAH CRES,0.21739317959316362,16
312 WOODLANDS ST 31,0.2543306073225709,6
15 ST. GEORGE'S RD,0.42457018342633535,26
868B TAMPINES AVE 8,0.17875095255029874,10
221C BEDOK CTRL,0.3011734390453315,21
802A KEAT HONG CL,0.3313543687420901,13
650 WOODLANDS RING RD,0.20118380596122065,15
213 CHOA CHU KANG CTRL,0.39487300838361683,13
512A YISHUN ST 51,0.4837207053074846,12
104A CANBERRA ST,1.263065034643403,9
86 REDHILL CL,0.0,19
126 ANG MO KIO AVE 3,0.1636136670384642,12
228C COMPASSVALE WALK,0.28252433013756745,16
350 CORPORATION DR,0.448046921619323,11
787C WOODLANDS CRES,0.3476688928686868,17
550 ANG MO KIO AVE 10,0.4828885255169521,14
224 SERANGOON AVE 4,0.3909391524738159,12
314 WOODLANDS ST 31,0.27544118289105035,7
780 PASIR RIS ST 71,0.6648267255439118,6
420 BT BATOK WEST AVE 2,0.6171853319560182,12
561 ANG MO KIO AVE 10,0.4874155704655725,13
524 CHOA CHU KANG ST 51,0.2229193518535147,8
578 PASIR RIS ST 53,0.31051324647233125,9
50 DORSET RD,0.2883102282967305,27
115 BEDOK RESERVOIR RD,0.6206782836951636,14
916 HOUGANG AVE 9,0.21614084283380827,18
55 NEW UPP CHANGI RD,0.11057612683484638,15
212 JURONG EAST ST 21,0.4146461227749066,16
54 CASSIA CRES,0.26642475474210114,24
183 BT BATOK WEST AVE 8,0.11210719655984186,19
322B ANCHORVALE DR,0.5794573760289594,14
537 BT PANJANG RING RD,0.357675478559843,11
327B SUMANG WALK,0.1818560957373353,12
506 SERANGOON NTH AVE 4,0.4190337693460909,17
524 BEDOK NTH ST 3,0.19688722717847282,21
635 HOUGANG AVE 8,0.18859953555866454,18
87 ZION RD,0.3123971680348472,32
422 TAMPINES ST 41,0.19792366733662087,18
28D DOVER CRES,0.19524294501097367,18
465 ANG MO KIO AVE 10,0.47977251872133886,14
497D TAMPINES ST 45,0.5248715279637253,18
165 GANGSA RD,0.42314257739700667,13
230D TAMPINES ST 24,0.3356029190286963,18
2D UPP BOON KENG RD,0.050123042433470655,27
232A SERANGOON AVE 2,0.2546765738494995,10
330 CLEMENTI AVE 2,0.2605862149715152,14
170 BISHAN ST 13,0.4997965532602073,11
273C COMPASSVALE LINK,0.24466032753684822,15
201 YISHUN ST 21,0.2725877689642218,15
405A FERNVALE LANE,0.3803233087155264,11
211 BISHAN ST 23,0.5907367068610695,15
139 BEDOK RESERVOIR RD,0.22515067465453725,15
562 PASIR RIS ST 51,0.35021693774375556,16
738 TAMPINES ST 72,0.41832913148637274,9
534 PASIR RIS DR 1,0.24369572301701975,13
120 BEDOK RESERVOIR RD,0.48725060192654346,13
207C PUNGGOL PL,0.2088063833919528,18
408 BEDOK NTH AVE 2,0.316046513233713,20
211 PASIR RIS ST 21,0.3427748879427382,11
19 DOVER CRES,0.27041996552914993,18
661A EDGEDALE PLAINS,0.41087569629137805,10
653C JURONG WEST ST 61,0.31429514537471126,8
8 JOO SENG RD,0.10099053771875238,13
177 BT BATOK WEST AVE 8,0.16418319222513073,21
680 HOUGANG AVE 8,0.19052807811383432,19
221 BISHAN ST 23,0.5764133011297168,17
863 JURONG WEST ST 81,0.8676871423212074,9
311C CLEMENTI AVE 4,0.43817070594622376,12
302 JURONG EAST ST 32,0.3720675411652809,17
8 JLN BT HO SWEE,0.4169953265469357,27
281 TAMPINES ST 22,0.10610027754301134,18
266 PASIR RIS ST 21,0.08604597472946249,11
605 WOODLANDS DR 42,0.19759501132480783,14
321 SERANGOON AVE 2,0.42995707191148735,11
256 BISHAN ST 22,0.4623158735184257,17
168B PUNGGOL EAST,0.10199395816986412,12
544 HOUGANG AVE 8,0.46088866354079067,16
383 TAMPINES ST 32,0.18589753890869928,15
603 WOODLANDS DR 42,0.13211406598196526,14
144 PETIR RD,0.5826608224130148,13
203 CLEMENTI AVE 6,0.6552296111412715,12
128 YISHUN ST 11,0.6382595043358051,13
253 PASIR RIS ST 21,0.21134060331641047,11
723 BEDOK RESERVOIR RD,0.4902853827837618,18
95 BEDOK NTH AVE 4,0.4374894409116582,19
788 CHOA CHU KANG NTH 6,0.24310556839738004,10
638 ANG MO KIO AVE 6,0.8255328393844354,11
199C PUNGGOL FIELD,0.3400356468077514,16
838 JURONG WEST ST 81,0.3029605600223306,8
351B ANCHORVALE RD,0.3993338896699431,15
442 SIN MING AVE,0.5167284063386083,9
169 BT BATOK WEST AVE 8,0.22002494503855835,21
489 JURONG WEST AVE 1,0.31168609841633443,12
609 ANG MO KIO AVE 4,0.5774155959143176,9
272C JURONG WEST ST 24,0.2713962482061352,8
535 CHOA CHU KANG ST 51,0.1231482447163877,10
145 BISHAN ST 11,0.46921028002287063,12
526 CHOA CHU KANG ST 51,0.15606191335842495,9
239 SERANGOON AVE 2,0.23565089593050556,10
439 ANG MO KIO AVE 10,0.11638495136619009,16
27B JLN MEMBINA,0.08648118637990176,16
911 JURONG WEST ST 91,0.5035722731787314,8
966 JURONG WEST ST 93,0.16333967769362276,8
124 BEDOK RESERVOIR RD,0.4479271878186362,13
124 ANG MO KIO AVE 6,0.16912260870681625,12
360 YISHUN RING RD,0.3588561404962332,15
552 JURONG WEST ST 42,0.22652624243826297,8
211 YISHUN ST 21,0.2572951613122115,15
505 PASIR RIS ST 52,0.42160091333615995,8
352 UBI AVE 1,0.5857244262789966,21
18 TIONG BAHRU RD,0.22493681096100807,25
807 KING GEORGE'S AVE,0.05642412519543757,28
240 LOR 1 TOA PAYOH,0.39087087600785936,15
444 HOUGANG AVE 8,0.32037232057200205,18
360 HOUGANG AVE 5,0.3024657237934943,17
516 PASIR RIS ST 52,0.522196002277255,9
356A ADMIRALTY DR,0.20899439693913544,13
412 CHOA CHU KANG AVE 3,0.16206774436574864,11
3 TOH YI DR,0.3594741493833978,8
710 TAMPINES ST 71,0.5107938108801714,14
175 BOON LAY DR,0.33007603282104925,11
220 PASIR RIS ST 21,0.33988517504729493,10
208 SERANGOON CTRL,0.2648695803356861,11
116 YISHUN RING RD,0.8315437298323658,12
836 YISHUN ST 81,0.21389875701938077,12
14 DOVER CL EAST,0.2870099117584398,16
223 BT BATOK EAST AVE 3,0.4073899452830442,16
401 CHOA CHU KANG AVE 3,0.21514715492655284,9
407 SIN MING AVE,0.5330677105736136,11
520A TAMPINES CTRL 8,0.6357395751873652,14
334A YISHUN ST 31,0.40463846849309437,11
223 PASIR RIS ST 21,0.3614136872219835,10
48 MOH GUAN TER,0.21694200247132403,24
184C RIVERVALE CRES,0.364368613271988,18
712 WOODLANDS DR 70,0.4230521973072763,14
226 BT BATOK CTRL,0.4273299128377963,17
352 BT BATOK ST 34,0.3100217675785786,14
213 PETIR RD,0.48462290554845455,9
104 POTONG PASIR AVE 1,0.2930081793927429,14
287 TAMPINES ST 22,0.3364730230301187,14
105 SERANGOON NTH AVE 1,0.3166018344131386,17
519 JELAPANG RD,0.27067261647817425,11
121C SENGKANG EAST WAY,0.38932910009115895,14
826 WOODLANDS ST 81,0.4305729953793139,16
253 BT BATOK EAST AVE 5,0.27330158068533084,16
410 SERANGOON CTRL,0.3727853760761105,14
164A RIVERVALE CRES,0.3917518166358467,16
184A RIVERVALE CRES,0.33790472751491796,18
44 STIRLING RD,0.6976257106860403,14
259B PUNGGOL FIELD,0.2448143006386766,17
876 TAMPINES ST 84,0.4307718642798663,10
145 SERANGOON NTH AVE 1,0.2321979732717904,17
168 HOUGANG AVE 1,0.2142753534110165,10
217A BOON LAY AVE,0.39889345579269914,10
334 ANG MO KIO AVE 1,0.28777755790972054,17
932B HOUGANG AVE 9,0.31386121835177744,20
607 CHOA CHU KANG ST 62,0.33841903882253643,5
989B JURONG WEST ST 93,0.3049411565303904,8
361 WOODLANDS AVE 5,0.2613595555795535,11
665A JURONG WEST ST 64,0.2623192556397525,9
476B UPP SERANGOON VIEW,0.0566935120099616,11
33 BALAM RD,0.16576881038052552,19
702 PASIR RIS DR 10,0.1558159824992936,5
250C COMPASSVALE ST,0.4888013936379074,20
502 TAMPINES CTRL 1,0.10252647571969363,16
423 FAJAR RD,0.30385036941085997,11
40 CHAI CHEE AVE,0.27513009832547225,21
302 SERANGOON AVE 2,0.4084103901015299,12
42 KIM CHENG ST,0.2593741394608051,24
687C CHOA CHU KANG DR,0.880555997021303,6
125 LOR 1 TOA PAYOH,0.6209999660946518,17
261 BOON LAY DR,0.5113480064507546,13
517 HOUGANG AVE 10,0.3795188727426461,19
113 TAO CHING RD,0.24547263382942605,15
332 BT BATOK ST 32,0.3251941419206552,15
325 JURONG EAST ST 31,0.44079997140488375,12
517D JURONG WEST ST 52,0.6581490256842684,11
217 BISHAN ST 23,0.6194457172468306,17
254 KIM KEAT AVE,0.10990941010225652,16
623 SENJA RD,0.25524615414625507,12
296E CHOA CHU KANG AVE 2,0.15786331799522496,11
6 BEACH RD,0.1581557451420615,25
609 BEDOK RESERVOIR RD,0.19949861040671546,13
764 YISHUN ST 72,0.08047004343319983,15
448A BT BATOK WEST AVE 9,0.537418339690158,15
635 BEDOK RESERVOIR RD,0.34005444984963756,14
264A PUNGGOL WAY,0.2013157076680618,15
312 UBI AVE 1,0.2075545906041481,15
41 JLN BAHAGIA,0.28616605812415796,22
106 WOODLANDS ST 13,0.5414697294233867,8
431C YISHUN AVE 1,0.4790403354012256,13
42 CHAI CHEE ST,0.3900422938504405,20
310B ANCHORVALE RD,0.830737004902258,15
453 FAJAR RD,0.2361784528295341,8
341 HOUGANG AVE 7,0.5139055225896826,13
195 RIVERVALE DR,0.24024580533742793,19
439 TAMPINES ST 43,0.22833575134373812,19
221B BEDOK CTRL,0.3288759687256171,21
226A SUMANG LANE,0.5097012028488688,16
686A CHOA CHU KANG CRES,0.8353646384201164,6
133 EDGEDALE PLAINS,0.3153565687920729,14
301 BT BATOK ST 31,0.19185112691109013,12
404 TAMPINES ST 41,0.2683695519654477,16
524 BT BATOK ST 52,0.31809555858332217,13
89 TANGLIN HALT RD,0.13643575448166162,17
3 TECK WHYE AVE,0.19706112359136088,15
469C SENGKANG WEST WAY,0.5031254128314023,7
248 COMPASSVALE RD,0.3975572984241408,19
278A COMPASSVALE BOW,0.3931397591133895,18
246 COMPASSVALE RD,0.41993210480045484,18
487B TAMPINES ST 45,0.5712050679476556,18
106 LENGKONG TIGA,0.1844408679463618,17
516 JELAPANG RD,0.24719435542706683,11
829 WOODLANDS ST 83,0.38013185425835394,15
214 PASIR RIS ST 21,0.3275109935595199,11
834 WOODLANDS ST 83,0.3072728567358336,14
411 WOODLANDS ST 41,0.33967743951448737,7
206B COMPASSVALE LANE,0.4583850345390369,17
531 CHOA CHU KANG ST 51,0.1962245516894681,8
652 WOODLANDS RING RD,0.2855734502549549,14
312 SHUNFU RD,0.30472516487584567,10
511 JELAPANG RD,0.1348889513624343,11
268B BOON LAY DR,0.5157899944381619,12
210 PETIR RD,0.5637951964624127,9
112 JURONG EAST ST 13,0.3526177140173835,20
149 SILAT AVE,0.7934859878491864,21
188 PUNGGOL CTRL,0.1760860447974442,15
139 JLN BT MERAH,0.41487531421624124,21
555 ANG MO KIO AVE 10,0.37417540130734456,14
150 PETIR RD,0.497076610296958,13
613B BEDOK RESERVOIR RD,0.36557837913391006,17
161B PUNGGOL CTRL,0.2974682986121776,11
205 YISHUN ST 21,0.15561785460295766,15
18 TAMAN HO SWEE,0.4119397144653547,27
547 PASIR RIS ST 51,0.5457801389896741,14
271 BT BATOK EAST AVE 4,0.21221215813591945,17
623 HOUGANG AVE 8,0.29617912820120945,17
34 CHAI CHEE AVE,0.23569192556301308,22
506B YISHUN AVE 4,0.6065544522480282,13
96 ALJUNIED CRES,0.13957948193295472,27
889A WOODLANDS DR 50,0.22746651512447186,14
146 BEDOK RESERVOIR RD,0.36857302114935336,13
44 TEBAN GDNS RD,0.11963286121399566,15
442B FAJAR RD,0.219578467086856,9
340B SEMBAWANG CL,0.17449837193759116,13
260 BOON LAY DR,0.5081950162564495,13
357 WOODLANDS AVE 5,0.3455728120470445,8
56 C'WEALTH DR,0.5093548218890631,17
647 YISHUN ST 61,0.490936366200569,15
883 TAMPINES ST 84,0.36460720526430823,10
2 GHIM MOH RD,0.3077973567801217,13
336 ANG MO KIO AVE 1,0.2342320504087614,17
275A BISHAN ST 24,0.06815364586312961,15
488 ADMIRALTY LINK,0.21818908897158096,13
325C SENGKANG EAST WAY,0.4637546952700932,16
274C PUNGGOL PL,0.13438159930304716,18
683D WOODLANDS DR 62,0.22211087519694675,17
34 UPP CROSS ST,0.14073456607136078,26
190A RIVERVALE DR,0.36896196002142423,20
203A PUNGGOL FIELD,0.5082539849329383,18
414 SERANGOON CTRL,0.3195638436632026,15
433 CHOA CHU KANG AVE 4,0.37405490818196946,9
435 CHOA CHU KANG AVE 4,0.44126466665387465,9
333 JURONG EAST AVE 1,0.634185945828742,9
211 PETIR RD,0.5205077328013735,9
519C TAMPINES CTRL 8,0.6042576868096853,14
851 JURONG WEST ST 81,0.5176373492593377,8
338 CLEMENTI AVE 2,0.16419357561623305,15
139 MARSILING RD,0.6708724849746711,6
219 CHOA CHU KANG CTRL,0.27723757340409844,12
360C ADMIRALTY DR,0.16103605766671603,18
561B JURONG WEST ST 42,0.3601844458950021,8
621 ANG MO KIO AVE 9,0.9807001648258379,9
101 YISHUN AVE 5,0.8269501420506031,13
298 PUNGGOL CTRL,0.13565103106021117,17
147 BT BATOK WEST AVE 6,0.1488227468035356,21
332 ANG MO KIO AVE 1,0.42581508886751496,17
508 SERANGOON NTH AVE 4,0.37854073667623106,15
415 SAUJANA RD,0.23977423258449485,11
212 BT BATOK ST 21,0.3620821938950119,17
434 BT PANJANG RING RD,0.23675573381214718,9
417 CHOA CHU KANG AVE 4,0.25849358686483825,9
197B BOON LAY DR,0.3078409316936951,12
59A GEYLANG BAHRU,0.30278614045358065,25
440B FERNVALE LINK,0.3062843684386041,11
143 POTONG PASIR AVE 2,0.11590467734699324,15
305A ANCHORVALE LINK,0.5890846022185123,18
106C PUNGGOL FIELD,0.1708780316300287,15
492 JURONG WEST ST 41,0.06732631830775129,9
816 YISHUN ST 81,0.503645595619913,8
51 NEW UPP CHANGI RD,0.12441144346312522,14
240 BT BATOK EAST AVE 5,0.4435511818658372,17
411 EUNOS RD 5,0.28040102835572084,21
334 WOODLANDS ST 32,0.12559548844588836,8
256 SIMEI ST 1,0.14516056054732981,18
656 SENJA RD,0.3107397010090109,11
244 BT BATOK EAST AVE 5,0.16521107855027153,16
234 YISHUN ST 21,0.19781056245379833,14
123 PAYA LEBAR WAY,0.3979100146705661,27
406 PANDAN GDNS,0.7556778981752413,14
667B JURONG WEST ST 65,0.4557090280738291,8
45 LOR 5 TOA PAYOH,0.4004601759332952,18
352 TAMPINES ST 33,0.2789606749234515,13
763 YISHUN ST 72,0.14323336751663898,15
485A TAMPINES AVE 9,0.29659475428567744,19
304 SHUNFU RD,0.2837116781649306,10
142 MARSILING RD,0.5918809627872669,8
102 JLN RAJAH,0.33354833077850365,20
617B PUNGGOL DR,0.25386758869623893,14
38B BENDEMEER RD,0.4032585651314173,27
6 TOH YI DR,0.40120988714250266,9
95B HENDERSON RD,0.32116477972706076,18
222 PASIR RIS ST 21,0.39754612331501554,10
690E WOODLANDS DR 75,0.1302933951148854,18
764 CHOA CHU KANG NTH 5,0.5150087924410146,12
126 TAMPINES ST 11,0.24704421245288793,20
411 TAMPINES ST 41,0.35568668703998907,18
820 JURONG WEST ST 81,0.5636991857075405,9
16 HOUGANG AVE 3,0.32673112562613027,14
684B CHOA CHU KANG CRES,0.7713123042610401,6
293A BT BATOK ST 21,0.30061781938582127,16
217 MARSILING CRES,1.5713155476755538,2
246 JURONG EAST ST 24,0.6347913188433387,18
651A JURONG WEST ST 61,0.5146339258544299,9
210 HOUGANG ST 21,0.1640580463106279,17
816 TAMPINES AVE 4,0.33872857897291836,17
258 JURONG EAST ST 24,0.595768000437172,17
38 LOR 5 TOA PAYOH,0.41816521450045285,17
601A PUNGGOL CTRL,0.21204616058007167,15
803D KEAT HONG CL,0.49419597935376147,12
702 WEST COAST RD,0.5629095096615941,11
811 YISHUN RING RD,0.13596944188245702,12
471 JURONG WEST ST 41,0.239309268551285,9
765 CHOA CHU KANG NTH 5,0.5964598033549192,12
10 JLN BT HO SWEE,0.3737834840113367,27
409 SERANGOON CTRL,0.3740077701610269,14
892B WOODLANDS DR 50,0.41698371571460896,16
23 ST. GEORGE'S RD,0.5529349847398508,27
112 LOR 1 TOA PAYOH,0.8115071213455372,14
305 SHUNFU RD,0.35375575653723673,10
364 WOODLANDS AVE 5,0.11874782320456108,11
58 C'WEALTH DR,0.4832233585232747,17
871 YISHUN ST 81,0.41279086502834034,12
148 SERANGOON NTH AVE 1,0.17995785885363835,18
124 BT MERAH LANE 1,0.4054143815707826,13
216 SERANGOON AVE 4,0.31806027138175597,13
409 PANDAN GDNS,0.570807122973216,13
666A YISHUN AVE 4,0.5835825539315815,15
532 HOUGANG AVE 6,0.49495815947872723,16
151 JLN TECK WHYE,0.35402704384427336,17
551 CHOA CHU KANG ST 52,0.24493987991099256,8
613 BT PANJANG RING RD,0.22213112438238528,12
182 PASIR RIS ST 11,0.4436480453720593,12
116 PENDING RD,0.4336013727436444,13
708 BEDOK NTH RD,0.38083465962523044,17
312B SUMANG LINK,0.06492729923949499,13
228 SERANGOON AVE 4,0.30286912021189044,11
514 PASIR RIS ST 52,0.4609049145614217,9
102 TOWNER RD,0.17763377137437644,29
621 BT BATOK CTRL,0.08865112844015421,19
234 ANG MO KIO AVE 3,0.042031358926457256,12
72 CIRCUIT RD,0.33850355235344914,27
677C JURONG WEST ST 64,0.4166172879756933,10
676 HOUGANG AVE 8,0.2861470783863891,19
660B JURONG WEST ST 64,0.36779848245557134,9
148 BT BATOK WEST AVE 6,0.1497251003326164,21
315B PUNGGOL WAY,0.28505180915582007,16
128A CANBERRA ST,1.041235344743536,10
353C ADMIRALTY DR,0.08368491271660222,12
241 BISHAN ST 22,0.4340746069955536,16
253 HOUGANG AVE 3,0.3207239988051901,12
423 TAMPINES ST 41,0.22825210799974313,18
480 TAMPINES ST 44,0.18243623331470796,17
559 PASIR RIS ST 51,0.5511820485557406,16
842B TAMPINES ST 82,0.3198685880641376,12
424D YISHUN AVE 11,0.3171936327102496,15
432A SENGKANG WEST WAY,0.3916063120286111,8
274C COMPASSVALE BOW,0.29864537367419547,18
586 ANG MO KIO AVE 3,0.26333931733623195,13
402 JURONG WEST ST 42,0.3975975080533981,6
326 WOODLANDS ST 32,0.22918886662932186,8
464 ANG MO KIO AVE 10,0.46451194388369055,14
203C COMPASSVALE RD,0.2629373100368322,17
699C HOUGANG ST 52,0.3269944946141706,19
151 SIMEI ST 1,0.5803046748098178,17
372 JURONG EAST ST 32,0.35362666622582484,13
912 HOUGANG ST 91,0.43596137038822025,18
208 PASIR RIS ST 21,0.3035032401916423,11
620 BT BATOK CTRL,0.10919080382920077,19
110 SERANGOON NTH AVE 1,0.18695534781255313,17
101 WHAMPOA DR,0.2017201660115406,27
546 SERANGOON NTH AVE 3,0.1894893359958329,15
765 WOODLANDS CIRCLE,0.13993096607131728,15
229 TAMPINES ST 23,0.29440533032961336,17
272A JURONG WEST ST 24,0.2609000221881353,8
697A JURONG WEST CTRL 3,0.2541279256816762,13
679C PUNGGOL DR,0.20006080304845625,16
704 WEST COAST RD,0.5587922768792121,9
857B TAMPINES ST 83,0.27700634301771887,12
406C FERNVALE RD,0.3386066140057697,12
446B JLN KAYU,0.10133262002188431,9
3D UPP BOON KENG RD,0.08227792033907134,26
322 SEMBAWANG CL,0.31899121633869004,14
191B RIVERVALE DR,0.27435962148704063,20
707 YISHUN AVE 5,0.7303444500196198,13
562 CHOA CHU KANG ST 52,0.08774158467935553,8
359A ADMIRALTY DR,0.1640851690761048,17
110 BEDOK NTH RD,0.25093739002532595,20
840 JURONG WEST ST 81,0.24990192713000142,8
546B SEGAR RD,0.0706873364263805,8
112 HO CHING RD,0.2443031188136827,15
82 STRATHMORE AVE,0.1410849131342586,13
988A JURONG WEST ST 93,0.3717465623617069,8
615A EDGEFIELD PLAINS,0.1279014871763922,14
878A TAMPINES AVE 8,0.5844857812744864,10
448B BT BATOK WEST AVE 9,0.5465383334383455,15
23 GHIM MOH LINK,0.0652240797537175,15
202B SENGKANG EAST RD,0.21296740862635513,18
343 CLEMENTI AVE 5,0.20799342073212868,15
352 WOODLANDS AVE 1,0.4364838532751377,8
203B PUNGGOL FIELD,0.5310735730994842,18
173 YISHUN AVE 7,0.6400399706516335,12
39 TEBAN GDNS RD,0.09504911366733694,16
424 CLEMENTI AVE 1,0.20699677567006544,17
501B YISHUN ST 51,0.5792738224000954,13
273D COMPASSVALE LINK,0.2074634390750469,16
314 JURONG EAST ST 32,0.2613118474648868,15
803A KEAT HONG CL,0.41832538501886174,11
201E TAMPINES ST 23,0.10888746928856835,16
290E BT BATOK ST 24,0.3148015842548103,17
780C WOODLANDS CRES,0.09099057195562049,16
311 YISHUN RING RD,0.24210971524447653,14
571B WOODLANDS AVE 1,0.10520121965162407,11
514 JELAPANG RD,0.2541821656637728,11
302C PUNGGOL PL,0.17090670990468532,17
204 BEDOK NTH ST 1,0.19440164339467322,22
323 TAH CHING RD,0.4416891656009344,15
105 RIVERVALE WALK,0.4005025453730556,15
298 BT BATOK ST 22,0.4778099324381719,19
604C PUNGGOL RD,0.15528011123456517,15
810 TAMPINES AVE 4,0.35990324138989804,20
759 YISHUN ST 72,0.09376461713597199,15
354 CHOA CHU KANG CTRL,0.3039638804907668,12
651 YISHUN AVE 4,0.5080045671177703,15
13 TELOK BLANGAH CRES,0.1324715723175208,17
303 BT BATOK ST 31,0.23185252230755268,12
146 SERANGOON NTH AVE 1,0.18065066557580375,17
273B BISHAN ST 24,0.1390332901423808,14
912 JURONG WEST ST 91,0.4745555794723156,8
635B PUNGGOL DR,0.2741598681300723,13
73 GEYLANG BAHRU,0.18382762450709314,26
2 TG PAGAR PLAZA,0.11056845367221899,17
94B BEDOK NTH AVE 4,0.4362355093712618,20
261A SENGKANG EAST WAY,0.19851897501261948,18
213A COMPASSVALE LANE,0.1973235694931747,15
201 SERANGOON CTRL,0.1464270175904198,12
963 HOUGANG AVE 9,0.24145494419453628,17
43 JLN TIGA,0.03408578499121866,23
49 CIRCUIT RD,0.3797372586811424,26
469B SENGKANG WEST WAY,0.49582836018343174,7
225 JURONG EAST ST 21,0.5760964708434996,18
630 SENJA RD,0.18304291707864842,15
14 TELOK BLANGAH CRES,0.13313598248223416,17
226B COMPASSVALE WALK,0.3801162424655402,17
610 CHOA CHU KANG ST 62,0.4013317299942327,4
990C JURONG WEST ST 93,0.2840223288677983,8
156 RIVERVALE CRES,0.3509637049047357,17
35 MARINE CRES,0.40061971202802493,11
118 ANG MO KIO AVE 4,0.4586750018763078,9
686D CHOA CHU KANG CRES,0.818474178387501,6
267B PUNGGOL FIELD,0.16425778096451227,16
170 GANGSA RD,0.314351112506688,12
394 YISHUN AVE 6,0.45096435241694705,12
651 HOUGANG AVE 8,0.16008261681070424,19
310B ANG MO KIO AVE 1,0.33550235122925504,18
6 GHIM MOH RD,0.24319372201882047,13
359 YISHUN RING RD,0.3275649832323495,15
657B JURONG WEST ST 65,0.46788329199512063,8
324B SENGKANG EAST WAY,0.487562335931519,17
174 BT BATOK WEST AVE 8,0.2572182012683932,21
626 SENJA RD,0.056286747696398416,14
524B TAMPINES CTRL 7,0.6357424724254587,15
114 HOUGANG AVE 1,0.23200385891096095,11
719 TAMPINES ST 72,0.41258288377068547,13
722 TAMPINES ST 72,0.5223619597897484,12
415A FERNVALE LINK,0.4444197066024889,17
466D SEMBAWANG DR,0.12075814480171902,14
286 CHOA CHU KANG AVE 3,0.1125202871213584,10
451A BT BATOK WEST AVE 6,0.4952967456553787,13
244 SERANGOON AVE 2,0.258449479608067,10
148 BISHAN ST 11,0.3999001028914337,12
116 HOUGANG AVE 1,0.33455922252088016,12
754 CHOA CHU KANG NTH 5,0.390680674150077,11
197 RIVERVALE DR,0.11002434741472274,19
228 BISHAN ST 23,0.32396236031621095,16
322A JURONG EAST ST 31,0.34900795445881344,13
61 MARINE DR,0.25985927473995574,12
838 YISHUN ST 81,0.1243775330768915,12
3 BEDOK STH AVE 1,0.24162766999232663,20
939 TAMPINES AVE 5,0.537427412529314,18
662C EDGEDALE PLAINS,0.34710809001125364,10
551 ANG MO KIO AVE 10,0.5049504990836765,13
683B JURONG WEST CTRL 1,0.4096260948928146,11
501 PASIR RIS ST 52,0.5402473436640524,9
860A TAMPINES AVE 5,0.46980515559137714,14
63 CHAI CHEE RD,0.3557143556747604,19
356 CLEMENTI AVE 2,0.1737007991056827,16
371 WOODLANDS AVE 1,0.3173293703538655,11
690 HOUGANG ST 61,0.3561544459972481,18
289B PUNGGOL PL,0.23305309463040993,17
272C PUNGGOL WALK,0.1464423931615825,18
46 LOR 5 TOA PAYOH,0.3505011176478521,17
19 BEDOK STH RD,0.09427925593063925,19
230G TAMPINES ST 21,0.4278663939174018,20
106 HENDERSON CRES,0.4899674273847833,21
174D EDGEDALE PLAINS,0.16852128517061873,15
113 YISHUN RING RD,0.8612132986295753,12
