flat,supermarket_dist,num_supermarket_2km
273 BANGKIT RD,0.3143834158566144,8
413 SERANGOON CTRL,0.24932481742436902,14
5 LOR LEW LIAN,0.35532656363657206,12
315 BT BATOK ST 32,0.38933945828017213,13
801A KEAT HONG CL,0.21479727561816667,11
371 BT BATOK ST 31,0.05037178299290886,13
119A CANBERRA CRES,0.8498770636069635,12
69 TELOK BLANGAH HTS,0.29183924320781796,14
69 REDHILL CL,0.17787459713305193,18
104 BEDOK NTH AVE 4,0.1870744072230301,20
421 BT BATOK WEST AVE 2,0.6939691204801519,11
437 TAMPINES ST 43,0.1756789592405602,19
94 WHAMPOA DR,0.19252428820914474,29
435 TAMPINES ST 43,0.23657592722396895,19
466 PASIR RIS ST 41,0.40431487096096025,10
267 PASIR RIS ST 21,0.13483218081069379,11
660 HOUGANG AVE 8,0.320747086694416,18
504B MONTREAL DR,0.5224635082014079,10
442C FAJAR RD,0.21201926707553295,10
149 PETIR RD,0.5116372804579493,13
288B BT BATOK ST 25,0.37124857956639107,16
618D PUNGGOL DR,0.17799490127986384,14
42 CASSIA CRES,0.3386986346135592,24
453 ANG MO KIO AVE 10,0.48754186257313786,15
1C CANTONMENT RD,0.20020117435391602,20
856 TAMPINES ST 82,0.3202862025175047,12
403 CHOA CHU KANG AVE 3,0.17714107254994474,9
802 WOODLANDS ST 81,0.5846606417014542,15
324 UBI AVE 1,0.3074500087720129,15
184 YUNG SHENG RD,0.1407395723649542,15
62A STRATHMORE AVE,0.19329609140035103,17
167 PETIR RD,0.35765230248353447,13
422 BT BATOK WEST AVE 2,0.6021746007648916,11
44 BENDEMEER RD,0.44201516257526857,27
162 JLN TECK WHYE,0.2671092353542699,16
419 YISHUN AVE 11,0.11353548736424637,15
91 LOR 3 TOA PAYOH,0.5802336892714353,16
617 ANG MO KIO AVE 4,0.3961477098855989,9
248 CHOA CHU KANG AVE 2,0.24881315520576727,13
411 HOUGANG AVE 10,0.24600372940840906,16
800 YISHUN RING RD,0.17713565177127202,14
113 JURONG EAST ST 13,0.3975898842815897,18
451A SENGKANG WEST WAY,0.27985270986040506,7
469 ADMIRALTY DR,0.16349079676665668,18
588A MONTREAL DR,0.7367758738093698,9
823 WOODLANDS ST 82,0.2633864637465119,15
484 JURONG WEST AVE 1,0.22860621581473806,12
274 TAMPINES ST 22,0.18129570227990213,18
279C SENGKANG EAST AVE,0.07004474895508596,17
706 HOUGANG AVE 2,0.6936842943905774,17
837 HOUGANG CTRL,0.4022420310171678,17
121 HOUGANG AVE 1,0.41912852881925255,12
430 BT PANJANG RING RD,0.20658323616754232,8
135 EDGEDALE PLAINS,0.41454886232086907,14
120D CANBERRA CRES,1.0022385720759643,11
119 YISHUN RING RD,0.8408200609990413,12
325 HOUGANG AVE 7,0.4421376041117914,13
442 PASIR RIS DR 6,0.07778147862449881,12
336D ANCHORVALE CRES,0.15161359496802482,15
514 WEST COAST RD,0.3246867568590205,11
105 TAMPINES ST 11,0.14187716579558807,18
617 CHOA CHU KANG NTH 7,0.3872386899862893,7
729 ANG MO KIO AVE 6,0.3001707543667889,12
426 SERANGOON AVE 1,0.5292483352727269,14
723 CLEMENTI WEST ST 2,0.07986190767654441,9
289A PUNGGOL PL,0.17123229770718412,18
503 TAMPINES CTRL 1,0.09071929007132984,16
231 ANG MO KIO AVE 3,0.14191902814701857,13
749 PASIR RIS ST 71,0.2679689961165332,5
834 HOUGANG CTRL,0.5232715378109106,18
468A ADMIRALTY DR,0.07012918489973337,18
850 WOODLANDS ST 82,0.24742174588916224,14
109B EDGEDALE PLAINS,0.19419064383796417,14
303D PUNGGOL PL,0.13753343312172764,17
110 BT BATOK WEST AVE 6,0.23346676914257836,20
650 PASIR RIS DR 10,0.22769216769998765,6
64 MARINE DR,0.2745419944540457,11
761 WOODLANDS AVE 6,0.17711073176592354,15
247 TAMPINES ST 21,0.2390670609644324,16
453 HOUGANG AVE 10,0.4092495895458957,17
557 CHOA CHU KANG NTH 6,0.28129164780087235,6
151 RIVERVALE CRES,0.15996300150933404,19
323 JURONG EAST ST 31,0.4037584473600899,12
64 TEBAN GDNS RD,0.1797461867300478,15
972 HOUGANG ST 91,0.28921602107950545,16
703 HOUGANG AVE 2,0.5916145936833113,16
843 WOODLANDS ST 82,0.24060798933359157,14
678 CHOA CHU KANG CRES,0.5858530264452844,7
102 TAMPINES ST 11,0.15986302265650967,19
252 YISHUN RING RD,0.20471774211873842,12
106 YISHUN RING RD,0.8701545456470541,13
930 JURONG WEST ST 92,0.20883040317773477,9
683A CHOA CHU KANG CRES,0.7686117548959156,6
155 HOUGANG ST 11,0.12638248557058138,11
703 JURONG WEST ST 71,0.15724818051828665,9
202 TAMPINES ST 21,0.07964869646980216,15
809 TAMPINES AVE 4,0.3846045258245259,19
172C EDGEDALE PLAINS,0.158213639142077,12
336 WOODLANDS AVE 1,0.14461607544655544,8
620 BT PANJANG RING RD,0.18876262726120382,12
418 FAJAR RD,0.267217544855562,11
948 JURONG WEST ST 91,0.27068744038957604,8
3 DELTA AVE,0.15083463185711804,29
317A YISHUN AVE 9,0.41805867070694297,11
420 CLEMENTI AVE 1,0.05902094348730998,15
442B BT BATOK WEST AVE 8,1.0725716845300546,12
353 BT BATOK ST 34,0.3163223017156544,15
419 FAJAR RD,0.17461269207469238,11
117B JLN TENTERAM,0.5104930664320327,18
313 SERANGOON AVE 2,0.6147764422023623,14
861 JURONG WEST ST 81,0.751288270300271,9
860 YISHUN AVE 4,0.5105081668317912,13
372 CLEMENTI AVE 4,0.2716445364445557,12
768 CHOA CHU KANG ST 54,0.5021596486964325,13
709 BEDOK RESERVOIR RD,0.23030250405132188,18
589C MONTREAL DR,0.6267755570710029,9
351D CANBERRA RD,0.20614284560276308,12
759 WOODLANDS AVE 6,0.31759342684439135,14
3A HOLLAND CL,0.22910617162393354,12
436D FERNVALE RD,0.10374799124048734,11
265C COMPASSVALE LINK,0.11875794363781814,16
303 CLEMENTI AVE 4,0.38820501732863144,11
659 JLN TENAGA,0.3221917934201268,10
320C ANCHORVALE DR,0.5877999586311224,13
412 WOODLANDS ST 41,0.38002788711405705,8
227 PASIR RIS ST 21,0.44544269597179204,10
105 TOWNER RD,0.2360446371768174,26
3C UPP BOON KENG RD,0.14402830456230595,26
222 HOUGANG ST 21,0.13666615477653518,15
644 HOUGANG AVE 8,0.1500462822102432,19
660 YISHUN AVE 4,0.7080415230713052,15
442 FAJAR RD,0.12806574537001827,9
543 SERANGOON NTH AVE 3,0.08029337181427205,16
293 CHOA CHU KANG AVE 3,0.14093262818085117,10
334 JURONG EAST AVE 1,0.583849466743462,11
270 YISHUN ST 22,0.30145490882940223,12
134 JLN BT MERAH,0.48265279761741775,22
412 SERANGOON CTRL,0.27635664964365564,14
4 TG PAGAR PLAZA,0.0473681680456725,18
729 TAMPINES ST 71,0.12029474550760548,10
35 CIRCUIT RD,0.09919345383105292,22
707 WOODLANDS DR 40,0.4142121260298463,14
339 ANG MO KIO AVE 1,0.15991458640654202,17
761 BEDOK RESERVOIR VIEW,0.4539980415096001,20
408 SERANGOON AVE 1,0.41017885135837706,13
103 ANG MO KIO AVE 3,0.3569662340759314,11
164 SIMEI RD,0.7076676455067592,15
232 PENDING RD,0.12530064740708563,10
355 CHOA CHU KANG CTRL,0.2466000463532358,11
612 ANG MO KIO AVE 4,0.5255514095156117,10
102 ANG MO KIO AVE 3,0.39699669149964323,12
509B YISHUN AVE 4,0.5315398782219827,12
160 TAMPINES ST 12,0.21375561601770984,14
487B CHOA CHU KANG AVE 5,0.18546410184182138,9
203A COMPASSVALE RD,0.2698842562779987,17
151 TAMPINES ST 12,0.0987105009732031,14
123 LOR 1 TOA PAYOH,0.6559621307105145,16
628 BEDOK RESERVOIR RD,0.21441602171471888,16
991A BUANGKOK LINK,0.5015169872798182,21
652 PUNGGOL CTRL,0.2795626244958313,11
537 SERANGOON NTH AVE 4,0.17923428044888018,15
453 YISHUN ST 41,0.5236210128569811,14
656A JURONG WEST ST 61,0.36031479244935183,8
808A CHAI CHEE RD,0.2404424155945222,21
131 YISHUN ST 11,0.5528858020849584,15
126 GEYLANG EAST AVE 1,0.2714189207542319,27
530B PASIR RIS DR 1,0.07098573701640915,13
3 BEACH RD,0.14389038725237444,25
140 PETIR RD,0.4568986086883804,13
167 BT BATOK WEST AVE 8,0.06634620596173013,20
132 CASHEW RD,0.4189189439841508,11
457 PASIR RIS DR 4,0.3269331154784972,10
328 WOODLANDS ST 32,0.22571299173410372,8
525 SERANGOON NTH AVE 4,0.224955935157636,15
155 JLN TECK WHYE,0.3514681073619853,17
518 WEST COAST RD,0.4084686274450994,11
327 SERANGOON AVE 3,0.42122502548618923,11
341 TAMPINES ST 33,0.359767034692987,17
12A MARSILING LANE,1.0762667204664498,7
257 BISHAN ST 22,0.2760717360486452,16
678C JURONG WEST ST 64,0.4424559441192159,10
916 JURONG WEST ST 91,0.43364496402290714,9
160 JLN TECK WHYE,0.3795048183496459,18
886C WOODLANDS DR 50,0.15160632269480667,14
607 BEDOK RESERVOIR RD,0.17500247972944183,14
668 JLN DAMAI,0.4837100065834426,12
319A ANCHORVALE DR,0.5786262549278882,16
87 BEDOK NTH ST 4,0.060318655298026706,21
104 JURONG EAST ST 13,0.0,24
281B SENGKANG EAST AVE,0.137536596343407,17
106 BISHAN ST 12,0.24911705765082773,12
60 CIRCUIT RD,0.35730441826498416,27
199D PUNGGOL FIELD,0.36099558495281897,16
41 CIRCUIT RD,0.1809388324041716,25
233 BISHAN ST 22,0.24599488861730467,16
130 EDGEDALE PLAINS,0.3585884842503629,14
21 EUNOS CRES,0.42462901937539266,18
56 CHAI CHEE DR,0.5104510124025669,21
713 CLEMENTI WEST ST 2,0.2556842302286035,9
577 PASIR RIS ST 53,0.3361695866504533,10
275 BT BATOK EAST AVE 4,0.14924499434330304,17
188B BEDOK NTH ST 4,0.3745120058032252,17
287 BT BATOK EAST AVE 3,0.1508516276589622,16
403 BEDOK NTH AVE 3,0.38167577193187363,18
182 YUNG SHENG RD,0.18053498572530624,15
142 PASIR RIS ST 11,0.613836574575957,15
61 LOR 5 TOA PAYOH,0.34448068154481853,18
107 SIMEI ST 1,0.2884356708362702,19
52 STIRLING RD,0.6244186352521038,15
965 HOUGANG AVE 9,0.30911934638697375,16
434 JURONG WEST ST 42,0.3292907071745859,7
80C TELOK BLANGAH ST 31,0.19259853173214683,12
538 SERANGOON NTH AVE 4,0.1575541816984451,15
725 TAMPINES ST 71,0.20276577779032912,11
152 PASIR RIS ST 13,0.38563956373157404,11
13 LOR 7 TOA PAYOH,0.486971971278163,17
206 MARSILING DR,1.415320308964166,5
334 SERANGOON AVE 3,0.17304360999481314,11
918 JURONG WEST ST 91,0.5056002469293466,7
289B COMPASSVALE CRES,0.34678006274854667,19
120B RIVERVALE DR,0.27218097737704583,16
29 KELANTAN RD,0.18541824296995643,26
604 SENJA RD,0.1789550178082666,12
452 JURONG WEST ST 42,0.109882497368453,10
336C ANCHORVALE CRES,0.12338522090777208,15
123 PENDING RD,0.2035914117979598,12
793 YISHUN RING RD,0.2128436880463469,15
435 ANG MO KIO AVE 10,0.29163021324156146,13
969 HOUGANG ST 91,0.2321346575372366,17
142 RIVERVALE CRES,0.20718010909435575,18
136 PETIR RD,0.531207864802933,13
754 WOODLANDS CIRCLE,0.4303660336332181,14
479 TAMPINES ST 44,0.13222800076588295,17
163B RIVERVALE CRES,0.5724903782147934,15
85 LOR 4 TOA PAYOH,0.4050542473858341,18
45 TEBAN GDNS RD,0.17753140926973243,15
661A JURONG WEST ST 64,0.402682953212387,10
188A BEDOK NTH ST 4,0.37644834440959374,16
13 UPP BOON KENG RD,0.05735926026765918,28
205 MARSILING DR,1.363756862019521,5
340 CLEMENTI AVE 5,0.15849185962125487,14
40 TELOK BLANGAH RISE,0.765158023663456,14
977 JURONG WEST ST 93,0.37325231272141557,8
286B COMPASSVALE CRES,0.30297503080079535,18
18 LOR 7 TOA PAYOH,0.386186056765807,17
117 PASIR RIS ST 11,0.45362315577014106,14
111 TECK WHYE LANE,0.2238229399131065,14
135 BEDOK NTH ST 2,0.30139198142096363,19
619D PUNGGOL DR,0.18556411243624713,14
878 YISHUN ST 81,0.23426882809488161,12
242 JURONG EAST ST 24,0.5814987602594758,18
79E TOA PAYOH CTRL,0.18231644541285166,20
931 TAMPINES ST 91,0.5960484166315623,20
506 ANG MO KIO AVE 8,0.3897897613116035,11
58 CHAI CHEE DR,0.5328622218209338,20
450D BT BATOK WEST AVE 6,0.4735639094321849,16
107 TECK WHYE LANE,0.06007444962930994,14
625 SENJA RD,0.061574008900541245,14
237 JURONG EAST ST 21,0.6064507427320597,17
528 CHOA CHU KANG ST 51,0.17657718166601416,8
262 BOON LAY DR,0.5954434417628419,12
483 PASIR RIS DR 4,0.1949302818565231,9
486B TAMPINES AVE 9,0.42722503123924416,19
105 PASIR RIS ST 12,0.13807074874908745,12
203 MARSILING DR,1.23429119579305,5
348 WOODLANDS AVE 3,0.40299046975062053,8
785D WOODLANDS RISE,0.40587851180468637,18
272 BISHAN ST 24,0.15453943231914002,14
657 JLN TENAGA,0.37380913639160035,10
47 STIRLING RD,0.6149775003167319,16
265A PUNGGOL WAY,0.2123781330862236,15
34 WHAMPOA WEST,0.45754434360065604,27
203D COMPASSVALE RD,0.28912415105480116,17
766 JURONG WEST ST 74,0.6392275870564813,9
430D FERNVALE LINK,0.4340775025378686,8
622 ANG MO KIO AVE 9,0.8656861904375862,9
44 MOH GUAN TER,0.20037767534552597,24
613A PUNGGOL DR,0.0919564755738023,16
618 WOODLANDS AVE 4,0.41196918454365905,14
608 CHOA CHU KANG ST 62,0.2596871192873576,5
52 STRATHMORE AVE,0.27800427314627596,12
789 CHOA CHU KANG NTH 6,0.31446108411816803,10
723 WOODLANDS AVE 6,0.09609026580469358,15
608 ELIAS RD,0.330998389388141,8
722 CLEMENTI WEST ST 2,0.05715055181721016,9
749 WOODLANDS CIRCLE,0.4289292970943246,14
501 BEDOK NTH ST 3,0.054887889227503435,22
166 HOUGANG AVE 1,0.39321807959900595,12
14 JOO SENG RD,0.22974293771745227,13
646 HOUGANG AVE 8,0.09035865284885723,19
748 YISHUN ST 72,0.23544647572000818,15
246 SIMEI ST 5,0.2895302329772013,17
8 TOH YI DR,0.46328461026676604,8
422 JURONG WEST ST 42,0.20003508806432535,11
411 SAUJANA RD,0.2881452085489081,11
804 TAMPINES AVE 4,0.47170609771569827,22
120B EDGEDALE PLAINS,0.23389627995097503,18
698D HOUGANG ST 52,0.36837298193835055,19
11 JLN BT MERAH,0.08236676591780843,14
156 WOODLANDS ST 13,0.17708031677545388,6
284 CHOA CHU KANG AVE 3,0.12224379981665859,11
129 BEDOK NTH ST 2,0.4481165872797514,17
37 TEBAN GDNS RD,0.0012372646266655195,15
259A PUNGGOL FIELD,0.22601827470247549,17
441A FERNVALE RD,0.11425443568915628,11
710 YISHUN AVE 5,0.6866686410891975,13
116 SERANGOON NTH AVE 1,0.2167449944388095,17
113 ANG MO KIO AVE 4,0.4762616321026026,10
992B BUANGKOK LINK,0.4212974037463182,20
120 PENDING RD,0.34427101458877485,13
303C ANCHORVALE LINK,0.3444600516587718,17
509 CHOA CHU KANG ST 51,0.4725052749628531,9
809B CHOA CHU KANG AVE 1,0.29489735877372325,13
716 BEDOK RESERVOIR RD,0.19112044387647545,17
459 ANG MO KIO AVE 10,0.6770925748529238,14
180A RIVERVALE CRES,0.582003907399625,16
453A BT BATOK WEST AVE 6,0.41219940654756576,16
74 WHAMPOA DR,0.0,29
440 JURONG WEST AVE 1,0.2367465389712111,7
321B ANCHORVALE DR,0.48706666799465426,15
37 JLN RUMAH TINGGI,0.32466414535315735,18
366 BT BATOK ST 31,0.22495945607128798,13
319 SERANGOON AVE 2,0.32746169959685756,9
625 BT BATOK CTRL,0.1263318578840684,15
314 YISHUN RING RD,0.19706973689969665,14
899C WOODLANDS DR 50,0.06097874387694337,14
191 BISHAN ST 13,0.19443493440592868,11
111 SIMEI ST 1,0.3931910300259246,19
540 JURONG WEST AVE 1,0.20437502405074237,10
162 MEI LING ST,0.15141951082450142,13
335A YISHUN ST 31,0.42130217805461406,11
130 PASIR RIS ST 11,0.4444610797006966,14
211 TAMPINES ST 23,0.21259386142854786,16
531 HOUGANG AVE 6,0.4784612356551241,16
578 ANG MO KIO AVE 10,0.1433437184676176,13
230 ANG MO KIO AVE 3,0.193320870788535,13
445 SIN MING AVE,0.4420777950738107,9
240 BT PANJANG RING RD,0.19362866093944398,9
245 JURONG EAST ST 24,0.6167550734823433,17
661 WOODLANDS RING RD,0.4371042985949015,13
460 PASIR RIS DR 4,0.22145444285259933,10
322A SUMANG WALK,0.37701819847836937,13
631 ANG MO KIO AVE 4,0.6041517496010067,10
720 BEDOK RESERVOIR RD,0.30634199637750686,17
718 WOODLANDS AVE 6,0.11518901927756459,15
260B SENGKANG EAST WAY,0.15840843935341664,19
225 SIMEI ST 4,0.47198818609659576,16
783B WOODLANDS RISE,0.33930426689891624,18
340 CHOA CHU KANG LOOP,0.1456997502251269,11
356 BT BATOK ST 31,0.30867254183237697,15
269C QUEEN ST,0.2819313852350918,26
66 BEDOK STH AVE 3,0.6862646258238082,12
272D SENGKANG CTRL,0.17351835962251927,16
54 MARINE TER,0.05243311874075628,10
427 TAMPINES ST 41,0.4970461453048891,20
238 SERANGOON AVE 2,0.201576017691136,10
212B PUNGGOL WALK,0.2885100871734719,18
233 ANG MO KIO AVE 3,0.0,13
429 CLEMENTI AVE 3,0.31459297131272207,13
672B YISHUN AVE 4,0.7429050555509967,15
529 ANG MO KIO AVE 10,0.16751015208226594,14
888 TAMPINES ST 81,0.40812680600762236,12
639 BEDOK RESERVOIR RD,0.3594936807561454,13
249 CHOA CHU KANG AVE 2,0.27988466213154534,13
877 WOODLANDS AVE 9,0.2557708510522331,14
185C RIVERVALE CRES,0.2485652393601058,19
128B PUNGGOL FIELD WALK,0.13382632195556285,12
535 BT BATOK ST 52,0.38109508467348374,14
618 CHOA CHU KANG NTH 7,0.3787367048149252,7
677 HOUGANG AVE 8,0.3163368035297183,19
614A EDGEFIELD PLAINS,0.131537040944971,14
95 OLD AIRPORT RD,0.29454288293134673,24
122B EDGEDALE PLAINS,0.27551424304637234,16
205 CLEMENTI AVE 6,0.6290482243152942,12
785 CHOA CHU KANG DR,0.29397020553404024,11
34 TANGLIN HALT RD,0.5794337085927252,16
226C SUMANG LANE,0.44230399880424115,16
707 BEDOK NTH RD,0.35169667879030697,16
329 SEMBAWANG CL,0.28578091936147293,15
753 JURONG WEST ST 74,0.3875061100165443,10
552 BEDOK NTH AVE 1,0.25572224428711565,18
119 ANG MO KIO AVE 3,0.15890449592157924,12
181 PASIR RIS ST 11,0.4978891674252059,12
204 SERANGOON CTRL,0.21561535626787906,11
319 BT BATOK ST 33,0.4817184431412109,12
333 UBI AVE 1,0.37015120919917155,18
302 UBI AVE 1,0.11736036726637569,20
517 SERANGOON NTH AVE 4,0.20505530435759772,16
890C TAMPINES AVE 1,0.16084359901477058,17
134 POTONG PASIR AVE 3,0.22859319229994224,16
426A YISHUN AVE 11,0.16127144123321394,15
812B CHOA CHU KANG AVE 7,0.5270506782393438,12
175C PUNGGOL FIELD,0.1942911829553475,15
32 TANGLIN HALT RD,0.30744565027602866,16
603 ANG MO KIO AVE 5,0.779187571162182,7
118 YISHUN RING RD,0.7681379775232203,12
25 TOA PAYOH EAST,0.16781163077229977,16
880 YISHUN ST 81,0.27670851541646524,12
844 WOODLANDS AVE 4,0.28269982542241423,14
673A EDGEFIELD PLAINS,0.11998578174950976,13
268 BT BATOK EAST AVE 4,0.2946432480694843,16
405 FAJAR RD,0.36580377935218505,11
187 PUNGGOL CTRL,0.2004105790537618,15
830 HOUGANG CTRL,0.43003293064721204,18
178 EDGEFIELD PLAINS,0.26530840262652733,15
323 UBI AVE 1,0.34176810641528793,15
628 YISHUN ST 61,0.2176020728479931,15
459 CHOA CHU KANG AVE 4,0.43394592340635746,7
670 WOODLANDS DR 71,0.2563171413355138,14
5 HAIG RD,0.30477490993876166,23
102 POTONG PASIR AVE 1,0.21868561306701975,14
130 CASHEW RD,0.4190308674398313,11
106 TAMPINES ST 11,0.12122011370710785,18
562 ANG MO KIO AVE 3,0.6228685336448185,13
574 CHOA CHU KANG ST 52,0.31743476431835865,9
762 PASIR RIS ST 71,0.4493468051334634,5
588B MONTREAL DR,0.6780820697772428,9
141 SERANGOON NTH AVE 2,0.21250971320757,18
354D ADMIRALTY DR,0.1373140288751828,13
236 YISHUN RING RD,0.09153135292230286,14
247 JURONG EAST ST 24,0.6209575386769838,17
433 HOUGANG AVE 8,0.4044086988366394,15
342 BT BATOK ST 34,0.40824330362382416,15
494G TAMPINES ST 45,0.4049228464959907,17
39A BENDEMEER RD,0.45679807451629506,28
414 EUNOS RD 5,0.15611336952646754,23
886 TAMPINES ST 83,0.3359096981719262,12
18A CIRCUIT RD,0.02501084311804524,22
130 BT MERAH VIEW,0.2559847344004346,16
43 TANGLIN HALT RD,0.3731020690106126,17
165 HOUGANG AVE 1,0.49456852851541655,12
260A PUNGGOL WAY,0.07197474722545653,16
78 LOR LIMAU,0.1298737015052371,28
27 CHAI CHEE RD,0.11807110799687655,20
256 KIM KEAT AVE,0.12074568657144814,15
278 YISHUN ST 22,0.25289898888360957,12
14 TOH YI DR,0.4268986605046782,10
603 SENJA RD,0.24057972253882948,12
123 BEDOK NTH ST 2,0.2527940118731694,20
124 RIVERVALE DR,0.22957550243119082,16
38 TELOK BLANGAH RISE,0.6832450167525306,14
577 WOODLANDS DR 16,0.310245296261993,11
527 BEDOK NTH ST 3,0.3396307406921298,18
343 CHOA CHU KANG LOOP,0.18782791097214657,11
502C YISHUN ST 51,0.6918475733145409,13
495A TAMPINES ST 43,0.34615480516118946,18
27 MARINE CRES,1.4519681042578978,4
6 TELOK BLANGAH CRES,0.10277018407988706,19
216 CHOA CHU KANG CTRL,0.310729444013162,13
335C YISHUN ST 31,0.34571045245032345,12
99C LOR 2 TOA PAYOH,0.6780533683020161,16
441 JURONG WEST AVE 1,0.10091205515903078,8
160 BISHAN ST 13,0.7303690389047433,15
186B BEDOK NTH ST 4,0.4307879188953953,17
477 PASIR RIS DR 6,0.2938388484897533,9
690B WOODLANDS DR 75,0.1925046256428107,18
445B BT BATOK WEST AVE 8,0.5195269495717465,13
828 YISHUN ST 81,0.2425852062785953,12
95C HENDERSON RD,0.3799506180967929,18
629 SENJA RD,0.18974478041824214,15
239 JURONG EAST ST 21,0.607215965943371,17
738 WOODLANDS CIRCLE,0.1887694005625445,15
722 YISHUN ST 71,0.4731098916962818,14
981C BUANGKOK CRES,0.053700589151351244,19
250A COMPASSVALE ST,0.5145135779127636,19
244 BISHAN ST 22,0.35115387350022753,16
755 YISHUN ST 72,0.1956695878262586,15
1 GHIM MOH RD,0.36142669431281216,13
299A TAMPINES ST 22,0.3694471723531978,12
705 HOUGANG AVE 2,0.7141588751509176,17
175B PUNGGOL FIELD,0.13943936559509643,15
686C CHOA CHU KANG CRES,0.8992291306058181,6
705 BEDOK NTH RD,0.32207628668003313,16
183A BOON LAY AVE,0.3917830279584988,10
68 BEDOK STH AVE 3,0.6401452516161144,13
137 SERANGOON NTH AVE 2,0.31300323567563754,18
903 TAMPINES AVE 4,0.4643147613429499,13
432 CLEMENTI AVE 3,0.2530866529206323,13
353 YISHUN RING RD,0.2349426827011809,15
21 HOUGANG AVE 3,0.3259779578216299,15
816 JELLICOE RD,0.12894189859522634,28
161 BISHAN ST 13,0.7606250973102798,14
257 YISHUN RING RD,0.10436766764765262,13
574B WOODLANDS DR 16,0.3892711028474541,10
810B CHOA CHU KANG AVE 7,0.3680832045463699,13
264 BOON LAY DR,0.48897115298831695,12
5 MARSILING DR,0.7990475781756472,7
318 BT BATOK ST 32,0.38713502870901284,13
503 BISHAN ST 11,0.13738224999798837,13
55 C'WEALTH DR,0.5611706059221971,17
257 PASIR RIS ST 21,0.10435330806133054,11
717 JURONG WEST ST 71,0.15324248524735096,9
510 JELAPANG RD,0.09763417660705481,10
431 JURONG WEST AVE 1,0.2422569759177732,7
793 WOODLANDS AVE 6,0.28430632083563523,19
318B ANCHORVALE LINK,0.33610087237075903,16
405 WOODLANDS ST 41,0.21768889369060168,5
17 HOUGANG AVE 3,0.34354142512688535,14
734 WOODLANDS CIRCLE,0.19257112916229016,15
40 BEO CRES,0.1111516068249653,29
161 MEI LING ST,0.08216322213499384,14
487A CHOA CHU KANG AVE 5,0.22360330491872588,10
463 CRAWFORD LANE,0.34829061814796525,26
107 JLN BT MERAH,0.32308328227300526,17
142 TAMPINES ST 12,0.3815198385492413,18
104B CANBERRA ST,1.176305239585283,11
510 ANG MO KIO AVE 8,0.31235682962110206,11
103 POTONG PASIR AVE 1,0.3107505030908632,15
122 BT BATOK CTRL,0.30401951028814556,17
159 YISHUN ST 11,0.3860059596044029,15
509B WELLINGTON CIRCLE,0.19586974228176027,11
330 ANG MO KIO AVE 1,0.3911620028064576,17
154 SIMEI ST 1,0.4993709801975897,17
106D PUNGGOL FIELD,0.20587395522195465,15
99B LOR 2 TOA PAYOH,0.6472756417608648,16
269 PASIR RIS ST 21,0.1454757701223157,11
337 JURONG EAST AVE 1,0.46755934624456097,12
111 WOODLANDS ST 13,0.6128824740593222,10
237 PASIR RIS ST 21,0.28070160541910744,9
428 HOUGANG AVE 6,0.2839681565718886,16
590C MONTREAL LINK,0.8303354728491523,11
166 YISHUN RING RD,0.5724062792048414,11
294A COMPASSVALE CRES,0.1356212453940442,18
317 SERANGOON AVE 2,0.5181288200814771,13
112 MCNAIR RD,0.08042526658419014,29
507 JELAPANG RD,0.24668719190407978,11
10 LOR 7 TOA PAYOH,0.2744360293744045,17
5 CHANGI VILLAGE RD,3.2446361268338313,0
216 YISHUN ST 21,0.2876548094355755,15
821 YISHUN ST 81,0.313178896423308,11
764 BEDOK RESERVOIR VIEW,0.45418670994458893,21
869 TAMPINES ST 83,0.12107036910801146,10
493D TAMPINES ST 43,0.2912176168211279,17
277 BANGKIT RD,0.32809030813686174,10
510 PASIR RIS ST 52,0.43138514508766607,9
787 CHOA CHU KANG NTH 6,0.1933739350251149,10
105 CLEMENTI ST 12,0.077415500271571,11
550 JURONG WEST ST 42,0.11827274840927916,9
581 PASIR RIS ST 53,0.45418870473881523,9
506 WOODLANDS DR 14,0.1590217100280949,11
337A TAH CHING RD,0.4083911462952275,16
296A BT BATOK ST 22,0.47255627059700345,19
48 LOR 5 TOA PAYOH,0.3169474690962369,17
282 TOH GUAN RD,0.5190561986684824,17
419 TAMPINES ST 41,0.23190619671846283,18
822 WOODLANDS ST 82,0.19129937905089686,15
12 NTH BRIDGE RD,0.3238915215724593,26
646 WOODLANDS RING RD,0.28089286912880645,14
330 YISHUN RING RD,0.09828553039686513,14
7 TELOK BLANGAH CRES,0.06276363206623427,18
207B PUNGGOL PL,0.22638577109237726,18
519 WOODLANDS DR 14,0.4243512096996808,14
328 SEMBAWANG CRES,0.3052334698329714,11
310A PUNGGOL WALK,0.25721896616087814,16
181B BOON LAY DR,0.522769656966176,9
27 MARSILING DR,1.0475354785192597,6
150A BISHAN ST 11,0.46039247054449656,15
187B BEDOK NTH ST 4,0.3481453758937874,18
744 PASIR RIS ST 71,0.2731499122818226,5
156 HOUGANG ST 11,0.07201505290894825,11
219 JURONG EAST ST 21,0.4656329287661057,18
227 LOR 8 TOA PAYOH,0.26692368677283757,17
252 BT BATOK EAST AVE 5,0.30663374315777875,16
109 TECK WHYE LANE,0.19075244503374084,14
164 BT BATOK ST 11,0.06138357894121119,19
219 BISHAN ST 23,0.6277960525221632,17
174 YISHUN AVE 7,0.5623108205032191,12
5 ST. GEORGE'S LANE,0.17718536373724664,28
