flat,school,school_dist,num_school_2km,mrt,mrt_dist,num_mrt_2km,supermarket_dist,num_supermarket_2km,dist_dhoby
104A CANBERRA ST,Wellington Primary School,1.1217216145890792,9,CANBERRA MRT STATION,0.8511088096491112,2,1.263065034643403,9,16.764466088801562
86 REDHILL CL,Gan Eng Seng Primary School,0.3775039178634242,9,REDHILL MRT STATION,0.3576336258223177,3,0.0,19,3.263054278520175
126 ANG MO KIO AVE 3,Ang Mo Kio Primary School,0.5155127431941242,10,ANG MO KIO MRT STATION,0.6844845975121495,2,0.1636136670384642,12,8.001280874494723
228C COMPASSVALE WALK,Seng Kang Primary School,0.2177921222168256,27,KANGKAR LRT STATION,0.4481013951222222,19,0.2825243301375674,16,11.556001729466702
350 CORPORATION DR,Lakeside Primary School,0.1200626690138844,10,LAKESIDE MRT STATION,0.6511951519133784,3,0.448046921619323,11,14.698447191287597
787C WOODLANDS CRES,Riverside Primary School,0.2492954573442788,18,ADMIRALTY MRT STATION,0.4739683326350611,4,0.3476688928686868,17,16.82724157433687
550 ANG MO KIO AVE 10,Jing Shan Primary School,0.6927062733625212,10,ANG MO KIO MRT STATION,1.0450221516914484,2,0.4828885255169521,14,8.340552491771684
224 SERANGOON AVE 4,Zhonghua Primary School,0.3521511554692941,14,SERANGOON MRT STATION,0.7504217225578005,6,0.3909391524738159,12,7.00492293707024
314 WOODLANDS ST 31,Fuchun Primary School,0.2416251400098388,11,MARSILING MRT STATION,0.2649096062818895,4,0.2754411828910503,7,16.49204932658975
780 PASIR RIS ST 71,Meridian Primary School,0.3884451652670894,10,PASIR RIS MRT STATION,1.2752080713819842,1,0.6648267255439118,6,13.169182481671523
420 BT BATOK WEST AVE 2,St. Anthony's Primary School,0.4244837947839685,6,BUKIT GOMBAK MRT STATION,0.8020352763302426,5,0.6171853319560182,12,13.097932025187811
561 ANG MO KIO AVE 10,Jing Shan Primary School,0.6626095683495119,10,ANG MO KIO MRT STATION,0.9265539383474726,2,0.4874155704655725,13,8.003824253667357
524 CHOA CHU KANG ST 51,De La Salle School,0.4140828714459944,10,CHOA CHU KANG MRT STATION,0.7746714531264407,5,0.2229193518535147,8,15.439686495825002
578 PASIR RIS ST 53,Elias Park Primary School,0.2712527276716932,15,PASIR RIS MRT STATION,0.2215676955333323,1,0.3105132464723312,9,14.056846698827234
50 DORSET RD,Farrer Park Primary School,0.0850457782719043,11,FARRER PARK MRT STATION,0.3774447451023274,19,0.2883102282967305,27,1.649931973117052
115 BEDOK RESERVOIR RD,Telok Kurau Primary School,0.2477906247421633,7,KAKI BUKIT MRT STATION,0.4759027108931874,5,0.6206782836951636,14,7.8674816918512915
916 HOUGANG AVE 9,Yio Chu Kang Primary School,0.3661436357225186,14,HOUGANG MRT STATION,0.9832726586106744,7,0.2161408428338082,18,9.41999160295393
55 NEW UPP CHANGI RD,Bedok Green Primary School,0.504864334307685,9,TANAH MERAH MRT STATION,0.522243992352009,3,0.1105761268348463,15,11.146526899295145
212 JURONG EAST ST 21,Yuhua Primary School,0.4176675715972435,9,JURONG EAST MRT STATION,0.6908172160969147,4,0.4146461227749066,16,12.475023380380566
54 CASSIA CRES,Kong Hwa School,0.4024010062838599,6,DAKOTA MRT STATION,0.4731529618675751,11,0.2664247547421011,24,4.562383592608659
183 BT BATOK WEST AVE 8,Princess Elizabeth Primary School,0.412415215245615,11,BUKIT BATOK MRT STATION,0.7533952850429451,5,0.1121071965598418,19,12.47614231074011
322B ANCHORVALE DR,Nan Chiau Primary School,0.1253257284991754,24,SENGKANG LRT STATION,0.3929209814969777,21,0.5794573760289594,14,11.422848973919457
537 BT PANJANG RING RD,West View Primary School,0.3177307483276327,12,SENJA LRT STATION,0.1404593581222149,14,0.357675478559843,11,13.066059269802562
327B SUMANG WALK,Punggol Cove Primary School,0.1053047795624802,16,NIBONG LRT STATION,0.0905156871486056,15,0.1818560957373353,12,13.873886213015783
506 SERANGOON NTH AVE 4,Rosyth School,0.1491448783095044,9,KOVAN MRT STATION,1.700677206885472,2,0.4190337693460909,17,8.832414221472225
524 BEDOK NTH ST 3,Yu Neng Primary School,0.1979576205972292,14,BEDOK RESERVOIR MRT STATION,0.2621433831455844,5,0.1968872271784728,21,10.279436738003898
635 HOUGANG AVE 8,Xinmin Primary School,0.4601950226640846,12,KOVAN MRT STATION,1.2910906454169115,2,0.1885995355586645,18,8.697410481894147
87 ZION RD,River Valley Primary School,0.5316324538001401,10,TIONG BAHRU MRT STATION,0.7940868492782267,14,0.3123971680348472,32,1.7043533775304276
422 TAMPINES ST 41,Gongshang Primary School,0.2350034087317292,26,TAMPINES MRT STATION,0.4909429898989618,6,0.1979236673366208,18,13.011203080126647
28D DOVER CRES,Fairfield Methodist School (Primary),0.6523776487699495,4,DOVER MRT STATION,0.7260052888060174,7,0.1952429450109736,18,7.030497195217434
465 ANG MO KIO AVE 10,Teck Ghee Primary School,0.6981654838332721,15,ANG MO KIO MRT STATION,0.9458473209144792,4,0.4797725187213388,14,7.5146271340762585
497D TAMPINES ST 45,East Spring Primary School,0.7391314387275457,19,TAMPINES EAST MRT STATION,0.5774017195239022,6,0.5248715279637253,18,14.272114618101824
165 GANGSA RD,Zhenghua Primary School,0.5535410606436476,11,PETIR LRT STATION,0.200509132560326,15,0.4231425773970066,13,12.373547768426505
230D TAMPINES ST 24,Gongshang Primary School,0.29322130771327,26,TAMPINES EAST MRT STATION,0.3365106505823089,7,0.3356029190286963,18,13.39281655729963
2D UPP BOON KENG RD,Bendemeer Primary School,1.2390586572929383,8,KALLANG MRT STATION,0.2083242394582121,11,0.0501230424334706,27,3.3781176509027415
232A SERANGOON AVE 2,CHIJ Our Lady of Good Counsel,0.614681496541491,14,LORONG CHUAN MRT STATION,0.5701534147350745,6,0.2546765738494995,10,6.604045944189795
330 CLEMENTI AVE 2,Pei Tong Primary School,0.2720122117895397,7,CLEMENTI MRT STATION,0.305211251494047,2,0.2605862149715152,14,8.771862307182401
170 BISHAN ST 13,Kuo Chuan Presbyterian Primary School,0.3291092519283576,18,BISHAN MRT STATION,0.7325349784353191,7,0.4997965532602073,11,5.290841311382485
273C COMPASSVALE LINK,North Vista Primary School,0.2555946162074559,24,BUANGKOK MRT STATION,0.2464605004360573,14,0.2446603275368482,15,10.906956242355669
201 YISHUN ST 21,Xishan Primary School,0.3161059362239077,14,YISHUN MRT STATION,0.3724489075244186,3,0.2725877689642218,15,14.543657705838887
405A FERNVALE LANE,Fernvale Primary School,0.1761179215967919,8,FERNVALE LRT STATION,0.4338822629286901,7,0.3803233087155264,11,10.396378156205017
211 BISHAN ST 23,Catholic High School (Primary),0.5651673040055879,14,BISHAN MRT STATION,0.535995897918342,6,0.5907367068610695,15,6.299033331067075
139 BEDOK RESERVOIR RD,Telok Kurau Primary School,0.50669680387782,8,BEDOK NORTH MRT STATION,0.4651181274922989,4,0.2251506746545372,15,8.564667826995601
562 PASIR RIS ST 51,Tampines Primary School,0.8032055712075559,19,PASIR RIS MRT STATION,0.6076500247228149,4,0.3502169377437555,16,13.912137740292444
738 TAMPINES ST 72,Poi Ching School,0.2416417200782953,15,TAMPINES MRT STATION,1.1383595254067156,3,0.4183291314863727,9,11.845116217218418
534 PASIR RIS DR 1,Casuarina Primary School,0.7224888005537982,15,PASIR RIS MRT STATION,0.3383752396712324,4,0.2436957230170197,13,14.136474939556358
120 BEDOK RESERVOIR RD,Telok Kurau Primary School,0.1140209221550108,8,KAKI BUKIT MRT STATION,0.4797948897344493,5,0.4872506019265434,13,7.9963409910724215
207C PUNGGOL PL,Punggol Green Primary School,0.2097174538419974,25,PUNGGOL MRT STATION,0.4703604799394111,26,0.2088063833919528,18,12.772349266814794
408 BEDOK NTH AVE 2,Fengshan Primary School,0.1907308342625276,11,BEDOK MRT STATION,0.596944753365424,5,0.316046513233713,20,10.267271295816313
211 PASIR RIS ST 21,White Sands Primary School,0.1753117330194886,13,TAMPINES EAST MRT STATION,1.4184161785160452,2,0.3427748879427382,11,14.920630871127194
19 DOVER CRES,Fairfield Methodist School (Primary),0.7820640347477582,3,DOVER MRT STATION,0.680733239917247,7,0.2704199655291499,18,6.92548439494979
661A EDGEDALE PLAINS,Waterway Primary School,0.4953265432442736,11,KADALOOR LRT STATION,0.3871832390573189,13,0.410875696291378,10,13.977893172557135
653C JURONG WEST ST 61,Frontier Primary School,0.3267254678655634,10,PIONEER MRT STATION,0.2435927641645127,2,0.3142951453747112,8,16.986111257513627
8 JOO SENG RD,Cedar Primary School,0.3456480817880988,10,BARTLEY MRT STATION,0.8512976521458147,10,0.1009905377187523,13,5.439112587600259
177 BT BATOK WEST AVE 8,Princess Elizabeth Primary School,0.3144636173503716,11,BUKIT BATOK MRT STATION,0.9420536132670378,5,0.1641831922251307,21,12.666323663338456
680 HOUGANG AVE 8,Xinmin Primary School,0.2565703767811158,14,HOUGANG MRT STATION,0.7873088222336049,6,0.1905280781138343,19,9.185332468849932
221 BISHAN ST 23,Townsville Primary School,0.5952719108149706,13,BISHAN MRT STATION,0.7227098806205574,6,0.5764133011297168,17,6.485073559760039
863 JURONG WEST ST 81,Westwood Primary School,0.626119724072465,10,PIONEER MRT STATION,1.3123221363435762,2,0.8676871423212074,9,17.581902026114022
311C CLEMENTI AVE 4,Pei Tong Primary School,0.4333971943544559,8,CLEMENTI MRT STATION,0.5703203799235095,2,0.4381707059462237,12,9.164380629817932
302 JURONG EAST ST 32,Jurong Primary School,0.4444416531084293,10,CHINESE GARDEN MRT STATION,0.3237270282910038,5,0.3720675411652809,17,13.314547042635313
8 JLN BT HO SWEE,Zhangde Primary School,0.768459922330005,9,TIONG BAHRU MRT STATION,0.5756030651591745,13,0.4169953265469357,27,1.9688250073818871
281 TAMPINES ST 22,Angsana Primary School,0.1751105787756204,23,SIMEI MRT STATION,0.4473247501422218,8,0.1061002775430113,18,13.062174557067793
266 PASIR RIS ST 21,White Sands Primary School,0.335932994955842,11,TAMPINES EAST MRT STATION,1.5085371024901248,2,0.0860459747294624,11,15.126338617841384
605 WOODLANDS DR 42,Woodlands Ring Primary School,0.2499197596718443,17,ADMIRALTY MRT STATION,0.5748147767323845,5,0.1975950113248078,14,16.16172617182354
321 SERANGOON AVE 2,Yangzheng Primary School,0.2975719597007324,17,LORONG CHUAN MRT STATION,0.4060476451275372,5,0.4299570719114873,11,6.260373804045838
256 BISHAN ST 22,Catholic High School (Primary),0.7848629465146431,13,ANG MO KIO MRT STATION,1.2214280763317849,4,0.4623158735184257,17,6.86290587405466
168B PUNGGOL EAST,Greendale Primary School,0.2858511759248922,18,CORAL EDGE LRT STATION,0.1709984755519801,14,0.1019939581698641,12,13.008783573382711
544 HOUGANG AVE 8,Punggol Primary School,0.2992781803613019,19,BUANGKOK MRT STATION,0.5076994837159321,10,0.4608886635407906,16,10.173098858619547
383 TAMPINES ST 32,East Spring Primary School,0.4104448367871285,19,TAMPINES EAST MRT STATION,0.469107190529124,5,0.1858975389086992,15,13.957201996576783
603 WOODLANDS DR 42,Woodlands Ring Primary School,0.3112660766032952,17,ADMIRALTY MRT STATION,0.6092473463263893,5,0.1321140659819652,14,16.227188693739237
144 PETIR RD,Bukit Panjang Primary School,0.3154404057473261,11,PETIR LRT STATION,0.2350298829745496,14,0.5826608224130148,13,12.098942721048845
203 CLEMENTI AVE 6,Nan Hua Primary School,0.2204880588022399,8,CLEMENTI MRT STATION,0.7246781752352753,1,0.6552296111412715,12,9.533697576883915
128 YISHUN ST 11,Ahmad Ibrahim Primary School,0.1993663774282056,12,YISHUN MRT STATION,0.6404899603604566,3,0.6382595043358051,13,14.961204345846681
253 PASIR RIS ST 21,White Sands Primary School,0.3717183545647406,11,TAMPINES EAST MRT STATION,1.6245453492856956,2,0.2113406033164104,11,15.158882041234792
723 BEDOK RESERVOIR RD,Yu Neng Primary School,0.4903593131039491,13,BEDOK RESERVOIR MRT STATION,0.363398238492728,4,0.4902853827837618,18,10.200336355050947
95 BEDOK NTH AVE 4,St. Anthony's Primary School,0.1315758569430353,18,TANAH MERAH MRT STATION,0.8779253451570284,5,0.4374894409116582,19,11.427727525148475
788 CHOA CHU KANG NTH 6,Kranji Primary School,0.2673342631141424,9,YEW TEE MRT STATION,0.215053828335842,5,0.24310556839738,10,15.177192543984603
638 ANG MO KIO AVE 6,Mayflower Primary School,0.4530134010681011,7,YIO CHU KANG MRT STATION,0.2085673424582163,2,0.8255328393844354,11,8.977131946985784
199C PUNGGOL FIELD,Edgefield Primary School,0.1630994172470032,25,COVE LRT STATION,0.151125818723889,24,0.3400356468077514,16,13.085494392870354
838 JURONG WEST ST 81,Xingnan Primary School,0.6350501101420779,10,PIONEER MRT STATION,0.8143068001821329,2,0.3029605600223306,8,17.59464585783711
351B ANCHORVALE RD,Springdale Primary School,0.3387159285742388,20,FARMWAY LRT STATION,0.4298588365171717,14,0.3993338896699431,15,11.459372236282583
442 SIN MING AVE,Ai Tong School,0.1657209577104011,4,MARYMOUNT MRT STATION,1.4040480236961528,2,0.5167284063386083,9,6.7806177194455035
169 BT BATOK WEST AVE 8,Princess Elizabeth Primary School,0.2864692417669697,11,BUKIT BATOK MRT STATION,1.0026424518733577,5,0.2200249450385583,21,12.739112759717406
489 JURONG WEST AVE 1,Shuqun Primary School,0.6580111876934068,12,LAKESIDE MRT STATION,0.8835711879501986,2,0.3116860984163344,12,14.247498734492533
609 ANG MO KIO AVE 4,Mayflower Primary School,0.6526497987569728,6,YIO CHU KANG MRT STATION,0.8176068422007609,2,0.5774155959143176,9,8.87648464184172
272C JURONG WEST ST 24,Corporation Primary School,0.330221409407066,11,BOON LAY MRT STATION,1.3710716702814634,3,0.2713962482061352,8,16.661419978478293
535 CHOA CHU KANG ST 51,De La Salle School,0.381163296371229,10,CHOA CHU KANG MRT STATION,0.6628159557421889,6,0.1231482447163877,10,15.191655891279645
145 BISHAN ST 11,Kuo Chuan Presbyterian Primary School,0.4892011594758,19,BISHAN MRT STATION,0.9115241912071036,8,0.4692102800228706,12,5.138337929605294
526 CHOA CHU KANG ST 51,De La Salle School,0.398407967531093,10,CHOA CHU KANG MRT STATION,0.7175151094857443,5,0.1560619133584249,9,15.361885154632601
239 SERANGOON AVE 2,Yangzheng Primary School,0.5037335345457384,14,SERANGOON MRT STATION,0.4993860514651364,6,0.2356508959305055,10,6.503608423890223
439 ANG MO KIO AVE 10,Teck Ghee Primary School,0.2931114850971985,14,ANG MO KIO MRT STATION,0.5955174650594068,4,0.11638495136619,16,7.462905929479608
27B JLN MEMBINA,Zhangde Primary School,0.187895153665534,11,TIONG BAHRU MRT STATION,0.4351234731049422,6,0.0864811863799017,16,2.907111502896847
911 JURONG WEST ST 91,Xingnan Primary School,0.1289856073467179,9,PIONEER MRT STATION,1.260970256672721,2,0.5035722731787314,8,18.249464217179238
966 JURONG WEST ST 93,Xingnan Primary School,0.5605841983419615,10,PIONEER MRT STATION,0.6718888034125599,2,0.1633396776936227,8,17.5930909475523
124 BEDOK RESERVOIR RD,Telok Kurau Primary School,0.1947037706503884,7,KAKI BUKIT MRT STATION,0.3221251839360577,5,0.4479271878186362,13,8.105651981742293
124 ANG MO KIO AVE 6,Ang Mo Kio Primary School,0.5970003660263802,10,ANG MO KIO MRT STATION,0.5433200364050563,2,0.1691226087068162,12,7.915204985725755
360 YISHUN RING RD,Huamin Primary School,0.1817460546658288,12,YISHUN MRT STATION,1.203549652367777,2,0.3588561404962332,15,14.20114711455244
552 JURONG WEST ST 42,Rulang Primary School,0.6694979364023714,8,LAKESIDE MRT STATION,1.0050998227633114,1,0.2265262424382629,8,15.373125434097167
211 YISHUN ST 21,Xishan Primary School,0.2001082154426992,14,YISHUN MRT STATION,0.4460610453919481,3,0.2572951613122115,15,14.664938325334873
505 PASIR RIS ST 52,Elias Park Primary School,0.1767410242073955,10,PASIR RIS MRT STATION,0.6024079646457936,1,0.4216009133361599,8,14.031226702106277
352 UBI AVE 1,Maha Bodhi School,0.4162913394679462,11,UBI MRT STATION,0.5233218396611461,10,0.5857244262789966,21,6.669672843934618
18 TIONG BAHRU RD,Zhangde Primary School,0.7578143955616929,9,TIONG BAHRU MRT STATION,0.6221842197856093,11,0.224936810961008,25,2.0616174791399056
807 KING GEORGE'S AVE,Stamford Primary School,0.7829032437952025,8,LAVENDER MRT STATION,0.2629850538110341,19,0.0564241251954375,28,2.1098179133313373
240 LOR 1 TOA PAYOH,First Toa Payoh Primary School,0.5266212240038671,15,BRADDELL MRT STATION,0.4513611411535722,7,0.3908708760078593,15,4.637665043362647
444 HOUGANG AVE 8,Punggol Primary School,0.1685864630659571,19,BUANGKOK MRT STATION,0.3844061932425752,12,0.320372320572002,18,10.382809333383781
360 HOUGANG AVE 5,Holy Innocents' Primary School,0.3182828004640435,13,HOUGANG MRT STATION,0.4103811527908955,6,0.3024657237934943,17,9.56085904747637
516 PASIR RIS ST 52,Elias Park Primary School,0.1812837789460678,12,PASIR RIS MRT STATION,0.6467551614641837,1,0.522196002277255,9,13.713219262907637
356A ADMIRALTY DR,Canberra Primary School,0.2285430339881764,10,SEMBAWANG MRT STATION,0.3584984559158559,2,0.2089943969391354,13,16.899844760520033
412 CHOA CHU KANG AVE 3,South View Primary School,0.4336719505096025,10,SOUTH VIEW LRT STATION,0.3669747206873719,8,0.1620677443657486,11,14.64142859141763
3 TOH YI DR,Pei Hwa Presbyterian Primary School,0.1236861484606851,3,BEAUTY WORLD MRT STATION,0.2777585180315762,2,0.3594741493833978,8,8.932341718891168
710 TAMPINES ST 71,Poi Ching School,0.2957856343374282,22,TAMPINES MRT STATION,0.7069047848404436,4,0.5107938108801714,14,12.19980891241511
175 BOON LAY DR,Corporation Primary School,0.5208630494507109,13,BOON LAY MRT STATION,0.970177975510402,3,0.3300760328210492,11,15.995502167278923
220 PASIR RIS ST 21,Pasir Ris Primary School,0.3152162008635455,13,PASIR RIS MRT STATION,1.4172243056064897,2,0.3398851750472949,10,15.111356652335477
208 SERANGOON CTRL,Zhonghua Primary School,0.8047092250944649,11,SERANGOON MRT STATION,0.4171953803594338,6,0.2648695803356861,11,6.836239577451288
116 YISHUN RING RD,Ahmad Ibrahim Primary School,0.5737614550534179,11,CANBERRA MRT STATION,0.909450047544466,3,0.8315437298323658,12,15.128051823426873
836 YISHUN ST 81,Peiying Primary School,0.3568545675745322,9,KHATIB MRT STATION,0.2138981560037842,2,0.2138987570193807,12,12.91412978421906
14 DOVER CL EAST,Fairfield Methodist School (Primary),0.5043935391765867,4,BUONA VISTA MRT STATION,0.5431551208003068,7,0.2870099117584398,16,6.6788479544611175
223 BT BATOK EAST AVE 3,Bukit View Primary School,0.2401639353651996,11,BUKIT BATOK MRT STATION,0.43841894107926,2,0.4073899452830442,16,11.557769359059389
401 CHOA CHU KANG AVE 3,Chua Chu Kang Primary School,0.3144903646103258,8,SOUTH VIEW LRT STATION,0.6219996430003779,5,0.2151471549265528,9,14.728235874586018
407 SIN MING AVE,Ai Tong School,0.3440353389831712,7,MARYMOUNT MRT STATION,1.730433146805375,2,0.5330677105736136,11,7.199052931722303
520A TAMPINES CTRL 8,Poi Ching School,0.5239509103128871,20,TAMPINES MRT STATION,0.4075865696734435,4,0.6357395751873652,14,12.313013976058283
334A YISHUN ST 31,Huamin Primary School,0.6580375005581213,12,YISHUN MRT STATION,1.1444197417383797,1,0.4046384684930943,11,14.772758942485373
223 PASIR RIS ST 21,Pasir Ris Primary School,0.2474435644587443,11,PASIR RIS MRT STATION,1.3842310651364016,2,0.3614136872219835,10,15.144678426519848
48 MOH GUAN TER,Zhangde Primary School,0.5702170890271208,9,TIONG BAHRU MRT STATION,0.5122663975036283,10,0.216942002471324,24,2.317490397187127
184C RIVERVALE CRES,Mee Toh School,0.236753998442795,22,RUMBIA LRT STATION,0.2368312018042347,20,0.364368613271988,18,12.443437037322056
712 WOODLANDS DR 70,Admiralty Primary School,0.3224493040100739,17,ADMIRALTY MRT STATION,0.4436662627281783,5,0.4230521973072763,14,16.650004944687943
226 BT BATOK CTRL,Bukit View Primary School,0.3223497945345116,11,BUKIT BATOK MRT STATION,0.4002738982179246,2,0.4273299128377963,17,11.616860270710195
352 BT BATOK ST 34,St. Anthony's Primary School,0.2797811707051618,9,BUKIT GOMBAK MRT STATION,0.4159768187006776,5,0.3100217675785786,14,12.695152446960384
213 PETIR RD,Bukit Panjang Primary School,0.6834915905719822,9,PENDING LRT STATION,0.5033376459239887,13,0.4846229055484545,9,11.371969320338428
104 POTONG PASIR AVE 1,St. Andrew's Junior School,0.5547667398878869,15,POTONG PASIR MRT STATION,0.3275033658787641,9,0.2930081793927429,14,4.697213249669394
287 TAMPINES ST 22,Angsana Primary School,0.2803154213691415,23,SIMEI MRT STATION,0.668036644226013,8,0.3364730230301187,14,13.321450692270746
105 SERANGOON NTH AVE 1,Rosyth School,0.6065280093541107,8,KOVAN MRT STATION,1.9902711242834965,1,0.3166018344131386,17,8.32073236758434
519 JELAPANG RD,West Spring Primary School,0.1883720187029142,10,JELAPANG LRT STATION,0.2275593838464175,12,0.2706726164781742,11,13.149338018856607
121C SENGKANG EAST WAY,North Spring Primary School,0.2568019665696184,21,BAKAU LRT STATION,0.1989052803054186,16,0.3893291000911589,14,11.715151737999621
826 WOODLANDS ST 81,Qihua Primary School,0.337123854279231,20,WOODLANDS MRT STATION,0.3900512733975637,6,0.4305729953793139,16,16.66988817880248
253 BT BATOK EAST AVE 5,Keming Primary School,0.5224709204651912,10,BUKIT BATOK MRT STATION,0.9013654022527774,3,0.2733015806853308,16,11.257638564800363
410 SERANGOON CTRL,Yangzheng Primary School,0.59178977650021,12,SERANGOON MRT STATION,0.2155405085215598,7,0.3727853760761105,14,6.2311391365393645
164A RIVERVALE CRES,Rivervale Primary School,0.4770487748355353,24,RUMBIA LRT STATION,0.2133439144672916,19,0.3917518166358467,16,12.178370947247299
184A RIVERVALE CRES,Mee Toh School,0.3007596588688185,22,RUMBIA LRT STATION,0.187779442319681,21,0.3379047275149179,18,12.380937090602583
44 STIRLING RD,New Town Primary School,0.350363676049889,5,QUEENSTOWN MRT STATION,0.4842646323837529,7,0.6976257106860403,14,4.7469825987746
259B PUNGGOL FIELD,Punggol Green Primary School,0.4542980349386717,22,SOO TECK LRT STATION,0.2551057327132902,22,0.2448143006386766,17,12.829858848075528
876 TAMPINES ST 84,Poi Ching School,0.6686838215412846,8,TAMPINES WEST MRT STATION,1.1495133824861166,4,0.4307718642798663,10,11.270317443741753
145 SERANGOON NTH AVE 1,Rosyth School,0.633439410202472,9,KOVAN MRT STATION,1.6430509255974253,2,0.2321979732717904,17,8.152317705117577
168 HOUGANG AVE 1,Methodist Girls' School (Primary),0.5879569476835781,6,KOVAN MRT STATION,1.0196490314205882,5,0.2142753534110165,10,7.641169959727277
217A BOON LAY AVE,Corporation Primary School,0.4342849351021252,13,LAKESIDE MRT STATION,1.237369657770869,2,0.3988934557926991,10,15.920884705176281
334 ANG MO KIO AVE 1,Teck Ghee Primary School,0.2067405136356294,12,ANG MO KIO MRT STATION,0.705317302541798,4,0.2877775579097205,17,7.1503062433228495
932B HOUGANG AVE 9,Hougang Primary School,0.2958562879005256,15,HOUGANG MRT STATION,1.2042990996289888,8,0.3138612183517774,20,9.337829355147804
607 CHOA CHU KANG ST 62,De La Salle School,0.4887733942135451,7,YEW TEE MRT STATION,0.3969007211054088,3,0.3384190388225364,5,15.75294347341684
989B JURONG WEST ST 93,Frontier Primary School,0.5445470073107407,9,PIONEER MRT STATION,0.3385406670175145,2,0.3049411565303904,8,17.224504447156924
361 WOODLANDS AVE 5,Si Ling Primary School,0.2138564656866039,16,WOODLANDS MRT STATION,0.377798624696757,6,0.2613595555795535,11,16.333786856168327
665A JURONG WEST ST 64,Jurong West Primary School,0.4914319707886987,15,BOON LAY MRT STATION,0.3697797553340226,2,0.2623192556397525,9,16.451297215202345
476B UPP SERANGOON VIEW,CHIJ Our Lady of the Nativity,0.8285547152893719,13,KANGKAR LRT STATION,0.7702225224310659,10,0.0566935120099616,11,10.836688804569977
33 BALAM RD,Canossa Catholic Primary School,0.5634627787648762,10,MATTAR MRT STATION,0.4617550122762614,11,0.1657688103805255,19,5.666269447782999
702 PASIR RIS DR 10,Park View Primary School,0.3843514989146024,5,PASIR RIS MRT STATION,1.5259663297786812,1,0.1558159824992936,5,13.62135250445229
250C COMPASSVALE ST,Compassvale Primary School,0.3005748155262909,25,COMPASSVALE LRT STATION,0.2097256935488387,24,0.4888013936379074,20,11.980823380223624
502 TAMPINES CTRL 1,Gongshang Primary School,0.4516018715141857,23,TAMPINES MRT STATION,0.2773861327618356,6,0.1025264757196936,16,12.781480988914694
423 FAJAR RD,Greenridge Primary School,0.1667870114042112,9,FAJAR LRT STATION,0.2042449072036694,13,0.3038503694108599,11,12.73943329817453
40 CHAI CHEE AVE,Fengshan Primary School,0.7147173491101158,12,BEDOK MRT STATION,0.4485638323880749,4,0.2751300983254722,21,9.508412603031537
302 SERANGOON AVE 2,Yangzheng Primary School,0.5276174730834998,13,LORONG CHUAN MRT STATION,0.3738490210274207,5,0.4084103901015299,12,6.433469442158325
42 KIM CHENG ST,Zhangde Primary School,0.628958838626513,9,TIONG BAHRU MRT STATION,0.545347063063816,11,0.2593741394608051,24,2.2415941986119865
687C CHOA CHU KANG DR,Unity Primary School,0.4962709813413229,4,YEW TEE MRT STATION,0.7993473632427591,1,0.880555997021303,6,15.582972744309014
125 LOR 1 TOA PAYOH,Kheng Cheng School,0.1916540553618791,13,BRADDELL MRT STATION,0.2642949716767117,8,0.6209999660946518,17,4.315293198898552
261 BOON LAY DR,Corporation Primary School,0.5986095430513242,13,BOON LAY MRT STATION,0.7981951509273939,3,0.5113480064507546,13,16.123913349265038
517 HOUGANG AVE 10,Montfort Junior School,0.0908566392874655,15,HOUGANG MRT STATION,0.336346997528942,7,0.3795188727426461,19,9.5141801416021
113 TAO CHING RD,Lakeside Primary School,0.8911505808880694,9,LAKESIDE MRT STATION,1.2808677172917609,4,0.245472633829426,15,13.969987678540944
332 BT BATOK ST 32,St. Anthony's Primary School,0.1238540443369178,7,BUKIT GOMBAK MRT STATION,0.6903969304230878,7,0.3251941419206552,15,12.943476801193071
325 JURONG EAST ST 31,Jurong Primary School,0.4660670143390014,12,CHINESE GARDEN MRT STATION,0.8202814145372201,2,0.4407999714048837,12,14.052643939562998
517D JURONG WEST ST 52,Rulang Primary School,0.2294750859186547,8,LAKESIDE MRT STATION,0.1845502781087155,3,0.6581490256842684,11,14.88389694133133
217 BISHAN ST 23,Townsville Primary School,0.6188442743497891,14,BISHAN MRT STATION,0.6009015030997706,6,0.6194457172468306,17,6.366469277501806
254 KIM KEAT AVE,Pei Chun Public School,0.6494865180852439,16,POTONG PASIR MRT STATION,1.1933009628853082,6,0.1099094101022565,16,3.8681499915572175
623 SENJA RD,West View Primary School,0.3473689948765662,12,JELAPANG LRT STATION,0.2631093479461669,17,0.255246154146255,12,13.338984453677442
296E CHOA CHU KANG AVE 2,Chua Chu Kang Primary School,0.1640887737091816,9,SOUTH VIEW LRT STATION,0.4512388996084766,7,0.1578633179952249,11,14.251404087859871
6 BEACH RD,Stamford Primary School,0.7774862266650535,3,LAVENDER MRT STATION,0.412359727065623,20,0.1581557451420615,25,2.191558707943385
609 BEDOK RESERVOIR RD,Telok Kurau Primary School,0.181803644114967,9,KAKI BUKIT MRT STATION,0.55722227585345,5,0.1994986104067154,13,8.286777350618904
764 YISHUN ST 72,Jiemin Primary School,0.4717636076377786,14,YISHUN MRT STATION,0.4650081702926666,2,0.0804700434331998,15,13.995469375176524
448A BT BATOK WEST AVE 9,Princess Elizabeth Primary School,0.4074650263302002,12,BUKIT BATOK MRT STATION,1.1030357893411509,3,0.537418339690158,15,13.085151321842462
