flat,school,school_dist,num_school_2km,mrt,mrt_dist,num_mrt_2km,supermarket_dist,num_supermarket_2km,dist_dhoby
460 PASIR RIS DR 4,Casuarina Primary School,0.2804668777358982,12,PASIR RIS MRT STATION,1.115174800088198,2,0.2214544428525993,10,14.935594944653891
322A SUMANG WALK,Punggol Cove Primary School,0.19844112301479,16,SUMANG LRT STATION,0.3659653559058242,14,0.3770181984783693,13,13.666559281184457
631 ANG MO KIO AVE 4,Mayflower Primary School,0.4417216336810693,7,YIO CHU KANG MRT STATION,0.5276738066972914,2,0.6041517496010067,10,8.887986864982977
720 BEDOK RESERVOIR RD,Damai Primary School,0.4060339027516023,10,BEDOK NORTH MRT STATION,0.7828883735826968,5,0.3063419963775068,17,9.742139845790897
718 WOODLANDS AVE 6,Admiralty Primary School,0.1465429263063003,18,ADMIRALTY MRT STATION,0.1141519457377316,5,0.1151890192775645,15,16.48387887237648
260B SENGKANG EAST WAY,Compassvale Primary School,0.2959942364132894,22,SENGKANG MRT STATION,0.2163054640508544,22,0.1584084393534166,19,11.821787891235514
225 SIMEI ST 4,Changkat Primary School,0.6110904663623065,15,SIMEI MRT STATION,0.4459774704264225,6,0.4719881860965957,16,13.336971324704702
783B WOODLANDS RISE,Riverside Primary School,0.2131196879216397,18,ADMIRALTY MRT STATION,0.7760382501652805,2,0.3393042668989162,18,16.972007542123414
340 CHOA CHU KANG LOOP,South View Primary School,0.2462309281279426,11,CHOA CHU KANG LRT STATION,0.157800484126667,10,0.1456997502251269,11,14.508716954234195
356 BT BATOK ST 31,St. Anthony's Primary School,0.3012664414729848,9,BUKIT GOMBAK MRT STATION,0.3696918106253664,6,0.3086725418323769,15,12.584190510453254
269C QUEEN ST,Stamford Primary School,0.5267202603444325,6,BUGIS MRT STATION,0.2398275292757352,25,0.2819313852350918,26,0.9348899162292723
66 BEDOK STH AVE 3,Temasek Primary School,0.2100904441713274,6,TANAH MERAH MRT STATION,0.9989954693040612,2,0.6862646258238082,12,11.175077418136818
272D SENGKANG CTRL,Palm View Primary School,0.2465669256829407,19,BUANGKOK MRT STATION,0.1272171901670138,14,0.1735183596225192,16,10.79007342194679
54 MARINE TER,Ngee Ann Primary School,0.2736632459692584,10,KEMBANGAN MRT STATION,1.7554170818486785,1,0.0524331187407562,10,7.78846087116245
427 TAMPINES ST 41,Tampines Primary School,0.1053806695290561,26,TAMPINES EAST MRT STATION,0.7705518957571396,6,0.4970461453048891,20,13.281075198510807
238 SERANGOON AVE 2,Yangzheng Primary School,0.5432337702282796,14,SERANGOON MRT STATION,0.5002241159728068,6,0.201576017691136,10,6.55011068195934
212B PUNGGOL WALK,Punggol Green Primary School,0.165089398980473,26,PUNGGOL MRT STATION,0.5398785639801309,27,0.2885100871734719,18,12.702194523166742
233 ANG MO KIO AVE 3,Ang Mo Kio Primary School,0.3766585617606355,9,ANG MO KIO MRT STATION,1.4500788132918552,2,0.0,13,7.605446810996359
429 CLEMENTI AVE 3,Clementi Primary School,0.2399335828554325,6,CLEMENTI MRT STATION,0.3545368455926139,2,0.314592971312722,13,9.295557609765273
672B YISHUN AVE 4,Northland Primary School,0.2813114493322022,12,KHATIB MRT STATION,0.9932163410771324,2,0.7429050555509967,15,13.195307528243575
529 ANG MO KIO AVE 10,Jing Shan Primary School,0.3700354850458155,8,ANG MO KIO MRT STATION,0.7088311232891855,2,0.1675101520822659,14,8.154831817590903
888 TAMPINES ST 81,St. Hilda's Primary School,0.6838819039680838,11,TAMPINES WEST MRT STATION,1.0126797906060605,4,0.4081268060076223,12,11.119874059211002
639 BEDOK RESERVOIR RD,Maha Bodhi School,0.502618702348855,6,KAKI BUKIT MRT STATION,0.5600113969336566,9,0.3594936807561454,13,7.5108640633786
249 CHOA CHU KANG AVE 2,South View Primary School,0.2406211624639158,12,SOUTH VIEW LRT STATION,0.07822375665481,11,0.2798846621315453,13,14.216807887445626
877 WOODLANDS AVE 9,Evergreen Primary School,0.3782109679909233,17,WOODLANDS NORTH MRT STATION,0.7710403285992512,5,0.2557708510522331,14,17.206234030296844
185C RIVERVALE CRES,Rivervale Primary School,0.2169073380451641,23,RUMBIA LRT STATION,0.1979718846783545,23,0.2485652393601058,19,12.414908868333859
128B PUNGGOL FIELD WALK,Greendale Primary School,0.3911429679898327,18,CORAL EDGE LRT STATION,0.1081276139016419,16,0.1338263219555628,12,12.802182974915201
535 BT BATOK ST 52,Lianhua Primary School,0.426821629623196,9,BUKIT GOMBAK MRT STATION,0.4519130251338124,2,0.3810950846734837,14,12.222597221806055
618 CHOA CHU KANG NTH 7,Unity Primary School,0.2776074633191531,6,YEW TEE MRT STATION,0.3150659733021541,3,0.3787367048149252,7,15.636081696877559
677 HOUGANG AVE 8,Xinmin Primary School,0.1326995099961882,14,HOUGANG MRT STATION,0.9025095871873964,4,0.3163368035297183,19,9.054032038802273
614A EDGEFIELD PLAINS,Oasis Primary School,0.2058508916278053,23,DAMAI LRT STATION,0.1977187450056811,20,0.131537040944971,14,13.551569412887892
95 OLD AIRPORT RD,Kong Hwa School,0.3076365701167884,7,DAKOTA MRT STATION,0.1447511557845149,8,0.2945428829313467,24,4.788024907496581
122B EDGEDALE PLAINS,Mee Toh School,0.1234013068236999,20,MERIDIAN LRT STATION,0.3143284093492471,19,0.2755142430463723,16,12.696632270607441
205 CLEMENTI AVE 6,Nan Hua Primary School,0.2538785900574477,8,CLEMENTI MRT STATION,0.7474305390515756,1,0.6290482243152942,12,9.528999359495112
785 CHOA CHU KANG DR,Kranji Primary School,0.1620090086609972,9,YEW TEE MRT STATION,0.3040778488860145,5,0.2939702055340402,11,15.123951840482293
34 TANGLIN HALT RD,New Town Primary School,0.3683096482691854,4,COMMONWEALTH MRT STATION,0.6225304837481047,7,0.5794337085927252,16,5.229477779156279
226C SUMANG LANE,Punggol Green Primary School,0.5381163488575825,23,SOO TECK LRT STATION,0.4489510398235687,21,0.4423039988042411,16,12.641834483473104
707 BEDOK NTH RD,Damai Primary School,0.220553349682386,9,BEDOK NORTH MRT STATION,0.1685894469390469,5,0.3516966787903069,16,9.155057796165611
329 SEMBAWANG CL,Sembawang Primary School,0.4015858430227383,11,SEMBAWANG MRT STATION,0.3995295659350726,3,0.2857809193614729,15,16.547285151370136
753 JURONG WEST ST 74,Westwood Primary School,0.1550022552160951,12,PIONEER MRT STATION,1.2360068698129272,2,0.3875061100165443,10,17.063042715477074
552 BEDOK NTH AVE 1,Fengshan Primary School,0.4985266827925555,12,BEDOK RESERVOIR MRT STATION,0.7194911166679759,4,0.2557222442871156,18,9.859182685809932
119 ANG MO KIO AVE 3,Ang Mo Kio Primary School,0.5646456482430284,10,ANG MO KIO MRT STATION,0.5418016796226266,2,0.1589044959215792,12,7.768760868623293
181 PASIR RIS ST 11,White Sands Primary School,0.1339039296232695,15,TAMPINES EAST MRT STATION,1.1247229712416495,2,0.4978891674252059,12,14.711091504189701
204 SERANGOON CTRL,Yangzheng Primary School,0.6706368637025513,12,SERANGOON MRT STATION,0.2291209290711267,6,0.215615356267879,11,6.650821984867473
319 BT BATOK ST 33,Dazhong Primary School,0.3276639721063271,7,BUKIT GOMBAK MRT STATION,0.667753094527542,4,0.4817184431412109,12,12.959697401175282
333 UBI AVE 1,Maha Bodhi School,0.2713223923670318,8,UBI MRT STATION,0.5513171825211477,10,0.3701512091991715,18,7.099627244606381
302 UBI AVE 1,Maha Bodhi School,0.214919640867993,5,UBI MRT STATION,0.2151472656750934,10,0.1173603672663756,20,7.104412586551555
517 SERANGOON NTH AVE 4,Rosyth School,0.2010522854714871,10,KOVAN MRT STATION,1.7342081158520588,1,0.2050553043575977,16,8.583954072246769
890C TAMPINES AVE 1,St. Hilda's Primary School,0.4271905250086102,20,TAMPINES WEST MRT STATION,0.553408191124883,4,0.1608435990147705,17,11.186800080048283
134 POTONG PASIR AVE 3,St. Andrew's Junior School,0.3637972896997622,14,POTONG PASIR MRT STATION,0.4598451292902455,8,0.2285931922999422,16,4.536939588163353
426A YISHUN AVE 11,Huamin Primary School,0.4939833109450503,14,YISHUN MRT STATION,1.4521026377470354,2,0.1612714412332139,15,13.686750568033046
812B CHOA CHU KANG AVE 7,Chua Chu Kang Primary School,0.7216005318432822,10,KEAT HONG LRT STATION,0.6969151136515979,10,0.5270506782393438,12,13.705450434188876
175C PUNGGOL FIELD,Edgefield Primary School,0.2189319152611916,24,MERIDIAN LRT STATION,0.1606369673410564,22,0.1942911829553475,15,12.97533063596587
32 TANGLIN HALT RD,New Town Primary School,0.0796925377938213,4,COMMONWEALTH MRT STATION,0.3337121582241942,7,0.3074456502760286,16,5.108219957140486
603 ANG MO KIO AVE 5,CHIJ St. Nicholas Girls' School,0.7620651780347942,5,YIO CHU KANG MRT STATION,1.0368894002190372,2,0.779187571162182,7,9.00735959186826
118 YISHUN RING RD,Ahmad Ibrahim Primary School,0.5721095986246082,9,CANBERRA MRT STATION,0.7952834882881956,3,0.7681379775232203,12,15.226354179614166
25 TOA PAYOH EAST,Pei Chun Public School,0.3993971809443403,16,TOA PAYOH MRT STATION,1.0605277022200204,6,0.1678116307722997,16,4.005505204337484
880 YISHUN ST 81,Naval Base Primary School,0.3841423812520791,7,KHATIB MRT STATION,0.5403886623859723,2,0.2767085154164652,12,12.705511089304416
844 WOODLANDS AVE 4,Evergreen Primary School,0.1532959207886815,17,ADMIRALTY MRT STATION,0.9411963029609536,5,0.2826998254224142,14,17.00844574475338
673A EDGEFIELD PLAINS,Oasis Primary School,0.2334940941516563,20,DAMAI LRT STATION,0.3732317136410945,18,0.1199857817495097,13,13.979948976493828
268 BT BATOK EAST AVE 4,Keming Primary School,0.5133490307170487,8,BUKIT BATOK MRT STATION,1.0686814289846729,3,0.2946432480694843,16,11.059693208403116
405 FAJAR RD,Zhenghua Primary School,0.2964924314138065,11,PETIR LRT STATION,0.3925204538913963,13,0.365803779352185,11,12.550303154965981
187 PUNGGOL CTRL,Horizon Primary School,0.2944407542806976,23,MERIDIAN LRT STATION,0.2977089552580031,21,0.2004105790537618,15,13.198608264602505
830 HOUGANG CTRL,Montfort Junior School,0.3245499416319091,14,HOUGANG MRT STATION,0.2342324474494366,6,0.430032930647212,18,9.355951985922959
178 EDGEFIELD PLAINS,Edgefield Primary School,0.0997487790043231,23,COVE LRT STATION,0.277523167373964,23,0.2653084026265273,15,13.110839855709663
323 UBI AVE 1,Maha Bodhi School,0.3483241981032675,8,UBI MRT STATION,0.6127333032538532,10,0.3417681064152879,15,7.305410854307133
628 YISHUN ST 61,Naval Base Primary School,0.2831073430199232,12,KHATIB MRT STATION,0.4492278025560056,2,0.2176020728479931,15,13.165644311669721
459 CHOA CHU KANG AVE 4,Concord Primary School,0.2358384437124913,4,SOUTH VIEW LRT STATION,1.157934647012899,4,0.4339459234063574,7,15.045361539568635
670 WOODLANDS DR 71,Admiralty Primary School,0.4241404550349726,17,ADMIRALTY MRT STATION,0.2713629945379791,5,0.2563171413355138,14,16.253980540139654
5 HAIG RD,Haig Girls' School,0.7060146161759091,12,PAYA LEBAR MRT STATION,0.7271433986457057,9,0.3047749099387616,23,5.895735961180072
102 POTONG PASIR AVE 1,St. Andrew's Junior School,0.482637604495847,15,POTONG PASIR MRT STATION,0.2568343079289698,8,0.2186856130670197,14,4.616111809754997
130 CASHEW RD,Bukit Panjang Primary School,0.2165429714725727,9,PENDING LRT STATION,0.2357016377894204,14,0.4190308674398313,11,11.6645001778695
106 TAMPINES ST 11,Angsana Primary School,0.4461299486249147,24,TAMPINES MRT STATION,0.6978518610854799,6,0.1212201137071078,18,12.581306664929466
562 ANG MO KIO AVE 3,Jing Shan Primary School,0.7992629985976752,10,ANG MO KIO MRT STATION,1.0537348042387138,1,0.6228685336448185,13,7.984477804391908
574 CHOA CHU KANG ST 52,De La Salle School,0.2184089447504352,10,YEW TEE MRT STATION,0.4287930830996702,5,0.3174347643183586,9,15.323198945618106
762 PASIR RIS ST 71,Meridian Primary School,0.1077063576581118,6,PASIR RIS MRT STATION,1.7287718313759737,1,0.4493468051334634,5,12.985503454359517
588B MONTREAL DR,Wellington Primary School,0.3552195954171496,6,SEMBAWANG MRT STATION,0.5862821097254691,2,0.6780820697772428,9,16.860904775805842
141 SERANGOON NTH AVE 2,Rosyth School,0.4780536039901344,10,KOVAN MRT STATION,1.4960996165609148,1,0.21250971320757,18,8.323681330547767
354D ADMIRALTY DR,Canberra Primary School,0.3142999099428814,10,SEMBAWANG MRT STATION,0.2473614679408769,2,0.1373140288751828,13,17.00979230392138
236 YISHUN RING RD,Xishan Primary School,0.1583668845545304,12,YISHUN MRT STATION,0.6859816083090697,3,0.0915313529223028,14,14.928540948392227
247 JURONG EAST ST 24,Yuhua Primary School,0.2486249239382163,9,CHINESE GARDEN MRT STATION,0.7115479871123197,4,0.6209575386769838,17,12.735659037270311
433 HOUGANG AVE 8,Punggol Primary School,0.1980927376449777,16,HOUGANG MRT STATION,0.5601489099766637,9,0.4044086988366394,15,10.067627181458514
342 BT BATOK ST 34,St. Anthony's Primary School,0.1858284093987114,7,BUKIT GOMBAK MRT STATION,0.5628768321697352,6,0.4082433036238241,15,12.837117993307166
494G TAMPINES ST 45,White Sands Primary School,0.661923509866862,22,TAMPINES EAST MRT STATION,0.7735592919598301,4,0.4049228464959907,17,14.147266343595136
39A BENDEMEER RD,Bendemeer Primary School,0.2099130890584288,10,BOON KENG MRT STATION,0.5287449545022259,8,0.456798074516295,28,3.290948129847867
414 EUNOS RD 5,Haig Girls' School,0.8586483150212869,12,PAYA LEBAR MRT STATION,0.5760465106147956,10,0.1561133695264675,23,6.247535693223258
886 TAMPINES ST 83,St. Hilda's Primary School,0.5807650918186414,11,TAMPINES WEST MRT STATION,0.9348257546367784,4,0.3359096981719262,12,11.224395667198294
18A CIRCUIT RD,Canossa Catholic Primary School,0.7145301563865534,11,MACPHERSON MRT STATION,0.3852894659033432,11,0.0250108431180452,22,5.804122108734853
130 BT MERAH VIEW,Zhangde Primary School,0.1819308614142068,10,TIONG BAHRU MRT STATION,0.3452944771821037,4,0.2559847344004346,16,2.8412339957207706
43 TANGLIN HALT RD,New Town Primary School,0.19823072008365,4,COMMONWEALTH MRT STATION,0.4132668540007154,7,0.3731020690106126,17,5.198272442968653
165 HOUGANG AVE 1,Methodist Girls' School (Primary),0.3370762913731474,6,KOVAN MRT STATION,1.1479327237503474,5,0.4945685285154165,12,7.360586926216867
260A PUNGGOL WAY,Valour Primary School,0.3548004442874169,24,SOO TECK LRT STATION,0.0715782057528097,20,0.0719747472254565,16,12.988181192442092
78 LOR LIMAU,Hong Wen School,0.4155681145839203,14,BOON KENG MRT STATION,0.9131569136933024,8,0.1298737015052371,28,3.0489081855234406
27 CHAI CHEE RD,Opera Estate Primary School,0.4613896376736621,10,BEDOK MRT STATION,0.719012579694438,4,0.1180711079968765,20,9.12715543745552
256 KIM KEAT AVE,Pei Chun Public School,0.6169954713715606,18,POTONG PASIR MRT STATION,1.177237067796974,6,0.1207456865714481,15,3.922261868774959
278 YISHUN ST 22,Chongfu School,0.0953251366887353,11,YISHUN MRT STATION,1.0444114511865323,2,0.2528989888836095,12,15.390649814426322
14 TOH YI DR,Pei Hwa Presbyterian Primary School,0.4098072914716719,5,BEAUTY WORLD MRT STATION,0.4311155720643003,2,0.4268986605046782,10,9.210673300631312
603 SENJA RD,West View Primary School,0.3171633702564893,12,SENJA LRT STATION,0.1307787564464465,16,0.2405797225388294,12,12.972852868536103
123 BEDOK NTH ST 2,Red Swastika School,0.5588158109041822,11,BEDOK RESERVOIR MRT STATION,0.9989283849873516,4,0.2527940118731694,20,10.765147940631179
124 RIVERVALE DR,North Spring Primary School,0.1315665577108263,24,BAKAU LRT STATION,0.3664632515647413,18,0.2295755024311908,16,11.636918200718693
38 TELOK BLANGAH RISE,Radin Mas Primary School,0.3643462169550654,7,HARBOURFRONT MRT STATION,0.7632941104495492,5,0.6832450167525306,14,3.9359646165401108
577 WOODLANDS DR 16,Woodlands Ring Primary School,0.4522342157597182,17,WOODLANDS SOUTH MRT STATION,0.5065803100547484,4,0.310245296261993,11,15.535330328716444
527 BEDOK NTH ST 3,Yu Neng Primary School,0.4436383490605364,14,BEDOK RESERVOIR MRT STATION,0.5403283499985297,4,0.3396307406921298,18,9.985217771108598
343 CHOA CHU KANG LOOP,South View Primary School,0.204416317004247,11,CHOA CHU KANG LRT STATION,0.1994498306550458,10,0.1878279109721465,11,14.469215870941346
502C YISHUN ST 51,Naval Base Primary School,0.3270800617391481,12,KHATIB MRT STATION,0.9542087843394658,2,0.6918475733145409,13,13.056110999608661
495A TAMPINES ST 43,Tampines Primary School,0.3308395023771076,23,TAMPINES EAST MRT STATION,0.8122608140889438,4,0.3461548051611894,18,13.679276288965093
27 MARINE CRES,Pioneer Primary School,5.571974181358757,0,TUAS CRESCENT MRT STATION,0.9375892789509324,3,1.4519681042578978,4,22.43338828859438
6 TELOK BLANGAH CRES,Radin Mas Primary School,0.7258523853333355,8,TELOK BLANGAH MRT STATION,1.2693240744939256,6,0.102770184079887,19,3.7914169974409484
216 CHOA CHU KANG CTRL,South View Primary School,0.1801955370654418,11,CHOA CHU KANG LRT STATION,0.3388254266136636,12,0.310729444013162,13,14.327088250090386
335C YISHUN ST 31,Huamin Primary School,0.6099767732052146,12,YISHUN MRT STATION,1.0949874698479003,1,0.3457104524503234,12,14.72669481013316
99C LOR 2 TOA PAYOH,Kheng Cheng School,0.1885344235386597,13,BRADDELL MRT STATION,0.1766927139008413,7,0.6780533683020161,16,4.397323097052506
441 JURONG WEST AVE 1,Shuqun Primary School,0.4256422616447276,8,LAKESIDE MRT STATION,0.7843702988565099,2,0.1009120551590307,8,15.043426570279689
160 BISHAN ST 13,Kuo Chuan Presbyterian Primary School,0.3109962146383125,17,BISHAN MRT STATION,0.9367063330272772,9,0.7303690389047433,15,5.407713461040569
186B BEDOK NTH ST 4,St. Anthony's Primary School,0.5202145173869887,12,TANAH MERAH MRT STATION,0.6858812734854424,4,0.4307879188953953,17,11.164249132367985
477 PASIR RIS DR 6,Casuarina Primary School,0.2732880506913089,10,PASIR RIS MRT STATION,1.0378285393358628,1,0.2938388484897533,9,15.088792550119363
690B WOODLANDS DR 75,Greenwood Primary School,0.5364450999997744,17,ADMIRALTY MRT STATION,0.8523388744061827,2,0.1925046256428107,18,16.448509957696626
445B BT BATOK WEST AVE 8,Princess Elizabeth Primary School,0.3018807025608316,11,CHINESE GARDEN MRT STATION,1.1813537560670853,3,0.5195269495717465,13,13.1651678318179
828 YISHUN ST 81,Peiying Primary School,0.3570139089517914,8,KHATIB MRT STATION,0.2425855623162929,2,0.2425852062785953,12,12.887638597670502
95C HENDERSON RD,Alexandra Primary School,0.5082350793165613,11,TIONG BAHRU MRT STATION,0.5689082262964285,3,0.3799506180967929,18,2.9011514458044765
629 SENJA RD,West View Primary School,0.3228208538269388,12,SENJA LRT STATION,0.5473526705522442,18,0.1897447804182421,15,13.587774779311939
239 JURONG EAST ST 21,Yuhua Primary School,0.2042941922983312,9,JURONG EAST MRT STATION,0.877715230147693,4,0.607215965943371,17,12.49542701157694
738 WOODLANDS CIRCLE,Admiralty Primary School,0.3239183322149687,17,ADMIRALTY MRT STATION,0.5467636100824798,5,0.1887694005625445,15,16.86519127486945
722 YISHUN ST 71,Jiemin Primary School,0.2730484647349214,12,YISHUN MRT STATION,0.7864097047505367,3,0.4731098916962818,14,14.088969670733833
981C BUANGKOK CRES,Hougang Primary School,0.3653998532557002,15,TONGKANG LRT STATION,1.2050541519082814,8,0.0537005891513512,19,9.750077580051196
250A COMPASSVALE ST,Seng Kang Primary School,0.2420217841383408,25,COMPASSVALE LRT STATION,0.317613613127049,22,0.5145135779127636,19,11.88484539881508
244 BISHAN ST 22,Catholic High School (Primary),0.6659936472829762,13,BISHAN MRT STATION,1.138155257974153,4,0.3511538735002275,16,6.7570641265389
755 YISHUN ST 72,Jiemin Primary School,0.2626145865399639,14,YISHUN MRT STATION,0.3657909582089173,3,0.1956695878262586,15,14.197362504345854
1 GHIM MOH RD,Henry Park Primary School,0.5072890131331897,3,BUONA VISTA MRT STATION,0.7318094668388858,6,0.3614266943128121,13,6.6736360012058284
299A TAMPINES ST 22,Angsana Primary School,0.286336353960654,23,TAMPINES EAST MRT STATION,0.6879963893125037,8,0.3694471723531978,12,13.328247707811588
705 HOUGANG AVE 2,Holy Innocents' Primary School,0.6665630515573904,14,KOVAN MRT STATION,0.7026572785387837,3,0.7141588751509176,17,8.757279004731316
175B PUNGGOL FIELD,Edgefield Primary School,0.2716324777475866,23,MERIDIAN LRT STATION,0.0999142807979285,22,0.1394393655950964,15,12.971569722443457
686C CHOA CHU KANG CRES,Unity Primary School,0.3157848138384309,4,YEW TEE MRT STATION,0.8095755384212027,1,0.8992291306058181,6,15.829800741494083
705 BEDOK NTH RD,Damai Primary School,0.2846035847009949,9,BEDOK NORTH MRT STATION,0.2393432128959735,5,0.3220762866800331,16,9.183154766099115
183A BOON LAY AVE,Corporation Primary School,0.3552168923702331,13,BOON LAY MRT STATION,1.1789940737435252,3,0.3917830279584988,10,16.040199055283633
68 BEDOK STH AVE 3,Temasek Primary School,0.2733909455377107,7,TANAH MERAH MRT STATION,0.9890044096100298,2,0.6401452516161144,13,11.124972853883719
137 SERANGOON NTH AVE 2,Rosyth School,0.5645659477581413,10,KOVAN MRT STATION,1.3983460019870877,3,0.3130032356756375,18,8.263007946480569
903 TAMPINES AVE 4,St. Hilda's Primary School,0.2725780029549122,25,TAMPINES MRT STATION,0.5813531539133908,6,0.4643147613429499,13,11.966201598024904
432 CLEMENTI AVE 3,Clementi Primary School,0.123743135880316,6,CLEMENTI MRT STATION,0.3047384156800269,2,0.2530866529206323,13,9.329366553202489
353 YISHUN RING RD,Huamin Primary School,0.1426179754317034,14,YISHUN MRT STATION,1.1937845059105996,2,0.2349426827011809,15,14.024137379803678
21 HOUGANG AVE 3,Holy Innocents' Primary School,0.4180502050959786,13,HOUGANG MRT STATION,0.7853583280922778,2,0.3259779578216299,15,8.831033981363836
816 JELLICOE RD,Stamford Primary School,0.572238016343681,7,LAVENDER MRT STATION,0.1811234777536798,24,0.1289418985952263,28,1.9670294102658585
161 BISHAN ST 13,Kuo Chuan Presbyterian Primary School,0.2528765565081978,16,BISHAN MRT STATION,0.9066630512441044,9,0.7606250973102798,14,5.480702048460369
257 YISHUN RING RD,Xishan Primary School,0.2236278597063215,11,YISHUN MRT STATION,0.7517820425894525,2,0.1043676676476526,13,14.970372915090923
574B WOODLANDS DR 16,Woodlands Ring Primary School,0.5833448501785392,17,WOODLANDS SOUTH MRT STATION,0.4595884273700921,4,0.3892711028474541,10,15.376406566004276
810B CHOA CHU KANG AVE 7,Chua Chu Kang Primary School,0.5629843049601118,10,KEAT HONG LRT STATION,0.6298529895280702,10,0.3680832045463699,13,13.856818201147023
264 BOON LAY DR,Corporation Primary School,0.5496484537253727,13,BOON LAY MRT STATION,0.8310680556869056,3,0.4889711529883169,12,16.247054609571595
5 MARSILING DR,Marsiling Primary School,0.6792384484669858,10,MARSILING MRT STATION,0.8104005392090425,4,0.7990475781756472,7,17.366595255500524
318 BT BATOK ST 32,Dazhong Primary School,0.235946979651031,8,BUKIT GOMBAK MRT STATION,0.5694581261184767,4,0.3871350287090128,13,12.861110832596452
503 BISHAN ST 11,Guangyang Primary School,0.4013178199568753,16,BISHAN MRT STATION,0.2000298375291467,7,0.1373822499979883,13,5.506854955550423
55 C'WEALTH DR,New Town Primary School,0.4418544430719592,4,COMMONWEALTH MRT STATION,0.6112314669252092,7,0.5611706059221971,17,5.3707904935731605
257 PASIR RIS ST 21,White Sands Primary School,0.3510801358780746,11,TAMPINES EAST MRT STATION,1.5713824028963352,2,0.1043533080613305,11,15.15874554153541
717 JURONG WEST ST 71,West Grove Primary School,0.2847151604257383,12,PIONEER MRT STATION,0.6026289911276647,2,0.1532424852473509,9,17.142899479224308
510 JELAPANG RD,Greenridge Primary School,0.2298231721744542,9,SEGAR LRT STATION,0.0734209794867359,11,0.0976341766070548,10,12.938198993853641
431 JURONG WEST AVE 1,Shuqun Primary School,0.6197117753987393,10,LAKESIDE MRT STATION,0.977902600614326,2,0.2422569759177732,7,14.65041779725159
793 WOODLANDS AVE 6,Admiralty Primary School,0.2938294093466832,17,ADMIRALTY MRT STATION,0.2871615322993261,4,0.2843063208356352,19,16.51150481200612
318B ANCHORVALE LINK,Springdale Primary School,0.1459534646943604,19,FARMWAY LRT STATION,0.3718214580031409,21,0.336100872370759,16,11.52445359592816
405 WOODLANDS ST 41,Marsiling Primary School,0.4520552817723078,4,MARSILING MRT STATION,0.3450346346630665,4,0.2176888936906016,5,16.579024498404415
17 HOUGANG AVE 3,Holy Innocents' Primary School,0.5215492078438558,13,KOVAN MRT STATION,0.7514550620194177,2,0.3435414251268853,14,8.72567475400528
734 WOODLANDS CIRCLE,Admiralty Primary School,0.2709934571250593,17,ADMIRALTY MRT STATION,0.4987981379750066,5,0.1925711291622901,15,16.832880191612485
40 BEO CRES,Alexandra Primary School,0.4260262066627515,8,TIONG BAHRU MRT STATION,0.3214397818589173,9,0.1111516068249653,29,2.2795967759905844
161 MEI LING ST,Queenstown Primary School,0.6346156441121564,5,QUEENSTOWN MRT STATION,0.4526333100569966,3,0.0821632221349938,14,4.72800715597835
487A CHOA CHU KANG AVE 5,Chua Chu Kang Primary School,0.3672194399975892,7,SOUTH VIEW LRT STATION,0.8459144609979768,5,0.2236033049187258,10,14.536018645915316
463 CRAWFORD LANE,Stamford Primary School,0.5272016892836601,7,LAVENDER MRT STATION,0.273827886740218,23,0.3482906181479652,26,1.9569790917355891
107 JLN BT MERAH,Zhangde Primary School,0.501647215687928,9,TIONG BAHRU MRT STATION,0.7466366936663703,7,0.3230832822730052,17,3.139177415240713
142 TAMPINES ST 12,Tampines Primary School,0.1528261086577187,26,TAMPINES MRT STATION,0.5099209499717717,7,0.3815198385492413,18,12.354260913286153
104B CANBERRA ST,Wellington Primary School,1.0301416004275468,9,CANBERRA MRT STATION,0.793435296029004,2,1.176305239585283,11,16.742658024014904
510 ANG MO KIO AVE 8,Jing Shan Primary School,0.3641021335011102,8,ANG MO KIO MRT STATION,0.3871532144873333,2,0.312356829621102,11,8.203656541444714
103 POTONG PASIR AVE 1,St. Andrew's Junior School,0.5747598033016524,15,POTONG PASIR MRT STATION,0.3069358804754218,8,0.3107505030908632,15,4.699831627143558
122 BT BATOK CTRL,Princess Elizabeth Primary School,0.7311116438968248,10,BUKIT BATOK MRT STATION,0.4437350434662903,3,0.3040195102881455,17,12.40007875505512
159 YISHUN ST 11,Yishun Primary School,0.0659304859980289,15,YISHUN MRT STATION,0.3859892154421926,3,0.3860059596044029,15,14.813127248299756
509B WELLINGTON CIRCLE,Wellington Primary School,0.1936851871134306,6,SEMBAWANG MRT STATION,0.485787016533979,2,0.1958697422817602,11,17.235495014518637
330 ANG MO KIO AVE 1,Teck Ghee Primary School,0.349065630316607,14,ANG MO KIO MRT STATION,0.8455907802366511,5,0.3911620028064576,17,7.009141802248474
154 SIMEI ST 1,Angsana Primary School,0.7106266026794174,18,SIMEI MRT STATION,0.4440493232317296,7,0.4993709801975897,17,13.411777294536243
106D PUNGGOL FIELD,Edgefield Primary School,0.2779924598129905,25,MERIDIAN LRT STATION,0.1916869729196895,22,0.2058739552219546,15,12.880638069431317
99B LOR 2 TOA PAYOH,Kheng Cheng School,0.1559859927714415,13,BRADDELL MRT STATION,0.1976352152061306,7,0.6472756417608648,16,4.366232574758886
269 PASIR RIS ST 21,White Sands Primary School,0.3164060378697503,11,TAMPINES EAST MRT STATION,1.432284182474086,2,0.1454757701223157,11,15.068685595873376
